,sentence,canonical_aspect,runs_count,runs,experiment_sets,raw_aspects,aspect_categories,majority_category,sentiments,tones,avg_confidence
604,"Bank Mandiri berperan penting dalam mendorong transisi ekonomi hijau, yang merupakan langkah krusial untuk menciptakan masa depan yang lebih berkelanjutan, mengurangi dampak lingkungan, dan menciptakan peluang ekonomi baru dalam sektor-sektor yang berfokus pada teknologi dan praktik berkelanjutan.",mendorong transisi ekonomi hijau,1,absa_20260212_094702_SR_Bank_Mandiri_2023__28indo_29_-low-_20mar_280519_29_20260207_063917_20260207_063922_absa_indonesia_few_shot_Nemotron_3_Nano_30B_A3B__Free_.json,MultiPDF_ABSA_20260212_0833,Mendorong transisi ekonomi hijau,E,E,positive,Commitment,0.96
1174,"Dengan menggabungkan inovasi dan kerja sama multidimensi, CPIN mewujudkan visi ""shared prosperity"" yang inklusif, berkelanjutan, dan selaras dengan Tujuan Pembangunan Berkelanjutan (SDGs).",menggabungkan inovasi dan kerja sama multidimensi,1,absa_20260214_091703_Sustainability-Report-CPIN-2024_20260207_071745_20260207_071747_absa_indonesia_cot_LLaMA_3_3_70B_Instruct__Free_.json,MultiPDF_ABSA_20260214_0830,Menggabungkan inovasi dan kerja sama multidimensi,S,S,positive,Commitment,0.95
3831,"Menghargai, bekerjasama dan lingkungan yang baik.",menghormati sesama,1,absa_20260207_183042_30_20260207_070215_20260207_070219_absa_indonesia_zero_shot_Nemotron_3_Nano_30B_A3B__Free_.json,MultiPDF_ABSA_20260207_1816,Menghormati Sesama,S,S,positive,Commitment,0.95
3834,"Menghormati Sesama Menghargai, bekerja sama dan lingkungan yang baik.",menghormati sesama,1,absa_20260207_181920_28_20260207_070331_20260207_070337_absa_indonesia_few_shot_Nemotron_3_Nano_30B_A3B__Free_.json,MultiPDF_ABSA_20260207_1816,Menghormati Sesama,S,S,neutral,Commitment,0.95
3832,Menghormati Sesama,menghormati sesama (respect for others),1,absa_20260207_182754_30_20260207_070215_20260207_070219_absa_indonesia_cot_Nemotron_3_Nano_30B_A3B__Free_.json,MultiPDF_ABSA_20260207_1816,Menghormati Sesama (respect for others),S,S,positive,Commitment,0.95
3585,"Maka, sebagai perusahaan yang bergerak di bidang media, risiko perubahan iklim yang menjadi tantangan bersama, kami ubah menjadi kesempatan untuk berinovasi dengan berbagai teknologi.",mengubah risiko iklim menjadi peluang inovasi,1,absa_20260113_005308_SCM_2020_scm-sr-2020-final-1_pdf_absa_zero_shot_Qwen3_Coder_(Free).json,SCM_2020_multiple,Mengubah risiko iklim menjadi peluang inovasi,E,E,positive,Commitment,0.9
696,Beragamnya pilihan ini memungkinkan kami menjangkau berbagai segmen masyarakat dengan harga yang kompetitif.,menjangkau berbagai segmen masyarakat dengan harga kompetitif,1,absa_20260214_093336_Sustainability-Report-CPIN-2024_20260207_071745_20260207_071747_absa_indonesia_zero_shot_Qwen3_Coder__Free_.json,MultiPDF_ABSA_20260214_0830,Menjangkau berbagai segmen masyarakat dengan harga kompetitif,S,S,positive,Outcome,0.95
7677,Webinar – Mental Health Awareness.,mental health,2,"absa_20260114_113003_Sustainability_Reports_MAP_2021_pdf_absa_zero_shot_Mistral_Devstral_25.12_(Free).json, absa_20260114_113142_Sustainability_Reports_MAP_2021_pdf_absa_cot_Mistral_Devstral_25.12_(Free).json",MultiPDF_ABSA_20260114_1129,Mental Health,S,S,"Positive, positive",Action,0.85
852,Citra Palu Minerals Reserves 2 Million Tons of Gold Ore,mineral reserves,1,absa_20260113_100303_bumi_resources_Sustainability_Report_2019_pdf_absa_cot_Mistral_Devstral_25.12_(Free).json,bumi_resources_Sustainability_Report_2019,Mineral Reserves,E,E,Neutral,Outcome,
948,Dairi Prima Mineral Reserves 1 Million Tons of Zinc Ore and Lead Tin,mineral reserves,1,absa_20260113_100303_bumi_resources_Sustainability_Report_2019_pdf_absa_cot_Mistral_Devstral_25.12_(Free).json,bumi_resources_Sustainability_Report_2019,Mineral Reserves,E,E,Neutral,Outcome,
1797,Gorontalo Minerals Reserves 105.4 Million Tons of Zinc Ore and Lead Tin,mineral reserves,1,absa_20260113_100303_bumi_resources_Sustainability_Report_2019_pdf_absa_cot_Mistral_Devstral_25.12_(Free).json,bumi_resources_Sustainability_Report_2019,Mineral Reserves,E,E,Neutral,Outcome,
3924,Mineral Reserves and Resources,mineral reserves,1,absa_20260113_100303_bumi_resources_Sustainability_Report_2019_pdf_absa_cot_Mistral_Devstral_25.12_(Free).json,bumi_resources_Sustainability_Report_2019,Mineral Reserves,E,E,Neutral,Outcome,
3925,Mineral Resources 2 Million Tons of Zinc Ore and Lead Tin,mineral resources,1,absa_20260113_100303_bumi_resources_Sustainability_Report_2019_pdf_absa_cot_Mistral_Devstral_25.12_(Free).json,bumi_resources_Sustainability_Report_2019,Mineral Resources,E,E,Neutral,Outcome,
3926,"Mineral Resources 392.3 Million Tons of Gold, Silver & Copper Ore",mineral resources,1,absa_20260113_100303_bumi_resources_Sustainability_Report_2019_pdf_absa_cot_Mistral_Devstral_25.12_(Free).json,bumi_resources_Sustainability_Report_2019,Mineral Resources,E,E,Neutral,Outcome,
5957,"Sesuai karakteristik bisnis Grup SCMA yang berfokus pada bidang jasa penyiaran yang menyediakan konten, program maupun tayangan yang berkualitas, maka Perseroan menghasilkan produk dan jasa yang memiliki dampak lingkungan yang minimal.",minimal environmental impact,1,absa_20260113_015758_SCM_2024_090425-sr24-scma-pdf-final_pdf_absa_zero_shot_Mistral_Devstral_25.12_(Free).json,SCM_2024_multiple,Minimal environmental impact,E,E,positive,Outcome,0.8
5958,"Sesuai karakteristik bisnis Grup SCMA yang berfokus pada bidang jasa penyiaran yang menyediakan konten, program maupun tayangan yang berkualitas, maka Perseroan menghasilkan produk dan jasa yang memiliki dampak lingkungan yang minimal. Namun demikian, Perseroan dan entitas anak memiliki inisiatif untuk mendorong penggunaan produk ramah lingkungan.",minimal environmental impact products,1,absa_20260113_020123_SCM_2024_090425-sr24-scma-pdf-final_pdf_absa_zero_shot_Nemotron_3_Nano_30B_A3B_(Free).json,SCM_2024_multiple,Minimal Environmental Impact Products,E,E,positive,Commitment,0.93
3773,Meminimalisir dampak negatif dari kegiatan operasional yang dilakukan oleh Perseroan dan entitas anaknya terhadap lingkungan sekitar;,minimisasi dampak negatif terhadap lingkungan dari kegiatan operasional,1,absa_20260207_091353_scm_2023_absa_indonesia_zero_shot_Qwen3_Coder__Free_.json,MultiPDF_ABSA_20260207_0808,Minimisasi dampak negatif terhadap lingkungan dari kegiatan operasional,E,E,positive,Action,0.9
7146,"Upaya ini bertujuan untuk meminimalkan jejak lingkungan sekaligus mengoptimalkan pemanfaatan sumber daya, serta memastikan bahwa seluruh operasional selaras dengan standar keberlanjutan global.",minimizing environmental footprint,1,absa_20260113_102635_bumi_resources_Sustainability_Report_2024_pdf_absa_few_shot_Mistral_Devstral_25.12_(Free).json,bumi_resources_Sustainability_Report_2024,minimizing environmental footprint,E,E,positive,Commitment,0.85
6707,"These efforts aim to minimize our environmental footprint while optimizing resource utilization, ensuring that all our operations are aligned with global sustainability standards.","minimizing environmental footprint, optimizing resource utilization, aligning with global sustainability standards",1,absa_20260113_102345_bumi_resources_Sustainability_Report_2024_pdf_absa_zero_shot_Mistral_Devstral_25.12_(Free).json,bumi_resources_Sustainability_Report_2024,"Minimizing environmental footprint, optimizing resource utilization, aligning with global sustainability standards",E,E,positive,Commitment,0.9
7147,"Upaya ini bertujuan untuk meminimalkan jejak lingkungan sekaligus mengoptimalkan pemanfaatan sumber daya, serta memastikan bahwa seluruh operasional selaras dengan standar keberlanjutan global.","minimizing environmental footprint, optimizing resource utilization, aligning with global sustainability standards",1,absa_20260113_102345_bumi_resources_Sustainability_Report_2024_pdf_absa_zero_shot_Mistral_Devstral_25.12_(Free).json,bumi_resources_Sustainability_Report_2024,"Minimizing environmental footprint, optimizing resource utilization, aligning with global sustainability standards",E,E,positive,Commitment,0.9
2514,KOMITE KESELAMATAN PERTAMBANGAN DAN LINGKUNGAN Mining and Environment Safety Committee,mining and environment safety committee,1,absa_20260113_050853_bumi_resources_Sustainability_Report_2021_pdf_absa_zero_shot_LLaMA_3.3_70B_Instruct_(Free).json,bumi_resources_Sustainability_Report_2021,Mining and environment safety committee,S,S,positive,Commitment,0.8
2666,"Kami beruntung menjadi bagian dari industri pertambangan mineral, karena sektor ini tidak hanya berkontribusi signifikan terhadap perekonomian negara, tetapi juga memiliki dampak iklim yang relatif lebih rendah dibandingkan industri ekstraktif lainnya.",mining industry impact,1,absa_20260113_103155_bumi_resources_Sustainability_Report_2024_pdf_absa_cot_Mistral_Devstral_25.12_(Free).json,bumi_resources_Sustainability_Report_2024,mining industry impact,E,E,positive,Outcome,
2667,"Kami beruntung menjadi bagian dari industri pertambangan mineral, karena sektor ini tidak hanya berkontribusi signifikan terhadap perekonomian negara, tetapi juga memiliki dampak iklim yang relatif lebih rendah dibandingkan industri ekstraktif lainnya.",mining sector's lower climate impact,1,absa_20260113_102635_bumi_resources_Sustainability_Report_2024_pdf_absa_few_shot_Mistral_Devstral_25.12_(Free).json,bumi_resources_Sustainability_Report_2024,mining sector's lower climate impact,E,E,positive,Outcome,0.8
2841,Kami memiliki misi untuk menjadi penyedia terkemuka dan terpercaya di bidang produk pangan berprotein terjangkau di Indonesia.,misi,1,absa_20260113_033519_japfa_report_4_pdf_absa_zero_shot_LLaMA_3.3_70B_Instruct_(Free).json,japfa_report_4,Misi,G,G,positive,Commitment,0.9
333,"An obvious example of this is measuring the impact of the automotive industry. One might think that the more electric vehicles an automaker sells, as a percentage of total volumes, the better its ESG score. However, this is not the case. As long as a company continues to slightly decrease emissions of its manufacturing operations while churning out gas-guzzlers, its ESG ratings are likely to go up.",misleading automotive esg scoring,1,absa_20260206_195302_2021-tesla-impact-report_pdf_absa_cot_Nemotron_3_Nano_30B_A3B_(Free).json,MultiPDF_ABSA_20260206_1934,Misleading automotive ESG scoring,E,E,negative,Action,
686,Becoming a leading distribution company with integrated direct access to consumers and retailers that offer a complete range of mobile products and solutions.,mission,2,"absa_20260113_142454_erajaya_annual_Report_2015__ENG__pdf_absa_zero_shot_Mistral_Devstral_25.12_(Free).json, absa_20260113_143316_erajaya_annual_Report_2015__ENG__pdf_absa_cot_Mistral_Devstral_25.12_(Free).json",erajaya_annual_Report_2015,Mission,"E, G",E,"Positive, positive",Commitment,0.85
6318,The Company has a mission to become a leading distribution company with integrated direct access to consumers and retailers,mission,1,absa_20260113_141147_erajaya_annual_Report_2014__ENG__pdf_absa_zero_shot_LLaMA_3.3_70B_Instruct_(Free).json,erajaya_annual_Report_2014,mission,G,G,positive,Commitment,0.9
6669,The very purpose of Tesla's existence is to accelerate the world's transition to sustainable energy.,mission alignment,1,absa_20260206_193743_2020-tesla-impact-report_pdf_absa_zero_shot_DeepSeek_R1T2_Chimera_(Free).json,MultiPDF_ABSA_20260206_1934,Mission Alignment,E,E,positive,Commitment,0.98
6670,The very purpose of Tesla's existence is to accelerate the world's transition to sustainable energy.,mission alignment with sustainable energy,1,absa_20260206_194544_2020-tesla-impact-report_pdf_absa_few_shot_Nemotron_3_Nano_30B_A3B_(Free).json,MultiPDF_ABSA_20260206_1934,mission alignment with sustainable energy,E,E,positive,Outcome,0.92
2376,"It is both why our mission is to Empower Progress and why we act with such urgency, leveraging technology to amplify our impact and reach beyond what we could have ever envisioned.",mission-driven sustainability,1,absa_20260207_103329_GoTo_s_2021_Sustainability_Report_absa_indonesia_few_shot_Qwen3_Coder__Free_.json,MultiPDF_ABSA_20260207_0808,Mission-driven Sustainability,G,G,positive,Commitment,0.85
5213,"Perseroan menyadari bahwa adanya perubahan iklim dapat berpengaruh pada kegiatan operasional mitra usaha kami, sehingga diperlukan adanya strategi khusus untuk memitigasi potensi dampak negatif dengan menerapkan Business Continuity and Contingency Plan.",mitigasi risiko perubahan iklim,1,absa_20260207_084107_scm_2022_absa_indonesia_zero_shot_Qwen3_Coder__Free_.json,MultiPDF_ABSA_20260207_0808,mitigasi risiko perubahan iklim,E,E,neutral,Risk,0.9
1572,Erajaya Group entered into strategic partnership with mobile network operators to distribute their products,mobile network operators,1,absa_20260113_141147_erajaya_annual_Report_2014__ENG__pdf_absa_zero_shot_LLaMA_3.3_70B_Instruct_(Free).json,erajaya_annual_Report_2014,mobile network operators,G,G,positive,Commitment,0.9
1592,Erajaya Group is at the leading company in the field of the distribution and retail of mobile phones,mobile phones,1,absa_20260113_141147_erajaya_annual_Report_2014__ENG__pdf_absa_zero_shot_LLaMA_3.3_70B_Instruct_(Free).json,erajaya_annual_Report_2014,mobile phones,G,G,positive,Outcome,0.9
6415,The Company is committed to providing mobile products and solutions to improve the quality and lifestyle,mobile products and solutions,1,absa_20260113_141147_erajaya_annual_Report_2014__ENG__pdf_absa_zero_shot_LLaMA_3.3_70B_Instruct_(Free).json,erajaya_annual_Report_2014,mobile products and solutions,G,G,positive,Commitment,0.9
1563,Erajaya Group engages in the distribution and retail of mobile telecommunication devices,mobile telecommunication devices,1,absa_20260113_141147_erajaya_annual_Report_2014__ENG__pdf_absa_zero_shot_LLaMA_3.3_70B_Instruct_(Free).json,erajaya_annual_Report_2014,mobile telecommunication devices,G,G,neutral,Action,0.8
2844,"Kami memiliki model bisnis terintegrasi vertikal yang mencakup seluruh rantai nilai untuk produk protein kami, mulai dari produksi pakan dan pembibitan, hingga peternakan dan pengolahan komersial.",model bisnis,2,"absa_20260113_033519_japfa_report_4_pdf_absa_zero_shot_LLaMA_3.3_70B_Instruct_(Free).json, absa_20260113_034409_japfa_report_4_pdf_absa_cot_LLaMA_3.3_70B_Instruct_(Free).json",japfa_report_4,Model Bisnis,G,G,"Netral, neutral",Commitment,0.8
2438,"Japfa memiliki model bisnis terintegrasi secara vertikal yang meliputi hulu, tengah, dan hilir.",model bisnis,1,absa_20260113_041146_japfa_report_2_pdf_absa_few_shot_LLaMA_3.3_70B_Instruct_(Free).json,japfa_report_2,model bisnis,G,G,netral,Informatif,0.8
2655,Kami beroperasi dengan model bisnis terintegrasi vertikal yang mencakup seluruh rantai nilai untuk produk protein kami.,model bisnis,1,absa_20260113_033519_japfa_report_4_pdf_absa_zero_shot_LLaMA_3.3_70B_Instruct_(Free).json,japfa_report_4,Model Bisnis,G,G,neutral,Commitment,0.8
2842,"Kami memiliki model bisnis terintegrasi secara vertikal yang meliputi hulu, tengah, dan hilir.",model bisnis,1,absa_20260113_040654_japfa_report_2_pdf_absa_zero_shot_LLaMA_3.3_70B_Instruct_(Free).json,japfa_report_2,model bisnis,G,G,positive,Commitment,0.9
3234,"Kegiatan usaha SCM secara umum bergerak pada bidang jasa penyiaran yang menyediakan konten, program maupun tayangan yang berkualitas dan bukan manufaktur atau perdagangan produk atau barang tertentu.",model bisnis berkelanjutan,1,absa_20260207_091124_scm_2023_absa_indonesia_zero_shot_DeepSeek_R1T2_Chimera__Free_.json,MultiPDF_ABSA_20260207_0808,Model Bisnis Berkelanjutan,G,G,neutral,Outcome,0.95
2845,"Kami memiliki model bisnis terintegrasi vertikal yang mencakup seluruh rantai nilai untuk produk protein kami, mulai dari produksi pakan dan pembibitan, hingga peternakan dan pengolahan komersial.",model bisnis terintegrasi,2,"absa_20260113_033036_japfa_report_4_pdf_absa_zero_shot_Mistral_Devstral_25.12_(Free).json, absa_20260113_033533_japfa_report_4_pdf_absa_cot_Mistral_Devstral_25.12_(Free).json",japfa_report_4,Model Bisnis Terintegrasi,E,E,positive,"Action, Outcome",0.8
2439,"Japfa memiliki model bisnis terintegrasi secara vertikal yang meliputi hulu, tengah, dan hilir.",model bisnis terintegrasi,1,absa_20260113_040958_japfa_report_2_pdf_absa_cot_LLaMA_3.3_70B_Instruct_(Free).json,japfa_report_2,Model Bisnis Terintegrasi,G,G,Netral,Action,0.8
3009,"Kami sangat gembira melihat bahwa orang-orang benar-benar termotivasi untuk melakukan ini, dari dalam hati mereka.",motivasi karyawan,1,absa_20260113_032316_japfa_report_5_pdf_absa_zero_shot_LLaMA_3.3_70B_Instruct_(Free).json,japfa_report_5,Motivasi karyawan,S,S,positive,Outcome,0.95
2007,"In 2022, MAPI increased its MSCI ESG Rating from BB to BBB, which is indicative of the success of our sustainability efforts.",msci esg rating,2,"absa_20260114_122847_Sustainability_Reports_MAP_2022_pdf_absa_zero_shot_Gemini_2.0_Flash_Exp_(Free).json, absa_20260114_123501_Sustainability_Reports_MAP_2022_pdf_absa_cot_LLaMA_3.3_70B_Instruct_(Free).json",MultiPDF_ABSA_20260114_1136,MSCI ESG Rating,G,G,"Positive, positive",Outcome,0.9
3528,"MAPI's initiatives in managing sustainability performance during 2022 has resulted in an improvement of MSCI ESG Rating, from BB to BBB.",msci esg rating,2,"absa_20260114_122833_Sustainability_Reports_MAP_2022_pdf_absa_zero_shot_LLaMA_3.3_70B_Instruct_(Free).json, absa_20260114_122847_Sustainability_Reports_MAP_2022_pdf_absa_zero_shot_Gemini_2.0_Flash_Exp_(Free).json",MultiPDF_ABSA_20260114_1136,MSCI ESG Rating,"E, G",E,positive,Outcome,0.925
387,"As of the end of 2023, Rp113,224 billion of financing has been disbursed to the MSMEs.",msme finance,1,absa_20260111_183508_SR-BNI-2023-ENG-final_highres_pdf_absa_few_shot.json,SR-BNI-2023,MSME finance,S,S,positive,Outcome,0.75
3496,"MAPI aims to run an inclusive business through partnership with local micro, small and medium enterprises (MSMEs).",msme partnership,4,"absa_20260114_113531_Sustainability_Reports_MAP_2022_pdf_absa_zero_shot_Mistral_Devstral_25.12_(Free).json, absa_20260114_113624_Sustainability_Reports_MAP_2022_pdf_absa_cot_Mistral_Devstral_25.12_(Free).json, absa_20260114_122715_Sustainability_Reports_MAP_2022_pdf_absa_zero_shot_Qwen3_Coder_(Free).json, absa_20260114_123359_Sustainability_Reports_MAP_2022_pdf_absa_cot_Qwen3_Coder_(Free).json","MultiPDF_ABSA_20260114_1129, MultiPDF_ABSA_20260114_1136",MSME Partnership,"E, S",E,"Positive, positive",Commitment,0.8500000000000001
3497,"MAPI aims to run an inclusive business through partnership with local micro, small and medium enterprises (MSMEs).",msme partnerships,1,absa_20260114_123004_Sustainability_Reports_MAP_2022_pdf_absa_few_shot_Qwen3_Coder_(Free).json,MultiPDF_ABSA_20260114_1136,MSME partnerships,E,E,positive,Commitment,0.85
2492,Jumlah UMKM Rumah BUMN 13.969 Total MSMEs Rumah BUMN 13.969,msme support,1,absa_20260115_124257_mandiri_Laporan_Keberlanjutan_2022_pdf_absa_cot_LLaMA_3.3_70B_Instruct_(Free).json,MultiPDF_ABSA_20260115_1155,MSME Support,S,S,Positive,Outcome,0.9
7475,"We engaged in multi-stakeholder collaborations, including the Responsible Business Alliance, the Responsible Minerals Initiative (appointed to the Steering Committee), the European Partnership for Responsible Minerals (the Advisory Committee of funding new pilot projects), the Responsible Sourcing Initiative (actively supporting the recycling space), Leadership Group for Responsible Recruitment, and Business for Social Responsibility (BSR) Human Rights Working Group (driving progress and elevating human rights best practices).",multi-stakeholder collaborations,1,bulk_absa_20260110_020227.json,HP Circularity — Model Comparison,Multi-stakeholder Collaborations,S,S,positive,Action,0.9
2110,"In cooperation with Converse and local artists, MAP has made 4 murals using special paint that could absorb air pollution and was equal to planting 700 trees.",mural pollution absorption,1,absa_20260114_120959_Sustainability_Reports_MAP_2021_pdf_absa_cot_Nemotron_3_Nano_30B_A3B_(Free).json,MultiPDF_ABSA_20260114_1136,Mural pollution absorption,Environmental,Environmental,positive,Action,0.93
7365,We believe that we can only grow if we grow together towards mutual prosperity.,mutual prosperity,3,"absa_20260113_031607_japfa_report_5_pdf_absa_zero_shot_Mistral_Devstral_25.12_(Free).json, absa_20260113_032345_japfa_report_5_pdf_absa_cot_Mistral_Devstral_25.12_(Free).json, absa_20260113_032622_japfa_report_5_pdf_absa_few_shot_Mistral_Devstral_25.12_(Free).json",japfa_report_5,"Mutual Prosperity, mutual prosperity",S,S,positive,Commitment,0.9166666666666666
7363,We believe that we can only grow if we grow together towards mutual prosperity,mutual prosperity,1,absa_20260113_032201_japfa_report_5_pdf_absa_zero_shot_Qwen3_Coder_(Free).json,japfa_report_5,mutual prosperity,S,S,positive,Commitment,0.9
6606,"The management of geothermal energy by the Company is a form of contribution to realize national energy resilience, in line with Law No. 30 of 2007 on Energy, which emphasizes that energy must be managed based on the expediency, rationality, efficiency, equity, added value enhancement, sustainability, public welfare, conservation of ecological functions, national resilience, and synergy principles, by prioritizing the national capability.",national energy resilience,2,"absa_20260115_111648_pertamina_geothermal_Laporan_Keberlanjutan_2017_pdf_absa_zero_shot_Mistral_Devstral_25.12_(Free).json, absa_20260115_111801_pertamina_geothermal_Laporan_Keberlanjutan_2017_pdf_absa_zero_shot_Nemotron_3_Nano_30B_A3B_(Free).json",MultiPDF_ABSA_20260115_1111,"National Energy Resilience, national energy resilience",E,E,positive,Commitment,0.905
4749,"Pengelolaan energi panas bumi yang dilakukan Perusahaan tersebut merupakan bentuk kontribusi dalam mewujudkan ketahanan energi nasional yang sejalan dengan Undang-undang Nomor 30 Tahun 2007 tentang Energi yang menegaskan bahwa energi dikelola berdasarkan asas kemanfaatan, rasionalitas, efisiensi, berkeadilan, peningkatan nilai tambah, keberlanjutan, kesejahteraan masyarakat, pelestarian fungsi lingkungan hidup, ketahanan nasional, dan keterpaduan dengan mengutamakan kemampuan nasional.",national energy resilience,1,absa_20260115_111648_pertamina_geothermal_Laporan_Keberlanjutan_2017_pdf_absa_zero_shot_Mistral_Devstral_25.12_(Free).json,MultiPDF_ABSA_20260115_1111,national energy resilience,E,E,positive,Commitment,0.85
5549,"Referring to the Nationally Determined Contributions (NDC) which contains a target for reducing greenhouse gas (GHG) emissions, Indonesia has set an unconditional target of 29% and a conditional target of up to 41% by 2030.",national ghg emission reduction targets,1,absa_20260214_205426_ESSA-AR-SR-2021-Finale_20260207_065636_20260207_065642_absa_indonesia_few_shot_md_Nemotron_3_Nano_30B_A3B__Free_.json,MultiPDF_ABSA_20260214_1938,National GHG emission reduction targets,E,E,neutral,Policy,0.95
3355,"LABA BERSIH NET INCOME | US$ 1,264,725",net income,1,absa_20260113_095736_bumi_resources_Sustainability_Report_2019_pdf_absa_zero_shot_Qwen3_Coder_(Free).json,bumi_resources_Sustainability_Report_2019,net income,E,E,neutral,Outcome,0.95
3984,"Net Income US$ 1,264,725",net income,1,absa_20260113_100303_bumi_resources_Sustainability_Report_2019_pdf_absa_cot_Mistral_Devstral_25.12_(Free).json,bumi_resources_Sustainability_Report_2019,Net Income,E,E,Neutral,Outcome,
4242,Our net profit in 2023 was IDR2.4 trillion,net profit,1,absa_20260114_121954_Sustainability_Reports_MAP_2023_pdf_absa_few_shot_Qwen3_Coder_(Free).json,MultiPDF_ABSA_20260114_1136,net profit,E,E,positive,Outcome,0.9
4243,Our net profit in 2023 was IDR2.4 trillion.,net profit,1,absa_20260114_113448_Sustainability_Reports_MAP_2023_pdf_absa_cot_Mistral_Devstral_25.12_(Free).json,MultiPDF_ABSA_20260114_1129,Net profit,E,E,positive,Outcome,
1726,"Fundamentally, MAP recorded a positive performance. Total net revenue in 2023 was recorded IDR33.3 trillion, an increase of 23.7% from Rp26.9 trillion in 2022.",net revenue,1,absa_20260114_122317_Sustainability_Reports_MAP_2023_pdf_absa_cot_Qwen3_Coder_(Free).json,MultiPDF_ABSA_20260114_1136,Net Revenue,E,E,positive,Outcome,0.95
5067,"Perseroan kembali membuktikan keberhasilannya dalam mempertahankan kinerja positifnya dengan mencatatkan pendapatan bersih sebesar Rp7,06 triliun, meningkat 8,36% dibandingkan tahun sebelumnya.",net revenue growth,1,absa_20260113_020123_SCM_2024_090425-sr24-scma-pdf-final_pdf_absa_zero_shot_Nemotron_3_Nano_30B_A3B_(Free).json,SCM_2024_multiple,Net Revenue Growth,E,E,positive,Outcome,0.95
4686,"Pendapatan penjualan neto Perseroan mengalami penurunan sebesar 5,18% dari Rp34,74 triliun pada tahun 2018 menjadi Rp32,94 triliun pada tahun 2019.",net sales revenue,3,"absa_20260113_153231_erajaya_annual_Report_2019_pdf_absa_zero_shot_Mistral_Devstral_25.12_(Free).json, absa_20260113_153937_erajaya_annual_Report_2019_pdf_absa_cot_Qwen3_Coder_(Free).json, absa_20260113_154116_erajaya_annual_Report_2019_pdf_absa_few_shot_Mistral_Devstral_25.12_(Free).json",erajaya_annual_Report_2019,"Net Sales Revenue, net sales revenue",E,E,negative,Outcome,0.8833333333333333
5754,"Sebagai bagian dari komitmen Bank Mandiri dalam mendukung transisi menuju ekonomi yang lebih hijau dan berkelanjutan, Perseroan telah menetapkan target untuk mencapai Net Zero Emission dalam operasional pada tahun 2030 dan dalam pembiayaan pada tahun 2060.",net zero emission commitment,1,absa_20260115_121004_mandiri_Sustainability_Report_2024_pdf_absa_few_shot_Mistral_Devstral_25.12_(Free).json,MultiPDF_ABSA_20260115_1155,net zero emission commitment,E,E,positive,Commitment,0.99
532,"BRI strengthens its commitment to Indonesia’s Net Zero Emission (NZE) 2060 target by setting an earlier NZE goal for itself, aiming to achieve net zero emissions by 2050 in accordance with the Science-Based Target Initiative (SBTi) methodology.",net zero emission target,1,bulk_absa_20260110_130355_absa_zero_shot.json,BRI - Sustainability Report 2024_pdf — Prompt Comparison - page 0-4,Net Zero Emission target,E,E,positive,Commitment,0.95
652,Bank Mandiri telah menetapkan target untuk mencapai Net Zero Emission dalam operasional pada tahun 2030 dan dalam pembiayaan pada tahun 2060.,net zero emission target,1,absa_20260115_115603_mandiri_Sustainability_Report_2024_pdf_absa_zero_shot_Mistral_Devstral_25.12_(Free).json,MultiPDF_ABSA_20260115_1155,Net Zero Emission Target,E,E,positive,Commitment,0.95
5755,"Sebagai bagian dari komitmen Bank Mandiri dalam mendukung transisi menuju ekonomi yang lebih hijau dan berkelanjutan, Perseroan telah menetapkan target untuk mencapai Net Zero Emission dalam operasional pada tahun 2030 dan dalam pembiayaan pada tahun 2060.",net zero emission target,1,absa_20260115_120221_mandiri_Sustainability_Report_2024_pdf_absa_cot_Mistral_Devstral_25.12_(Free).json,MultiPDF_ABSA_20260115_1155,Net Zero Emission Target,E,E,Positive,Commitment,
531,"BRI strengthens its commitment to Indonesia's Net Zero Emission (NZE) 2060 target by setting an earlier NZE goal for itself, aiming to achieve net zero emissions by 2050 in accordance with the Science-Based Target Initiative (SBTi) methodology.",net zero emissions,1,bulk_absa_20260110_130415_absa_few_shot.json,BRI - Sustainability Report 2024_pdf — Prompt Comparison - page 0-4,net zero emissions,E,E,positive,Commitment,0.95
631,Bank Mandiri menargetkan NZE secara operasional di tahun 2030.,net zero emissions,1,absa_20260115_121704_mandiri_Laporan_Keberlanjutan_2023_pdf_absa_zero_shot_DeepSeek_R1T2_Chimera_(Free).json,MultiPDF_ABSA_20260115_1155,Net Zero Emissions,E,E,positive,Commitment,0.98
2604,"Kami berkomitmen untuk memimpin transisi Indonesia menuju ekonomi rendah karbon, mencapai Net Zero Emissions dari kegiatan operasional pada 2030, dan mengatalisasi berbagai pertumbuhan dengan dampak sosial untuk mencapai Tujuan Pembangunan Berkelanjutan.",net zero emissions commitment,1,absa_20260115_122936_mandiri_Laporan_Keberlanjutan_2023_pdf_absa_few_shot_Mistral_Devstral_25.12_(Free).json,MultiPDF_ABSA_20260115_1155,net zero emissions commitment,E,E,positive,Commitment,0.95
2613,"Kami berkomitmen untuk mencapai Net-Zero Emission dari kegiatan operasional pada 2030, dan dari pembiayaan pada 2060 atau lebih cepat.",net zero emissions commitment,1,absa_20260115_122936_mandiri_Laporan_Keberlanjutan_2023_pdf_absa_few_shot_Mistral_Devstral_25.12_(Free).json,MultiPDF_ABSA_20260115_1155,net zero emissions commitment,E,E,positive,Commitment,0.95
