,raw_aspects,aspect_categories,majority_category,sentiments,tones,avg_confidence
4045,Corporate Purpose,E,S,positive,Action,0.784285905028988
4046,Urgent action on climate change,S,E,positive,Action,0.9779156964652235
4047,Safety Training,E,S,positive,Outcome,0.9558260137436413
4048,emissions reduction,S,S,Negative,"Achievement, Commitment, Outcome",0.8609605497950817
4049,data security and privacy,E,G,positive,Commitment,0.4728202526127192
4050,Workplace Culture,G,S,negative,Action,0.5901899500325086
4051,consumption trend,G,E,positive,Outcome,0.6834954076001869
4052,revenue growth,"E,G,S",E,positive,Commitment,0.278057709469236
4053,Corporate Culture & Environmental Respect,S,E,positive,Initiative,0.18994457941500364
4054,Innovation and quality content,G,E,neutral,Commitment,0.8409010446666609
4055,"Revenue Growth, revenue growth",S,G,positive,Commitment,0.22789620244306608
4056,local supplier engagement,E,S,positive,"Commitment, Policy, Strategy",0.04193911200388989
4057,Corporate Social Responsibility Commitment,S,G,positive,Action,0.3646617132663994
4058,Government program alignment,G,G,positive,Impact,0.9981065436020619
4059,Food Security,G,S,positive,Action,0.11084267997274089
4060,shared value creation,S,E,positive,Commitment,0.4490062726492061
4061,Data Privacy,E,G,"Positive, positive","Action, Compliance",0.09118676795385283
4062,"Community Health, community health",G,E,positive,Commitment,0.8236744431559783
4063,Sustainability Commitment,S,G,neutral,Commitment,0.06696029676808513
4064,Educational Content Development,S,G,positive,Action,0.011860431295950047
4065,"Sustainable Products, Sustainable products",E,E,positive,Outcome,0.8127790389266174
4066,emissions reduction,E,S,positive,Commitment,0.09501000497475287
4067,pertumbuhan ekonomi,E,S,positive,Commitment,0.7329121758760113
4068,Community Responsibility,S,S,positive,Commitment,0.3205582832946996
4069,ESG Integration,E,E,positive,"None, Outcome",0.4939104494761607
4070,Environmental Expenditure,S,E,positive,Action,0.9797442309034272
4071,Pengelolaan Limbah,S,G,positive,Action,0.8215597964007401
4072,SDG alignment,G,E,positive,Action,0.905418846401977
4073,Partnership improvement,Environmental,E,positive,Outcome,0.20265143289871057
4074,Employee Retention,E,E,positive,Action,0.0807182965280393
4075,Product Safety and Quality,G,S,positive,Response,0.5005316216252523
4076,Environmental Management System,E,S,Positive,Implementation,0.11091897172900178
4077,Integrasi prinsip keberlanjutan dalam tata kelola perusahaan,S,E,positive,Outcome,0.5854440421636392
4078,Technology Adaptation,E,S,Positive,Action,0.8963746703251613
4079,Kinerja Ekonomi,S,S,Positif,Commitment,0.016120929124409877
4080,Expansion,S,E,positive,Outcome,0.8840571023675371
4081,local supplier spending,S,S,positive,Outcome,0.5570256427727217
4082,climate risk stress test,S,G,positive,Commitment,0.7341810752588075
4083,Climate Strategy,S,E,"POSITIVE, positive",Action,0.10484006148903713
4084,Retail Expansion,E,E,neutral,"Action, Innovation",0.7846321890936236
4085,Peningkatan kualitas pendidikan untuk mendukung ketersediaan tenaga kerja kompeten,S,S,positive,Outcome,0.4344310680494212
4086,Penghargaan atas Hasil,S,E,positive,Action,0.28509022127000316
4087,Reporting,G,E,positive,"Action, Factual",0.8610285192040242
4088,business expansion,E,E,positive,Commitment,0.8806708668927788
4089,Digital Transformation,E,S,positive,Outcome,0.5448827114649579
4090,sustainability-linked bond issuance,S,G,positive,Commitment,0.15197874292453406
4091,community impact and employment,G,Sustainability Strategy,positive,Action,0.20082027237368372
4092,sustainable business model,S,S,positive,Outcome,0.607632899717626
4093,Economic Inclusion,S,S,positive,Goal,0.6021929076887327
4094,environmental awards,E,G,positive,Outcome,0.6266692936049548
4095,"Technological Innovation, technological innovation",E,G,positif,commitment,0.6817139845422958
4096,community support,E,G,positive,Action,0.8191645651748374
4097,sustainable palm oil certification,E,E,Positive,Action,0.5186342062281143
4098,Operational Efficiency,E,S,neutral,Descriptive,0.8682349054693541
4099,Corporate Ethics,E,G,positive,Action,0.13049518264114512
4100,Employee Engagement,G,E,neutral,Outcome,0.46998850960682526
4101,Climate Change Mitigation,E,E,Negative,Outcome,0.09807561325642133
4102,"Board Oversight, board oversight",G,S,positive,Commitment,0.10850529252319285
4103,Dampak terhadap masyarakat dan lingkungan,E,E,positive,Outcome,0.9056322520325943
4104,Commitment to sustainability,G,S,positive,Outcome,0.8392632767386033
4105,Restrukturisasi Organisasi,E,S,positive,Action,0.7581431803038016
4106,penghematan energi dan air,E,E,positive,Commitment,0.5027848750016092
4107,Corporate Governance,S,G,positive,Action,0.6332307624357665
4108,"Water Management, Water Recycling, water recycling",S,S,positive,Outcome,0.10768409149279534
4109,Use of AI technology,G,E,positive,Action,0.31171544351763725
4110,Water Management,G,E,positive,Action,0.7716528496413594
4111,Environmental Management,E,G,positive,"Action, commitment",0.3641294743112935
4112,Pertahanan seluruh pekerja selama pandemi,G,G,positive,Commitment,0.28565267930831706
4113,equal opportunity,E,E,positive,Commitment,0.26091326604712217
4114,Regulatory Compliance - Sustainable Finance,"G, S",E,positive,Action,0.5285729373600666
4115,Sustainability Governance,S,S,positive,"None, Outcome",0.2504135575111106
4116,Strategic Planning,S,G,positive,Outcome,0.7367985737432964
4117,Social,E,E,"Positive, positive",Outcome,0.7107723880368446
4118,Consumer Protection,G,G,positive,Outcome,0.9334639491557938
4119,Agricultural Development,E,E,neutral,Outcome,0.6835651086948545
4120,"Environmental Impact of Products, environmental impact of products",E,E,positive,Outcome,0.5334784771905088
4121,Data privacy certification,E,E,positive,Action,0.4496762614319899
4122,Product Innovation and Affordability,S,E,positive,Commitment,0.021412748410515436
4123,community investment,S,G,positive,Action,0.4399437671288037
4124,Keseimbangan,E,E,positive,Governance,0.7352822841649364
4125,increasing renewable energy,G,ESG,positive,Action,0.6832614883301574
4126,"Integrasi Aspek Ekonomi, Lingkungan, dan Sosial",E,G,positive,Commitment,0.024568422705611215
4127,SME empowerment,E,E,positive,Action,0.2679195605898488
4128,gender wage equality,E,S,positive,Outcome,0.17763590330993584
4129,corporate recognition,E,S,positive,Commitment,0.7766673410866479
4130,Environmentally friendly initiatives,S,S,positive,Commitment,0.5983130308467791
4131,Other,G,E,positive,Action,0.31464046508945587
4132,keberlanjutan perusahaan,S,S,positive,Action,0.6602016089313508
4133,Media Integrity,S,E,positive,Commitment,0.6591588132952185
4134,Sustainability Practices,S,E,positive,Commitment,0.41497235671343147
4135,Sustainability Issues in Agribusiness,E,S,positive,Commitment,0.6784269075943873
4136,ESG initiatives,G,S,negative,Action,0.5652844278260908
4137,Keselamatan dan Kesehatan Kerja,"E, G",S,positive,Commitment,0.2296837667170455
4138,ESG Business Alignment,E,E,"neutral, positive",Outcome,0.9721198570774405
4139,peternak dan petambak,G,E,"Positive, positive",Commitment,0.134883191339901
4140,Economic Performance,S,E,positive,Outcome,0.3057626927744047
4141,Mining and environment safety committee,E,E,positive,Action,0.005903893458988674
4142,ESG governance,ESG,S,positive,Commitment,0.8033070059309795
4143,Stakeholder collaboration,S,S,positive,Action,0.9168765980351107
4144,Integritas,G,G,positive,Outcome,0.33958320617418014
4145,Occupational Health and Safety,G,S,positive,Action,0.4975306774711966
4146,"Renewable Energy Expansion, renewable energy expansion",E,Social,neutral,Outcome,0.1349768457884708
4147,Company Mission,S,E,positive,Outcome,0.14643673168009086
4148,Keamanan Pangan,S,E,positive,Commitment,0.9746555875111492
4149,Climate Change Policy Formulation,E,E,positive,Outcome,0.6732186383030396
4150,Greenhouse Gas Emissions Reduction,G,S,positive,Outcome,0.5039368682864015
4151,retail and distribution business,S,E,neutral,Outcome,0.3278725990085748
4152,"None, Reporting",G,E,1,Commitment,0.31000274593110166
4153,Revenue Growth,G,E,positive,Commitment,0.8465491328124733
4154,Environmental Performance Recognition,G,S,positive,Outcome,0.48737109971709225
4155,Employee Base,ESG,E,positive,Action,0.739497363741408
4156,sustainability integration,E,G,positive,Action,0.28866213282524755
4157,"Product Safety, product safety",E,E,neutral,Commitment,0.7534267115588621
4158,Sustainability-Linked Bond issuance,E,S,"Positive, positive",Commitment,0.013347728561774908
4159,Sertifikasi Internasional,E,E,positive,Action,0.07347416364162473
4160,education and workforce development,G,G,positive,Outcome,0.5707792757041908
4161,"Performance Evaluation on Sustainability, sustainability performance evaluation",E,E,positive,Recognition,0.8929016256406973
4162,integrated sustainability approach,"S, Social",G,negative,Outcome,0.35390423471126664
4163,Labor Practices,E,E,neutral,Outcome,0.6886035951557654
4164,Stakeholder Communication,G,E,positive,Action,0.29189344212892954
4165,Platform Growth,S,S,positive,Action,0.5446521290935809
4166,employee development,E,G,positive,Outcome,0.009563608043746785
4167,CSR Activities,S,G,positive,Action,0.2938777732376475
4168,Fair Compensation,G,E,positive,Outcome,0.06534624612935636
4169,Mineral Resources,"E, G",S,positive,Action,0.9735092039888382
4170,Sustainable Development Goals,E,G,"Positive, positive",Outcome,0.9023387813650932
4171,"Currency Volatility, Currency volatility, currency volatility",E,E,positive,Action,0.5474962815568948
4172,Environmental Leadership,E,S,"negative, neutral",Commitment,0.13377993899188512
4173,Digital Transformation,E,E,positive,Action,0.6464601006183993
4174,"Sustainable Forest Management Strategy, sustainable forest management strategy",G,S,positive,"Action, Background",0.9721268384514251
4175,sustainability data management,E,E,positive,Commitment,0.9924161715824338
4176,community education,E,E,neutral,Commitment,0.12391814148217506
4177,issuance of Sustainable Finance Framework and Transition Finance Framework,E,E,positive,Action,0.9473069426718802
4178,Stakeholder Engagement,S,E,Neutral,Commitment,0.20006799141606535
4179,financial inclusion,S,E,positive,Action,0.7631644072455691
4180,Strategi Bisnis,S,G,positive,Commitment,0.13473227491965345
4181,Labor Rights,E,E,positive,Outcome,0.7409069467844716
4182,"Life Cycle Assessment, life cycle assessment",E,G,positive,Commitment,0.839021251139338
4183,equal rights to economic resources,G,S,positive,"Action, Policy",0.9457301985390697
4184,partners up with other organizations and institutions that have the same goals,E,E,positive,Action,0.4640009702536835
4185,Renewable Energy,E,S,negative,Action,0.40883415489201247
4186,Sustainable Development Goals,G,S,positive,Action,0.31916945999421964
4187,Occupational Health and Safety Commitment,E,G,positive,Commitment,0.6735368849812586
4188,Community engagement and social welfare,E,G,neutral,Commitment,0.04078813513214363
4189,Biodiversity Protection,E,E,neutral,Commitment,0.2878647633476613
4190,Safety Training,E,S,positive,Commitment,0.3604632503672982
4191,company mission,S,S,positive,Commitment,0.7065536710958572
4192,Disclosure approach,E,E,neutral,Commitment,0.17278449831096665
4193,Food Affordability,E,G,positive,Outcome,0.4880761499570738
4194,ESG integration,E,S,positive,Commitment,0.17257933041272766
4195,Reforestation,S,E,positive,Commitment,0.7381143181520048
4196,"Produk Aman dan Bernutrisi, produk aman dan bernutrisi",G,E,positive,Action,0.13600319971683916
4197,climate risk scenario analysis,G,E,positive,Outcome,0.3394283650041685
4198,Sustainable Finance Implementation,S,G,positive,Action,0.28624038742664326
4199,workplace safety severity,E,E,positive,"Action, Commitment",0.7507055966101218
4200,Indeks IDX LQ45 Low Carbon Leaders,E,E,positive,Action,0.10631117637937793
4201,Integrated Sustainability Management,S,E,"Positive, positive",Action,0.49743450144215484
4202,Water Management,S,E,positive,Action,0.048679815544609095
4203,Climate Change Response,G,G,"Positive, positive",Outcome,0.2512687121181961
4204,Employee Development,G,G,positive,Outcome,0.9538163351411765
4205,Board Oversight,E,E,"Positif, positive",Action,0.9218886315705852
4206,Business achievement,G,E,positive,Outcome,0.5981434676362833
4207,Employee Training,S,S,positive,Outcome,0.25775300191503303
4208,global economic growth,E,E,positive,Outcome,0.8564758743783031
4209,reporting standards,E,E,neutral,Outcome,0.4553862138751451
4210,,E,E,positive,"Outcome, action",0.8349449458868418
4211,"Economic Impact, Economic Impact - Local, economic impact",G,Governance,positive,Outcome,0.12266376333599771
4212,Sustainability,G,S,positive,Action,0.3859781246189218
4213,"Product Quality and Safety, product quality and safety",E,S,positive,Commitment,0.734962235854313
4214,business continuity management,E,S,positive,Outcome,0.30768498119839505
4215,Community & Environmental Responsibility,S,G,positive,Action,0.34882490719661974
4216,Biodiversity Protection,G,E,positive,Commitment,0.0989703594859952
4217,emissions reporting scope,G,E,positive,Commitment,0.669230164220086
4218,Employee Development,S,E,positive,Action,0.6899793055099601
4219,Human Capital,E,E,positive,"None, Outcome",0.34450842114674196
4220,Investment in training and education,S,S,positive,Action,0.22567975155225772
4221,Employee Engagement,E,G,Netral,Commitment,0.26505668853357867
4222,Sustainability Reporting,E,S,positive,Outcome,0.23560919724582785
4223,Plastic reduction,E,G,positive,Performance,0.7542998396340904
4224,Local Employment,E,G,positive,Commitment,0.5129320714644752
4225,local supplier development,S,E,positive,Commitment,0.45223471977122476
4226,Sustainability resilience,E,E,positive,Commitment,0.4902427432574732
4227,Sustainability Framework,S,ESG,positive,Commitment,0.7879823789203284
4228,"Science-based improvements, science-based improvements",E,E,positive,Action,0.9994571941792904
4229,ESG Program Implementation,S,E,Positive,Action,0.46844668554515
4230,Environmental sustainability initiatives,"G, S",S,neutral,Action,0.7670907213638584
4231,greenhouse gas emissions reduction,E,E,positive,Action,0.30243465737715314
4232,Employee Development,G,S,negative,Policy,0.5666346420471016
4233,Sustainable business growth,E,G,positive,"Action, Commitment",0.7865981861453105
4234,Employee Diversity,G,E,neutral,Action,0.4758182440092231
4235,investment in technology,E,G,positive,Outcome,0.08059732603711689
4236,Service Quality,G,S,positive,Commitment,0.6923226995437262
4237,Regulatory Compliance,G,E,positive,Outcome,0.403026551734753
4238,environmental partnership,E,G,Positive,Outcome,0.34780222087753543
4239,Respect for Others and Good Environment,E,G,positive,Outcome,0.3112489585552859
4240,Brand and customer experience development,G,S,positive,Action,0.6745606311436894
4241,Employee engagement in SDG activities,S,G,positive,Action,0.5224803896678186
4242,Sustainability Commitment,S,E,positive,Action,0.5848254078753993
4243,"Mutual Prosperity, mutual prosperity",S,E,positive,Commitment,0.053347226340670795
4244,Workforce development for a sustainable future,S,E,positive,Commitment,0.19920986016829978
4245,corporate ethics and values,E,S,positive,Action,0.5066023108141888
4246,Pendapatan Bersih,E,E,positive,Outcome,0.31586554648220466
4247,Plastic Reduction,E,G,positive,Outcome,0.4805172895889045
4248,Corporate Vision for Energy Transformation,G,G,neutral,Commitment,0.26570789204878775
4249,Sustainability Recognition,S,E,positive,Outcome,0.965865957684038
4250,employee training participation,E,E,neutral,Commitment,0.02844526944299053
4251,sustainability report,E,S,positive,Commitment,0.7441027691273433
4252,Plastic Reduction,E,E,positive,Action,0.047048148328215356
4253,Sustainability Commitment,G,S,positive,Action,0.26365925888179376
4254,Shareholder Rights,E,S,positive,Commitment,0.9865671171201311
4255,product innovation,E,E,neutral,Commitment,0.8192633088919565
4256,ESG policy integration,E,E,positive,Outcome,0.6065976671604233
4257,Shareholder Rights,G,E,positive,Factual,0.43403002023824266
4258,long-term sustainability goals,S,S,positive,Outcome,0.18622670083190584
4259,"Contribution to Sustainable Development Goals, contribution to sustainable development goals",S,E,positive,Outcome,0.6916848744861884
4260,gross margin improvement,E,S,positive,Commitment,0.21035741305410438
4261,Komitmen Berkelanjutan,E,S,positive,Action,0.9137960213616892
4262,Green Buildings,"E, S",S,positive,Action,0.030332027146887763
4263,Community Development,E,E,Neutral,Commitment,0.9916290525505895
4264,Environmental Management System,E,E,positive,Outcome,0.8601173575170926
4265,Workplace Collaboration,E,E,positive,Commitment,0.978624291433797
4266,Corporate Reputation,E,S,positive,Action,0.940838305999789
4267,Corporate Governance,S,E,positive,Action,0.19023124694265803
4268,Collaboration for low-carbon electricity and carbon offset purchase,E,G,positive,Action,0.07587133599375362
4269,automation and digitalization in production,G,E,positive,Commitment,0.8023184612561324
4270,water management,E,E,neutral,Outcome,0.8405416928520623
4271,Plastic reduction,E,S,positive,Outcome,0.1981154554556066
4272,GHG Emissions Reporting,S,E,"neutral, positive",Commitment,0.23710213025255822
4273,Community Empowerment,G,E,positive,Commitment,0.24970749907708056
4274,Net-Zero Carbon Commitment,E,G,Positive,Outcome,0.10127954543082462
4275,Environmental Management,S,E,positive,Commitment,0.22718796663886187
4276,environmental conservation through digitalization,E,E,positive,Commitment,0.880710040126013
4277,global operations,E,S,positive,Commitment,0.8935867490932622
4278,dampak pandemi,S,G,positive,"Action, Commitment",0.19894860864051045
4279,Resilience and risk mitigation,E,E,positive,Commitment,0.949523290978237
4280,Environmental Management,S,G,neutral,Outcome,0.06922191770443509
4281,Environmental Data Management,G,E,positive,Commitment,0.25095373049198166
4282,Ketersediaan pedoman TJSL,E,S,positive,Commitment,0.9940746177532546
4283,Pengembangan platform digital untuk mengatasi perubahan iklim,ESG,S,positive,Commitment,0.6878271993581875
4284,CSR Commitment,G,G,positive,Commitment,0.15978555330295308
4285,emissions reduction,S,S,positive,Commitment,0.4591189584844759
4286,Awards,E,S,Positive,Action,0.7812582709970637
4287,Digital Transformation,G,E,positive,Action,0.9176866086833335
4288,Corporate Core Values - Respect,S,E,positive,Action,0.39050297088718433
4289,keberadaan yayasan CSR,G,G,positive,Commitment,0.9575560624436422
4290,Sustainability Vision,E,G,positive,Improvement,0.10571074019121507
4291,service reliability,ESG,E,positive,Commitment,0.6177606231394703
4292,SDG and GRI Standards Linkage,E,E,POSITIVE,Commitment,0.09668165970496079
4293,Reforestation projects in India,E,S,positive,Outcome,0.6279735519320555
4294,kesetaraan gender,E,E,"Positive, positive",Commitment,0.7703129897840298
4295,Occupational Safety,S,E,positive,Commitment,0.466320311977531
4296,science-based improvements,G,S,POSITIVE,"Action, Commitment",0.19311953494356526
4297,IoT Expansion,G,S,neutral,Commitment,0.5666971145184445
4298,Climate Change Mitigation,E,E,positive,Commitment,0.9089736717242216
4299,Product Controversy,E,G,positive,Commitment,0.7599337817587299
4300,Operational Excellence,S,G,positive,Commitment,0.05530738266985358
4301,Support for sustainability issues,G,S,positive,Action,0.5141897811734528
4302,Reporting Standards,S,G,neutral,Action,0.39905680148469225
4303,sustainable mining practices,E,S,neutral,Commitment,0.057505275010232726
4304,Green Bonds,G,G,positive,Action,0.5350793423522504
4305,Life Cycle Assessment (LCA),G,E,positive,Commitment,0.34293929330409423
4306,Food Security,E,S,positive,Commitment,0.1641128518539321
4307,EBITDA,E,G,positive,Commitment,0.8263462288094069
4308,Keberlanjutan,S,E,positive,Commitment,0.450239604820623
4309,Corporate Social Responsibility (CSR) program,G,S,positive,"Action, Outcome",0.3070350263802839
4310,inflation control,G,G,positive,Outcome,0.8174797503041651
4311,stakeholder welfare commitment,G,E,positive,Commitment,0.8132277430880427
4312,Excellence in operations,E,S,positive,Action,0.9720932187198946
4313,Waste Recycling and Reuse,E,E,positive,Action,0.6449237268465824
4314,Pembiayaan berbasis kinerja keberlanjutan (SLL),E,G,positive,Commitment,0.8223859414526241
4315,Plant-based Options,"E, G",S,Positive,Commitment,0.002008748321107534
4316,whistleblowing system,G,S,positive,"Acknowledgement, Commitment",0.11682126277721938
4317,Climate Action Plan,E,S,positive,"Action, Commitment, Risk",0.4449206883112278
4318,lifecycle emissions,G,S,"Positive, positive",Outcome,0.36281743629829366
4319,sustainability reporting,S,E,positive,Commitment,0.7591059188856518
4320,Contribution to societal prosperity,S,S,positive,Disclosure,0.6756898969147833
4321,Renewable energy usage,"E, E/S/G, G",E,positive,Outcome,0.7002269891050461
4322,Sustainability Reporting Accuracy,G,S,positive,Action,0.7930984343142236
4323,Sustainability Program Development,E,E,positive,Commitment,0.8978186333748996
4324,Community Development and Empowerment,G,E,positive,Action,0.16596077188685543
4325,Human Capital Management,G,E,positive,Commitment,0.5139885165609729
4326,Resource Efficiency,G,E,positive,Strategy,0.354888933814114
4327,Expansion of IoT sector (future-oriented initiative),E,E,positive,Commitment,0.8993711900328344
4328,Climate Action,E,G,positive,Comparative,0.6958333817341176
4329,Mission Alignment,S,S,neutral,Action,0.3346052381357735
4330,emission intensity measurement,G,S,positive,Outcome,0.5358278489885543
4331,Infrastructure Investment,E,E,positive,Action,0.8524397954384682
4332,Praktik Keberlanjutan,G,S,positive,Strategy,0.9939871855898146
4333,Community Education,S,G,positive,Outcome,0.33814448317390744
4334,Affordable Nutrition,G,E,positive,Commitment,0.07631970804618882
4335,"ESG Integration, ESG integration",E,ESG,positive,Action,0.7964260506690233
4336,healthy organization,E,G,positive,Commitment,0.6147784688174419
4337,Fair compensation,ESG,E,positive,Commitment,0.477925566776253
4338,Overall Sustainability Definition,ESG,E,"Positive, positive",Commitment,0.19415194644231304
4339,"Domestic Demand, Domestic demand, domestic demand",E,E,Positive,Commitment,0.7785703408192609
4340,Renewable energy goal,G,E,positive,Outcome,0.6581907743443838
4341,Waste Management (3R Principles),"E, G",S,neutral,Outcome,0.6633611316144187
4342,Launch of Green Bonds,E,S,Positive,Outcome,0.04019790900221876
4343,water conservation initiatives,E,E,positive,Commitment,0.0702193748808656
4344,sustainability-linked bond,G,S,positive,Outcome,0.12666208395475054
4345,supply chain challenges,E,G,positive,Commitment,0.1258348984519707
4346,partnership with smallholder farmers,S,G,positive,Outcome,0.5312051534871188
4347,Independensi dan keseimbangan dalam pemberitaan,E,G,positive,Commitment,0.3439399866617523
4348,Economic Contribution,E,G,neutral,Action,0.6478175074891966
4349,Kolaborasi dengan Jaringan Periksa Fakta Internasional,E,E,positive,Action,0.6451704758222176
4350,emisi pembiayaan dan investasi,E,S,positive,Outcome,0.49370325175662444
4351,Other,S,E,positive,"Action, Commitment",0.9704091234198221
4352,Emissions,E,S,positive,Action,0.10734276200624027
4353,Low‑carbon technologies and circular economy,E,E,positive,Commitment,0.9330275842749903
4354,decent work,S,E,positive,Outcome,0.8566780404280617
4355,Workforce Diversity and Inclusion,G,G,positive,Outcome,0.6236732364803992
4356,climate change business continuity planning,E,G,Positive,Action,0.3106983373630048
4357,Sustainability Practices,E,S,neutral,Action,0.25078220350169744
4358,Dukungan pada Tujuan Pembangunan Berkelanjutan,G,E,Positive,Commitment,0.9015787018273614
4359,Environmental Management,S,G,positive,Commitment,0.061950957457005074
4360,Integrated ESG Management,E,ESG,positive,Action,0.7618036403956651
4361,Customer Relations,E,E,"POSITIVE, positive",Analytical,0.8115833179842323
4362,Water Access,G,G,POSITIVE,Outcome,0.09406091111103276
4363,Sustainability Governance,S,S,positive,Commitment,0.226811146148849
4364,Environmental and Social Risk Management,"G, None",G,positive,Commitment,0.26155882353473636
4365,contribution to SDG 2,S,S,positive,Action,0.23717223365653617
4366,sustainability-linked financing,G,G,negative,Outcome,0.3936802333194874
4367,Ekosistem bisnis inklusif,E,E,positive,Action,0.16884907965796514
4368,Sustainable Development Integration,S,S,positive,Commitment,0.8590018495315658
4369,equity growth,E,S,positive,Outcome,0.12505746870951961
4370,pekerjaan layak,S,S,positive,Commitment,0.8397788728330501
4371,stakeholder engagement,S,S,positive,"Action, Outcome",0.9289444725055875
4372,"Performance Growth, performance growth",E,E,positive,Risk,0.8418786866185693
4373,technology investment,G,E,neutral,Action,0.7050035820169477
4374,ESG Transition,G,E,positive,Outcome,0.7302397738226203
4375,Strategic Partnership,S,S,positive,Action,0.26649962978669517
4376,Long-term strategic commitment to transformation,S,E,positive,Outcome,0.4448632567894931
4377,total energy consumption,G,S,neutral,Commitment,0.6754232341160802
4378,Business Expansion,"E, G",E,Positive,Risk,0.10892816277980766
4379,Industry challenges,E,E,positive,Outcome,0.2084538152709603
4380,Portofolio energi terbarukan,E,E,neutral,Outcome,0.48859447975744097
4381,Other,E,G,Positif,Outcome,0.8136370837060973
4382,Strengthening customer trust through value‑added services,G,S,positive,Action,0.07138706662993688
4383,Community Engagement,"E, S",S,positive,Commitment,0.42001656284054834
4384,Sustainable Product Scaling,E,E,positive,Outcome,0.7572335723814242
4385,"Sustainable Product Innovation, sustainable product innovation",E,E,positive,Commitment,0.47849675279145154
4386,PROPER Rating of Debtors,E,E,neutral,Action,0.22171897276130537
4387,Distribution process efficiency,S,S,positive,Outcome,0.6408653956238981
4388,Climate Change Risk,S,E,positive,Commitment,0.12236061439398804
4389,Regional connectivity,G,G,"Positive, positive",Action,0.5821096796254918
4390,Economic performance,S,E,Positive,"Action, Commitment",0.7644179945120708
4391,Learning and development,E,G,positive,Goal,0.35101352204667147
4392,Ethical Values,E,E,positive,Aspiration,0.7689279768614602
4393,Risk Management,S,S,positive,Outcome,0.15203601437349112
4394,Sustainability Reporting,E,S,positive,Commitment,0.031306633064682066
4395,"workforce development, workforce readiness",S,S,neutral,Action,0.5561371071162293
4396,Sustainability reporting,S,S,positive,Commitment,0.7653374424246387
4397,Kesehatan Ternak,G,S,positive,Commitment,0.2527795961487289
4398,"Sustainability Principle, Sustainability principle",E,S,"Positive, positive",Commitment,0.052684218416389594
4399,Independent Assurance,S,E,Neutral,Outcome,0.15018278404957108
4400,Kinerja Berkelanjutan,E,E,positive,Outcome,0.314544382120738
4401,ESG Focus Areas,E,G,positive,Commitment,0.9939340999241663
4402,social responsibility integration,S,G,positive,Commitment,0.6579136858356989
4403,Visi dan misi keberlanjutan,E,S,positive,Outcome,0.07620469567565913
4404,Stakeholder Engagement,"E, G",E,positive,Action,0.9476755479927043
4405,Corporate Social Responsibility,"E, Economic",G,positive,Policy,0.527698079433955
4406,Fact-Checking Partnership,E,E,positive,Commitment,0.6695930848351246
4407,"develops strategies, initiatives and KPIs that are in line with SDGs which will then be reported periodically",E,E,positive,Outcome,0.7224517604537664
4408,Adaptasi terhadap teknologi informasi dan komunikasi,E,E,Positive,Outcome,0.0267124975467683
4409,Product innovation for mining sector,G,G,positive,Action,0.30042182537507334
4410,"Produk Aman, Terjangkau, dan Bernutrisi",G,S,positive,Action,0.8232127628149705
4411,corporate governance practice,E,S,positive,Commitment,0.9437288090379995
4412,Dampak digitalisasi pada pelestarian lingkungan,E,E,"Positive, positive",Outcome,0.7156868376886324
4413,sustainability champions,S,G,positive,Commitment,0.8480717826568155
4414,Sustainable Culture,E,S,positive,Outcome,0.32646276669160923
4415,"Employee Compensation, Employee compensation, employee compensation",G,E,neutral,Outcome,0.9701168618422957
4416,Workplace Safety,G,S,positive,Outcome,0.4015882442771247
4417,Environmental commitments in the supply chain,E,S,positive,Commitment,0.5962877288042608
4418,"Contribution to Sustainable Development Goals, contribution to sustainable development goals",E,E,Positive,Outcome,0.1206361192736245
4419,"Economic contribution, economic contribution",E,G,positive,Action,0.4767840810219174
4420,technology investment,G,G,positive,Commitment,0.02610636717768322
4421,Community Development,S,S,positive,Commitment,0.8601559187945979
4422,"Ecosystem Protection, ecosystem protection",G,G,positive,Outcome,0.39920718913350584
4423,executive compensation alignment,S,G,positive,Strategy,0.1844547340383519
4424,Product Quality,E,G,positive,Action,0.020020293259317534
4425,Decarbonization Roadmap,S,E,positive,Outcome,0.2903154424043566
4426,Renewable Energy Adoption,G,E,positive,Commitment,0.9198936264382416
4427,Sustainable growth and stakeholder value creation,S,E,neutral,Action,0.5748941642683585
4428,credit rating of global bonds,E,E,positive,Outcome,0.20954456448147185
4429,stakeholder engagement,E,E,positive,Commitment,0.20582673651221384
4430,"None, Reporting",E,E,positive,Outcome,0.04746286288487911
4431,Health and Well-being,S,S,positive,Commitment,0.12854619423432645
4432,Employee count,G,G,positive,Challenge,0.04984869269348213
4433,harmonious work environment,E,E,positive,Commitment,0.7660882495066339
4434,Community Development Program,G,E,positive,Outcome,0.012753214319825457
4435,alignment with sustainability pillars,S,S,positive,Outcome,0.630874425724846
4436,Corporate Social Responsibility Investment,S,S,positive,Commitment,0.8954679269361652
4437,societal impact,S,E,positive,Action,0.6006874090326785
4438,ISSB alignment,E,G,positive,Outcome,0.1939971144247815
4439,Governance Responsibility,G,G,positive,Action,0.08386735281236035
4440,Employee Development,S,E,positive,Action,0.9551670521021699
4441,Environmental Awareness,S,E,positive,Action,0.58644680030656
4442,Stasiun Pengisian Mobil Listrik,G,S,positive,Commitment,0.6637749862484157
4443,Accessibility,E,E,Positive,Outcome,0.9307265940729469
4444,Diversity and Inclusion,S,G,positive,Outcome,0.8652501642632698
4445,sustainability integration,S,G,Positive,Outcome,0.7736141276138825
