record_id,company,prompt,model,text,tone_pred,has_climate_commitment,has_environmental_claims,has_climate_d,labels,agreement_commitment
r048_010,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"Merujuk Undang-Undang No. 31 Tahun 1999 jo. Undang-Undang No. 20 Tahun 2001 tentang Pemberantasan Tindak Pidana Korupsi, pengertian korupsi mencakup perbuatan melawan hukum, memperkaya diri orang/badan lain yang merugikan keuangan/perekonomian negara (pasal 2); menyalahgunakan kewenangan karena jabatan/kedudukan yang dapat merugikan keuangan/kedudukan yang dapat merugikan keuangan/perekonomian negara (pasal 3); kelompok delik penyuapan (pasal 5,6, dan 11); kelompok delik penggelapan dalam jabatan (pasal 8, 9, dan 10); delik pemerasan dalam jabatan (pasal 12); delik yang berkaitan dengan pemborongan (pasal 7); hingga delik gratifikasi (pasal 12B dan 12C).",none,False,False,False,governance|none,True
r048_011,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"Ketegasan terhadap antikorupsi diimplementasikan Perusahaan antara lain dengan tidak memberi dan menerima hadiah serta gratifikasi yang diperkirakan akan memengaruhi independensi dalam proses pengambilan keputusan, serta bertentangan dengan etika bisnis yang sehat dan/atau bertentangan dengan hukum yang berlaku.",action,False,False,False,governance|none,True
r048_012,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,Komitmen antikorupsi tersebut dikukuhkan dengan beberapa kebijakan di PTBA di antaranya Keputusan Bersama Dewan Komisaris dan Direksi PTBA Nomor:10/SK/PTBA-DEKOM/IX/2020 dan Nomor:400/0100/2020 tentang Penerapan Prinsip dan Praktik Good Corporate Governance Untuk Kebijakan Anti Gratifikasi di PT Bukit Asam Tbk dan Pedoman Pengendalian Gratifikasi BAAGM:03 Nomor Revisi 1 tahun 2024.,action,False,False,False,governance|none,True
r048_013,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"Selaras dengan itu, sejak tahun 2020, PTBA telah mengadopsi sertifikasi Sistem Manajemen Anti Penyuapan (SMAP) ISO 37001:2016.",action,False,False,False,governance|none,True
r048_014,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"Lebih lanjut, untuk memperkecil, bahkan menutup peluang terjadinya korupsi, PTBA telah melakukan pemetaan dan pengkajian risiko dalam mata rantai dan operasional usaha yang berpotensi besar terjadi korupsi.",action,False,False,False,governance|none,True
r048_015,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"Berdasarkan pemetaan tersebut, diidentifikasi 82% dari operasi memiliki risiko terkait korupsi.",outcome,False,False,False,governance|none|metrics,True
r048_016,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"Untuk mencegah terjadinya korupsi di bagian tersebut, Perseroan telah melakukan mitigasi berupa penerapan prinsip dan",action,False,False,False,governance|none,True
r049_000,AR SR GTRA 2024,tone_zero_shot_english.md,arcee-ai/trinity-large-preview:free,"Global dynamics in 2024 remained complex and uncertain, driven by rising geopolitical tensions and disruptions in commodity supply chains.",none,False,False,True,climate-d|climate-sentiment|climate-s,True
r049_001,AR SR GTRA 2024,tone_zero_shot_english.md,arcee-ai/trinity-large-preview:free,"Conflicts in Eastern Europe and the Middle East triggered supply chain instability and price surges across key commodities, prompting central banks around the world to raise benchmark interest rates in an effort to control inflation.",none,False,False,True,climate-d|climate-sentiment|climate-s,True
r049_002,AR SR GTRA 2024,tone_zero_shot_english.md,arcee-ai/trinity-large-preview:free,"Indonesia, however, demonstrated consistent economic resilience, posting 5.03% GDP growth in 2024.",outcome,False,False,True,climate-d|climate-sentiment|climate-s,True
r049_003,AR SR GTRA 2024,tone_zero_shot_english.md,arcee-ai/trinity-large-preview:free,"Within this environment, the transport and warehousing sector stood out with 8.69% growth, driven by increased activity in manufacturing and trade.",outcome,False,False,True,climate-d|climate-sentiment|climate-s,True
r049_004,AR SR GTRA 2024,tone_zero_shot_english.md,arcee-ai/trinity-large-preview:free,"Against this backdrop, Grahatrans pursued a clear and deliberate strategy: Achieving Growth Through Improvement.",commitment,True,False,True,climate-commitment|climate-d,True
r049_005,AR SR GTRA 2024,tone_zero_shot_english.md,arcee-ai/trinity-large-preview:free,The Company proactively responded to global and domestic uncertainties by diversifying its client base and focusing on sectors less reliant on import-export activities.,action,True,False,True,climate-commitment|climate-d,False
r049_006,AR SR GTRA 2024,tone_zero_shot_english.md,arcee-ai/trinity-large-preview:free,"This strategic shift not only strengthened Grahatrans's operational resilience, but also allowed it to align with broader national growth trends.",outcome,False,False,True,climate-d|climate-sentiment|climate-s,True
r049_007,AR SR GTRA 2024,tone_zero_shot_english.md,arcee-ai/trinity-large-preview:free,"By enhancing internal capabilities and improving service efficiencies, Grahatrans is better positioned to meet rising demand, manage external risks, and build a foundation for sustainable expansion in the years ahead.",commitment,True,False,True,climate-commitment|climate-d,True
r049_008,AR SR GTRA 2024,tone_zero_shot_english.md,arcee-ai/trinity-large-preview:free,"In the case of sale and leaseback results in a finance lease, this is to be treated as two separate transactions, i.e. sale and lease.",none,False,False,False,governance,True
r049_009,AR SR GTRA 2024,tone_zero_shot_english.md,arcee-ai/trinity-large-preview:free,"Provisions are recognized when the Group has a present obligation (legal or constructive) where, as a result of a past event, it is probable that an outflow of resources embodying economic benefits will be required to settle the obligation and a reliable estimate can be made of the amount of the obligation.",none,False,False,False,governance,True
r049_010,AR SR GTRA 2024,tone_zero_shot_english.md,arcee-ai/trinity-large-preview:free,Provisions are reviewed at each end of reporting period and adjusted to reflect the current best estimate.,none,False,False,False,governance,True
r049_011,AR SR GTRA 2024,tone_zero_shot_english.md,arcee-ai/trinity-large-preview:free,"If it is no longer probable that an outflow of resources embodying economic benefits will be required to settle the obligation, the provision is reversed.",none,False,False,False,governance,True
r049_012,AR SR GTRA 2024,tone_zero_shot_english.md,arcee-ai/trinity-large-preview:free,"The Group disclose information that enable users of the financial statements to evaluate the nature and financial effects of the business activities and use ""management approach"" under which segment information is presented on the same basis as that used for internal reporting purposes.",none,False,False,False,governance,True
r049_013,AR SR GTRA 2024,tone_zero_shot_english.md,arcee-ai/trinity-large-preview:free,Operating segment is reported in a manner consistent with the internal reporting provided to the chief operating decision-maker.,none,False,False,False,governance,True
r049_014,AR SR GTRA 2024,tone_zero_shot_english.md,arcee-ai/trinity-large-preview:free,The chief operating decision-maker has been identified as the Board of Directors that makes strategic decisions.,none,False,False,False,governance,True
r049_015,AR SR GTRA 2024,tone_zero_shot_english.md,arcee-ai/trinity-large-preview:free,"The preparation of consolidated financial statements, in conformity with Indonesian Financial Accounting Standards, requires management to make estimations and judgments that affect amounts reported therein.",none,False,False,False,governance,True
r049_016,AR SR GTRA 2024,tone_zero_shot_english.md,arcee-ai/trinity-large-preview:free,"Due to the inherent uncertainty in making estimates, actual results reported in future periods may differ from those estimates.",none,False,False,False,governance,True
r049_017,AR SR GTRA 2024,tone_zero_shot_english.md,arcee-ai/trinity-large-preview:free,The Group based its estimations and judgments on parameters available when the consolidated financial statements were prepared.,none,False,False,False,governance,True
r049_018,AR SR GTRA 2024,tone_zero_shot_english.md,arcee-ai/trinity-large-preview:free,Existing circumstances about future developments may change due to market changes or circumstances arising beyond the control of the Group.,none,False,False,False,governance,True
r049_019,AR SR GTRA 2024,tone_zero_shot_english.md,arcee-ai/trinity-large-preview:free,Such changes are reflected in the judgments as they occur.,none,False,False,False,governance,True
r049_020,AR SR GTRA 2024,tone_zero_shot_english.md,arcee-ai/trinity-large-preview:free,The following estimations and judgments made by management in the process of applying the Group's accounting policies have the most significant effects on the amounts recognized in the consolidated financial statements:,none,False,False,False,governance,True
r049_021,AR SR GTRA 2024,tone_zero_shot_english.md,arcee-ai/trinity-large-preview:free,Determining functional currency,none,False,False,False,governance,True
r049_022,AR SR GTRA 2024,tone_zero_shot_english.md,arcee-ai/trinity-large-preview:free,"The factors considered in determining the functional currency of the Company and Subsidiary include, among others, the currency:",none,False,False,False,governance,True
r049_023,AR SR GTRA 2024,tone_zero_shot_english.md,arcee-ai/trinity-large-preview:free,that mainly influences sales prices for goods and services;,none,False,False,False,governance,True
r049_024,AR SR GTRA 2024,tone_zero_shot_english.md,arcee-ai/trinity-large-preview:free,"that mainly influences labor, material and other costs of providing goods or services; and",none,False,False,False,governance,True
r073_000,icr-sustainability-23-24,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"The ICR has set an ambitious target of achieving net zero across all three scopes by 2040, and achieving an interim reduction of 42% by 2030.",commitment,True,False,False,climate-commitment|netzero-reduction,True
r073_001,icr-sustainability-23-24,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"Thanks to activities such as a new energy management system and research led energy saving behaviours, the ICR's emissions from direct sources (Scope 1) and indirect sources (Scope 2) have decreased by 16% since 2018/19.",outcome,False,False,False,climate-detection|metrics|climate-sentiment,True
r073_002,icr-sustainability-23-24,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"Business travel has seen a further bounce back this year, with increased travel to conferences the ICR has implemented a new policy of no domestic UK flights where a better sustainable alternative is available.",commitment,True,False,False,climate-commitment|strategy,True
r073_003,icr-sustainability-23-24,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"There has been small decrease in waste emissions compared to the baseline year of 2018/29, with fluctuations in waste volumes in the intervening years due to the pandemic and large construction projects.",outcome,False,False,False,climate-detection|metrics,True
r073_004,icr-sustainability-23-24,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,Carbon emissions from purchased goods and services have decreased by 6% compared to the baseline year of 2018/19.,outcome,False,False,False,climate-detection|metrics,True
r073_005,icr-sustainability-23-24,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"The ICR has successfully retained certification to ISO14001, an international standard that sets out the requirements for an environmental management system, since 2013 as part of our integrated management system.",outcome,False,True,False,governance|environmental-claims,True
r073_006,icr-sustainability-23-24,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"The new Concordat for the Environmental Sustainability of Research and Innovation Practice primary aims are to promote environmentally responsible practices in research and innovation, reducing negative environmental impacts and emissions associated with these activities.",commitment,False,True,False,governance|environmental-claims,False
r073_007,icr-sustainability-23-24,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,The ICR is proud to be a signatory to this Concordat.,commitment,False,True,False,governance|environmental-claims,False
r073_008,icr-sustainability-23-24,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,The climate crisis stands as one of today's most fundamental global challenges.,none,False,False,False,climate-detection|risk,True
r073_009,icr-sustainability-23-24,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,The Climate Change Act 2008 mandates that greenhouse gas emissions must reach net zero by 2050.,none,False,False,False,climate-detection|climate-f,True
r073_010,icr-sustainability-23-24,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"In a determined effort to lead by example, the ICR has set an ambitious goal to achieve net zero emissions by 2040, requiring a reduction of emissions by a minimum of 90% by that deadline.",commitment,True,False,False,climate-commitment|netzero-reduction,True
r073_011,icr-sustainability-23-24,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"We have established an interim target based on the methodology from the Science Based Targets Initiative, aiming for a 42% reduction in our carbon footprint across scopes 1, 2, and 3 by 2029/30.",commitment,True,False,False,climate-commitment|netzero-reduction,True
r073_012,icr-sustainability-23-24,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"Water consumption has continued to reduce since the opening of our new research building in 2020/21, the Centre for Cancer Drug Discovery (CCDD) when water consumption peaked.",outcome,False,False,False,climate-detection|metrics,True
r073_013,icr-sustainability-23-24,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"In 2023/24 our water consumption dropped by 2.5% against our baseline water consumption in 2019/20, and this is a drop of 26.5% against our peak consumption in 2020/21.",outcome,False,False,False,climate-detection|metrics,True
r073_014,icr-sustainability-23-24,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"The ICR's new Energy Management System also monitors water usage across all ICR buildings and provides alerts if the anticipated consumption changes, allowing our Building and Maintenance team to identify and investigate leaks and increased usage.",action,False,False,False,strategy|metrics,True
r073_015,icr-sustainability-23-24,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,The carbon emissions from commuter travel for 2024 were calculated to be 568 tonnes of CO₂e. This has increased from the previous report of 539.,outcome,False,False,False,climate-detection|metrics,True
r073_016,icr-sustainability-23-24,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,The majority of personnel use Petrol vehicles and the take up of electric vehicles using the site EV points is only 46 cars.,outcome,False,False,False,climate-detection|metrics,True
r073_017,icr-sustainability-23-24,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,ICR recently launched a new electric vehicle scheme in partnership with Octopus EV to provide salary sacrifice EV options to staff.,commitment,True,False,False,climate-commitment|strategy,True
r079_000,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_few_shot_indonesian.md,arcee-ai/trinity-large-preview:free,PTBA berkomitmen mendukung target Pemerintah mencapai nol emisi.,commitment,True,False,False,climate-commitment|netzero-reduction,True
r079_001,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_few_shot_indonesian.md,arcee-ai/trinity-large-preview:free,"PTBA juga berkomitmen untuk menjalankan bisnis berkelanjutan dengan menerapkan keselarasan antara aspek Environmental, Social, and Governance (ESG).",commitment,True,False,False,climate-commitment|governance,True
r079_002,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_few_shot_indonesian.md,arcee-ai/trinity-large-preview:free,"Langkah nyata yang diambil antara lain menerapkan eco, mechanized mining yaitu mengganti peralatan pertambangan yang menggunakan bahan bakar fosil menjadi elektrik, e-mining reporting system yaitu, system pelaporan produksi secara real time dan daring dan berbagai program manajemen karbon di area operasional penambangan.",action,False,True,False,action|environmental-claims,True
r079_003,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_few_shot_indonesian.md,arcee-ai/trinity-large-preview:free,"Perseroan juga menciptakan sinergi dan kerja sama dengan berbagai mitra strategis dalam mewujudkan energi bersih seperti pengembangan PLTS, PLTB, tanaman Kaliandra untuk mengurangi emisi karbon dan menjadi simpanan biomassa untuk diolah menjadi wood pellet sebagai bahan campuran co-firing di PLTU serta Carbon Capture, Utilization (CCU) atau penangkapan karbon dioksida dan dikonversi menjadi methanol.",action,False,True,False,action|environmental-claims,True
r079_004,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_few_shot_indonesian.md,arcee-ai/trinity-large-preview:free,PTBA berkomitmen mendukung target Pemerintah mencapai Emisi Nol Bersih atau Net Zero Emission pada 2060.,commitment,True,False,False,climate-commitment|netzero-reduction,True
r079_005,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_few_shot_indonesian.md,arcee-ai/trinity-large-preview:free,"Dengan visi menjadi perusahaan energi kelas dunia, PTBA telah memiliki roadmap manajemen karbon hingga 2050, baik bersifat pengurangan emisi (reducing emission sources/ maupun peningkatan penyerapan emisi (increase carbon sinks).",commitment,True,False,False,climate-commitment|strategy,True
r079_006,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_few_shot_indonesian.md,arcee-ai/trinity-large-preview:free,"Berdasarkan manajemen karbon hingga 2050, terdapat 3 (tiga) pendekatan yang dilakukan PTBA, yaitu dekarbonisasi operasi, reklamasi, dan studi CCU (carbon capture, utilization, and utilization).",commitment,True,False,False,climate-commitment|strategy,True
r079_007,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_few_shot_indonesian.md,arcee-ai/trinity-large-preview:free,Upaya lain yang dilakukan PTBA untuk mengukuhkan sikap antikorupsi adalah secara berkesinambungan melakukan sosialisasi kebijakan dan prosedur antikorupsi di lingkungan Perusahaan.,action,False,False,False,governance,True
r079_008,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_few_shot_indonesian.md,arcee-ai/trinity-large-preview:free,"Merujuk sosialisasi yang sudah terselenggara, per 31 Desember 2024, anggota Dewan Komisaris dan Direksi yang telah mendapatkan sosialisasi dan prosedur antikorupsi tercatat sebanyak 11 orang, atau 100% dari total Dewan Komisaris dan Direksi.",outcome,False,False,False,metrics|governance,True
r079_009,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_few_shot_indonesian.md,arcee-ai/trinity-large-preview:free,Adapun karyawan yang telah mendapatkan sosialisasi kebijakan dan prosedur antikorupsi sebanyak 1.679 orang atau 100% dari total karyawan.,outcome,False,False,False,metrics|governance,True
r079_010,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_few_shot_indonesian.md,arcee-ai/trinity-large-preview:free,Sedangkan mitra atau vendor yang telah mendapatkan sosialisasi kebijakan dan prosedur antikorupsi adalah seluruh vendor ditandai dengan penandatanganan pakta integritas.,outcome,False,False,False,governance,True
r079_011,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_few_shot_indonesian.md,arcee-ai/trinity-large-preview:free,"Selain sosialisasi kebijakan dan prosedur antikorupsi, PTBA juga memberi kesempatan kepada Dewan Komisaris, Direksi dan karyawan untuk mengikuti pelatihan tentang antikorupsi.",action,False,False,False,governance,True
r079_012,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_few_shot_indonesian.md,arcee-ai/trinity-large-preview:free,"Hingga akhir tahun 2024, jumlah anggota Dewan Komisaris dan Direksi yang telah mengikuti pelatihan antikorupsi tercatat sebanyak 11 orang, atau 100% dari total Dewan Komisaris dan Direksi.",outcome,False,False,False,metrics|governance,True
r079_013,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,tone_few_shot_indonesian.md,arcee-ai/trinity-large-preview:free,Sedangkan karyawan yang telah mengikuti pelatihan antikorupsi sebanyak 372 orang atau 22% dari total karyawan.,outcome,False,False,False,metrics|governance,True
r080_000,vktr_ar_sr_2024,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"Throughout 2024, VKTR reinforced its strategic role in shaping a new landscape for sustainable transportation in Indonesia. No longer merely a pioneer, VKTR has emerged as a principal architect, designing and implementing adaptive and comprehensive green transport solutions. Through the development of commercial electric vehicles across various sectors, from trucks and buses to logistics and urban transport solutions, VKTR is introducing a new model of mobility that emphasizes both efficiency and a low-emission future.",outcome,True,False,True,climate-d|climate-commitment|strategy|opportunity,False
r080_001,vktr_ar_sr_2024,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"The successful completion of VKTR's commercial electric vehicle assembly facility in Magelang marked a milestone in advancing national green industrialization. By prioritizing local standards and empowering domestic supply chains, VKTR has broadened the scope of its transformative impact, from technological advancement to the creation of economic and social value.",outcome,True,False,True,climate-d|climate-commitment|strategy|opportunity,False
r080_002,vktr_ar_sr_2024,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,This commitment is further reinforced through the development of diverse prototypes and cross-industry collaborations that accelerate adoption and enable vehicle customization tailored to the needs of strategic sectors.,commitment,True,False,True,climate-d|climate-commitment|strategy|opportunity,True
r080_003,vktr_ar_sr_2024,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"VKTR continues to serve a vital role in the national effort toward a low-carbon transportation future. This journey goes beyond delivering products, it is about building a system, an ecosystem that responds to the demands of the times with technology, environmental responsibility, and a collective determination to shape a greener and more resilient Indonesia.",commitment,True,False,True,climate-d|climate-commitment|strategy|opportunity,True
r080_004,vktr_ar_sr_2024,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"On August 2022, the Company and PMC entered into a Confidentiality Agreement to analyse the data provided by the other party as deemed necessary in connection with the implementation of the project of retrofit/repowering chasis of fuel motorized buses to battery-based electric motorized bus (the ""Project"").",commitment,True,False,True,climate-d|climate-commitment|strategy|opportunity,True
r080_005,vktr_ar_sr_2024,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"On February 16, 2023, the Company signed a Cooperation Agreement with GZXT to produce two wheel electric vehicles and the retrofit is carried out under the Joint Operation and conversion of non-electrical vehicles into battery-based electric motor vehicles whose components will be supplied by the Parties.",commitment,True,False,True,climate-d|climate-commitment|strategy|opportunity,True
r080_006,vktr_ar_sr_2024,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"On January 23, 2024, the Company and TIFA entered into a Cooperation Agreement to assist the Company customers who require financing facilities in obtaining goods sold by the Company. This Cooperation Agreement is valid for an indefinite period of time, unless terminated with the consent of the Parties.",none,False,False,False,none,True
r080_007,vktr_ar_sr_2024,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"On January 26, 2024, PT Sarana Ekomobilitas Indonesia (""SEI""), a Subsidiary, and Bank DKI entered into a Non-Disclosure Agreement regarding the plan to provide credit facilities. This agreement will be in effect continuously from the date of delivery or disclosure of Confidential Information relating to the Project, unless terminated with the consent of the Parties.",none,False,False,False,none,True
r080_008,vktr_ar_sr_2024,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"On January 30, 2024, VSI, a Subsidiary, and GEI entered into a Non-Disclosure Agreement regarding business opportunities for project of Preparation of Environmental Impact Assessment (AMDAL) and Administration of Online Single Submission. The term of this agreement is three (3) years after the date of the execution of this Agreement.",commitment,True,False,True,climate-d|climate-commitment|strategy|opportunity,True
r081_000,AR SR GTRA 2024,tone_zero_shot_english.md,arcee-ai/trinity-large-preview:free,"Global dynamics in 2024 remained complex and uncertain, driven by rising geopolitical tensions and disruptions in commodity supply chains. Conflicts in Eastern Europe and the Middle East triggered supply chain instability and price surges across key commodities, prompting central banks around the world to raise benchmark interest rates in an effort to control inflation. Amid these pressures, many developing nations faced a tightening of financial conditions, making cost-efficiency and strategic adaptation essential for business continuity.",outcome,False,False,True,climate-d|climate-sentiment|climate-s,True
r081_001,AR SR GTRA 2024,tone_zero_shot_english.md,arcee-ai/trinity-large-preview:free,"Indonesia, however, demonstrated consistent economic resilience, posting 5.03% GDP growth in 2024. This marked the third consecutive year of growth above 5%, supported by robust domestic consumption and a low inflation rate of 1.57%. With a 2025 national growth target of 5.2%, the government is focused on maintaining economic stability while enhancing industrial productivity.",outcome,False,False,False,metrics,True
r081_002,AR SR GTRA 2024,tone_zero_shot_english.md,arcee-ai/trinity-large-preview:free,"Within this environment, the transport and warehousing sector stood out with 8.69% growth, driven by increased activity in manufacturing and trade. As a result, logistics and transportation services continued to gain relevance as essential pillars of the national economy.",outcome,False,False,False,metrics,True
r081_003,AR SR GTRA 2024,tone_zero_shot_english.md,arcee-ai/trinity-large-preview:free,"Against this backdrop, Grahatrans pursued a clear and deliberate strategy: Achieving Growth Through Improvement. The Company proactively responded to global and domestic uncertainties by diversifying its client base and focusing on sectors less reliant on import-export activities. This strategic shift not only strengthened Grahatrans's operational resilience, but also allowed it to align with broader national growth trends.",commitment,True,False,False,strategy|climate-commitment,True
r081_004,AR SR GTRA 2024,tone_zero_shot_english.md,arcee-ai/trinity-large-preview:free,"By enhancing internal capabilities and improving service efficiencies, Grahatrans is better positioned to meet rising demand, manage external risks, and build a foundation for sustainable expansion in the years ahead.",commitment,True,False,False,strategy|climate-commitment,True
r084_000,BEST-SR_2024,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"As a pioneer among industrial estate developers in Indonesia, BeFa is at the forefront of creating a green and eco-friendly industrial zone. This transformative initiative aims to minimize environmental impact while promoting a sustainable economic model. It includes prioritizing renewable energy sources, implementing waste management systems, and ensuring efficient resource utilization.",commitment,True,True,True,climate-d|climate-commitment|netzero-reduction|environmental-claims,True
r084_001,BEST-SR_2024,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"The Company is dedicated to continuous innovation and excellence within the realm of ESG, striving to create spaces that harmoniously blend industry with ecological sustainability.",commitment,True,True,True,climate-d|climate-commitment|environmental-claims,True
r084_002,BEST-SR_2024,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"In its pursuit of this vision, BeFa is evolving into a Smart Eco-Industrial Park. This initiative focuses on promoting sustainable development through the incorporation of advanced technologies, smart infrastructure, and environmentally friendly practices that benefit both the community and the ecosystem.",commitment,True,True,True,climate-d|climate-commitment|environmental-claims,True
r084_003,BEST-SR_2024,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"BeFa is dedicated to a comprehensive Corporate Social Responsibility (CSR) strategy aimed at creating a balanced synergy between economic performance, social well-being, and environmental sustainability.",commitment,True,True,True,climate-d|climate-commitment|environmental-claims,True
r084_004,BEST-SR_2024,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"As an integral part of BeFa's corporate strategy, CSR initiatives span multiple focus areas, including: Environmental conservation through wastewater treatment and pollution control.",commitment,True,True,True,climate-d|climate-commitment|environmental-claims,True
r084_005,BEST-SR_2024,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,Education and workforce training programs aimed at enhancing skills and employability.,commitment,True,True,True,climate-d|climate-commitment|environmental-claims,True
r084_006,BEST-SR_2024,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,Development and enhancement of public infrastructure to support community growth.,commitment,True,True,True,climate-d|climate-commitment|environmental-claims,True
r084_007,BEST-SR_2024,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,Aid and assistance for communities affected by natural disasters.,commitment,True,True,True,climate-d|climate-commitment|environmental-claims,True
r084_008,BEST-SR_2024,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,Health programs designed to improve public access to essential medical services.,commitment,True,True,True,climate-d|climate-commitment|environmental-claims,True
r084_009,BEST-SR_2024,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"BeFa's approach to Strategic Social Responsibility (SR) is anchored in its commitment to sustainable economic, social, and environmental development.",commitment,True,True,True,climate-d|climate-commitment|environmental-claims,True
r084_010,BEST-SR_2024,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"Guided by the ISO 26000 standards on Social Responsibility and Law No. 40 of 2007 on Limited Liability Companies, BeFa aims to enhance both corporate and societal well-being by fostering long-term positive impacts.",commitment,True,True,True,climate-d|climate-commitment|environmental-claims,True
r084_011,BEST-SR_2024,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,The Company's SR policy is built on two fundamental principles: Ensuring continuous economic growth by integrating responsible and sustainable business practices.,commitment,True,True,True,climate-d|climate-commitment|environmental-claims,True
r084_012,BEST-SR_2024,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"Strengthening community welfare through initiatives focused on environmental preservation, education, health, and spiritual development.",commitment,True,True,True,climate-d|climate-commitment|environmental-claims,True
r084_013,BEST-SR_2024,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"As a company engaged in the management and development of industrial estates, BeFa remains committed to upholding environmental sustainability.",commitment,True,True,True,climate-d|climate-commitment|environmental-claims,True
r084_014,BEST-SR_2024,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,"This is achieved through initiatives such as pollution prevention, responsible resource utilization, and strict adherence to environmental protection measures in all operational activities.",commitment,True,True,True,climate-d|climate-commitment|environmental-claims,True
r084_015,BEST-SR_2024,tone_chain_of_thought_english.md,arcee-ai/trinity-large-preview:free,BeFa prioritizes the well-being of its workforce by implementing a robust Occupational Health and Safety (OHS) framework.,commitment,True,True,True,climate-d|climate-commitment|environmental-claims,True
