review_id,label,tone_pred,sentiment_pred,ontology_path,mapping_method,mapping_confidence,proposed_ontology_path,proposed_t2_label,suggested_rule_tone,suggested_hybrid_tone,suggested_sentiment,review_status,review_notes,text_for_topic
a28_ddba76e6ef76,danamon_2024_pdf/batch_1/rec_85,Unknown,Neutral,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Action,Action,Neutral,needs_review,,"By the end of 2024, 237 employees had participated in this program."
a28_fa23f9d85c1f,danamon_2024_pdf/batch_1/rec_52,Unknown,Neutral,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Unknown,Unknown,Neutral,needs_review,,"Danamon maintains a good and beneficial relationship with all employees, embodied in the Collective Labor Agreement (CLA)."
a28_ef4042e187eb,danamon_2024_pdf/batch_1/rec_54,Unknown,Neutral,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Unknown,Unknown,Neutral,needs_review,,"The CLA is inclusive, applying to all employees at Danamon."
a28_7c4725edbf29,Endava We Care Sustainability Report 2024_pdf/batch_4/rec_3,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Unknown,Unknown,Neutral,needs_review,,Partnership with Climatiq to integrate carbon calculation engine
a28_06a594c03581,Endava We Care Sustainability Report 2024_pdf/batch_4/rec_1,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Commitment,Commitment,Neutral,needs_review,,Science-based emissions reduction targets approved by the Science Based Targets initiative (SBTi)
a28_cd8a20ce3e97,Endava We Care Sustainability Report 2024_pdf/batch_4/rec_1,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Commitment,Commitment,Neutral,needs_review,,Science-based emissions reduction targets approved by the Science Based Targets initiative (SBTi)
a28_28876067371c,Endava We Care Sustainability Report 2024_pdf/batch_4/rec_1,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Commitment,Commitment,Neutral,needs_review,,Science-based emissions reduction targets approved by the Science Based Targets initiative (SBTi)
a28_2c294aef74dc,Endava We Care Sustainability Report 2024_pdf/batch_4/rec_1,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Commitment,Commitment,Neutral,needs_review,,Science-based emissions reduction targets approved by the Science Based Targets initiative (SBTi)
a28_23589f6a3367,Endava We Care Sustainability Report 2024_pdf/batch_4/rec_1,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Commitment,Commitment,Neutral,needs_review,,Science-based emissions reduction targets approved by the Science Based Targets initiative (SBTi)
a28_e7e646478e11,Endava We Care Sustainability Report 2024_pdf/batch_4/rec_3,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Unknown,Unknown,Neutral,needs_review,,Partnership with Climatiq to integrate carbon calculation engine
a28_b2eb18233974,Endava We Care Sustainability Report 2024_pdf/batch_4/rec_3,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Unknown,Unknown,Neutral,needs_review,,Partnership with Climatiq to integrate carbon calculation engine
a28_ea13b02d8107,Endava We Care Sustainability Report 2024_pdf/batch_4/rec_3,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Unknown,Unknown,Neutral,needs_review,,Partnership with Climatiq to integrate carbon calculation engine
a28_cd8a429ae55d,Endava We Care Sustainability Report 2024_pdf/batch_4/rec_3,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Unknown,Unknown,Neutral,needs_review,,Partnership with Climatiq to integrate carbon calculation engine
a28_43bf03071747,Endava We Care Sustainability Report 2024_pdf/batch_4/rec_3,Commitment,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Unknown,Unknown,Neutral,needs_review,,Partnership with Climatiq to integrate carbon calculation engine
a28_ad1078331768,Endava We Care Sustainability Report 2024_pdf/batch_4/rec_5,Unknown,Neutral,Social → Partnership; General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Unknown,Unknown,Neutral,needs_review,,Total GHG emissions reported
a28_e3f829f0b22b,Endava We Care Sustainability Report 2024_pdf/batch_4/rec_5,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Unknown,Unknown,Neutral,needs_review,,Total GHG emissions reported
a28_c06690106d6e,danamon_2024_pdf/batch_1/rec_59,Unknown,Positive,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Action,Action,Positive,needs_review,,Training is one of obligatory yearly KPI to improve their personal skills and abilities.
a28_30c38db024b7,danamon_2024_pdf/batch_1/rec_60,Unknown,Neutral,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Action,Action,Neutral,needs_review,,All training programs are carried out routinely to ensure that employee skills remain relevant to Danamon's needs.
a28_be4dc404a163,danamon_2024_pdf/batch_1/rec_61,Unknown,Neutral,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Action,Action,Neutral,needs_review,,Evaluation of the effectiveness of training programs is measured by determining Key Performance Indicators (KPIs).
a28_08e68b4e5995,danamon_2024_pdf/batch_1/rec_62,Unknown,Neutral,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Action,Action,Neutral,needs_review,,Further description of employee development programs can be found in the section on Training and Competency Development on page 277 of this Report.
a28_2005aaa8ede5,danamon_2024_pdf/batch_1/rec_47,Commitment,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Commitment,Commitment,Positive,needs_review,,"This commitment also involves market needs on sustainability financing, mainly transition financing to a low-carbon economy."
a28_495a8d3d8b9f,danamon_2024_pdf/batch_1/rec_55,Unknown,Neutral,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Unknown,Unknown,Neutral,needs_review,,"Danamon places employee competency development as an important investment, consistent with the Company's strategic focus on people, digital, and branding aspects."
a28_f9f939163021,danamon_2024_pdf/batch_1/rec_56,Unknown,Neutral,Governance → Compliance; General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Action,Action,Neutral,needs_review,,Danamon designs all the training and development programs it runs in accordance with Human Resources Policy.
a28_f870e122a673,danamon_2024_pdf/batch_1/rec_57,Unknown,Positive,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Action,Action,Positive,needs_review,,The Human Capital Directorate adjusts these programs to accommodate the needs of each employee while supporting the improvement of their leadership skills.
a28_63476462e06e,danamon_2024_pdf/batch_1/rec_58,Unknown,Neutral,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Action,Action,Neutral,needs_review,,"The Learning, Engagement, and Corporate University Division is responsible for designing training strategies for employees."
a28_cf40b8aeae14,danamon_2024_pdf/batch_1/rec_12,Unknown,Neutral,Governance → Strategy; General → Misc,pattern,0.72,Governance -> Ethics and Compliance,Ethics and Compliance,Unknown,Unknown,Positive,needs_review,,Sustainability Governance is one of Danamon's sustainability strategy pillars.
a28_9204bc0b738f,danamon_2024_pdf/batch_1/rec_13,Action,Neutral,Governance → Compliance; General → Misc,pattern,0.72,Governance -> Ethics and Compliance,Ethics and Compliance,Unknown,Unknown,Positive,needs_review,,"A good Sustainability Governance ensures the implementation of Sustainable Finance is in accordance with environmental, social, and governance (ESG) principles, as well as compliance to prevailing regulation."
a28_abc944d67fe5,danamon_2024_pdf/batch_1/rec_14,Unknown,Positive,General → Misc,pattern,0.72,Governance -> Ethics and Compliance,Ethics and Compliance,Unknown,Unknown,Positive,needs_review,,"In 2024, Danamon updated its Sustainability Governance structure to improve the effectiveness of bank-wide sustainable finance implementation."
a28_d0073be40d3e,danamon_2024_pdf/batch_1/rec_14,Action,Positive,General → Misc,pattern,0.72,Governance -> Ethics and Compliance,Ethics and Compliance,Unknown,Unknown,Positive,needs_review,,"In 2024, Danamon updated its Sustainability Governance structure to improve the effectiveness of bank-wide sustainable finance implementation."
a28_b5ceb292e35a,danamon_2024_pdf/batch_1/rec_18,Action,Neutral,General → Misc,pattern,0.72,Governance -> Ethics and Compliance,Ethics and Compliance,Unknown,Unknown,Positive,needs_review,,The supervision of sustainable finance implementation is a joint effort involving the Board of Commissioners and the Board of Directors.
a28_b4f159f11c7b,Endava We Care Sustainability Report 2024_pdf/batch_1/rec_4,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Commitment,Commitment,Positive,needs_review,,"In FY2024, we furthered our environmental ambitions with the approval of our near and long-term science-based emissions reduction targets, and overall science-based net-zero target, by the SBTI. Additionally, we completed our Double Materiality Assessment, the first step in complying with the EU Corporate Sustainability Reporting Directive (CSRD)."
a28_d26ade7f9c33,Endava We Care Sustainability Report 2024_pdf/batch_1/rec_4,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Commitment,Commitment,Positive,needs_review,,"In FY2024, we furthered our environmental ambitions with the approval of our near and long-term science-based emissions reduction targets, and overall science-based net-zero target, by the SBTI. Additionally, we completed our Double Materiality Assessment, the first step in complying with the EU Corporate Sustainability Reporting Directive (CSRD)."
a28_ae64317d57b2,Endava We Care Sustainability Report 2024_pdf/batch_1/rec_4,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Commitment,Commitment,Positive,needs_review,,"In FY2024, we furthered our environmental ambitions with the approval of our near and long-term science-based emissions reduction targets, and overall science-based net-zero target, by the SBTI. Additionally, we completed our Double Materiality Assessment, the first step in complying with the EU Corporate Sustainability Reporting Directive (CSRD)."
a28_6abcf2bf07ea,Endava We Care Sustainability Report 2024_pdf/batch_1/rec_6,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Unknown,Unknown,Neutral,needs_review,,"We collaborated with the Green Software Foundation (GSF) on two initiatives. The first project was Software Carbon Intensity (SCI) scoring for a cloud-based fraud detection service, details of which are here. With the specification now approved as an ISO standard, it paves the way for us to use it with confidence with clients in their software decarbonisation strategies."
a28_d5c877123d9c,Endava We Care Sustainability Report 2024_pdf/batch_1/rec_6,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Unknown,Unknown,Neutral,needs_review,,"We collaborated with the Green Software Foundation (GSF) on two initiatives. The first project was Software Carbon Intensity (SCI) scoring for a cloud-based fraud detection service, details of which are here. With the specification now approved as an ISO standard, it paves the way for us to use it with confidence with clients in their software decarbonisation strategies."
a28_51f246be04d5,Endava We Care Sustainability Report 2024_pdf/batch_1/rec_6,Unknown,Neutral,Environmental → Emission Reduction; Governance → Compliance; General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Unknown,Unknown,Neutral,needs_review,,"We collaborated with the Green Software Foundation (GSF) on two initiatives. The first project was Software Carbon Intensity (SCI) scoring for a cloud-based fraud detection service, details of which are here. With the specification now approved as an ISO standard, it paves the way for us to use it with confidence with clients in their software decarbonisation strategies."
a28_93ad826cf965,Endava We Care Sustainability Report 2024_pdf/batch_1/rec_7,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Unknown,Unknown,Neutral,needs_review,,"Additionally, we prototyped a solution for a large retail fashion client to calculate CO2e emissions from their end-user devices and in-home networking, using streamed access logs and IP enrichment services."
a28_aa4fdf4e2d09,Endava We Care Sustainability Report 2024_pdf/batch_1/rec_1,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Commitment,Commitment,Neutral,needs_review,,"In FY2024, we made significant progress with our environmental agenda by getting our near and long-term science-based emissions reduction targets, and overall science-based net-zero target, approved by the Science Based Targets initiative (SBTi)."
a28_6bf42512a009,Endava We Care Sustainability Report 2024_pdf/batch_1/rec_1,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Commitment,Commitment,Neutral,needs_review,,"In FY2024, we made significant progress with our environmental agenda by getting our near and long-term science-based emissions reduction targets, and overall science-based net-zero target, approved by the Science Based Targets initiative (SBTi)."
a28_19054b5ccf35,Endava We Care Sustainability Report 2024_pdf/batch_1/rec_1,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Commitment,Commitment,Neutral,needs_review,,"In FY2024, we made significant progress with our environmental agenda by getting our near and long-term science-based emissions reduction targets, and overall science-based net-zero target, approved by the Science Based Targets initiative (SBTi)."
a28_a8252282ef33,Endava We Care Sustainability Report 2024_pdf/batch_1/rec_10,Unknown,Neutral,General → Misc,pattern,0.72,Governance -> Ethics and Compliance,Ethics and Compliance,Commitment,Commitment,Negative,needs_review,,"To ensure the responsible adoption of AI, we've strengthened our ethical governance frameworks, focusing in particular on transparency, accountability, and fairness. By aligning our AI Use Policy with stringent legal and ethical standards, we protect our people and clients from potential AI risks. Our AI Committee's oversight is key in addressing risks to ensure compliance and trust."
a28_297d949fdd59,danamon_2024_pdf/batch_1/rec_3,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Unknown,Unknown,Neutral,needs_review,,"Calculations are based on the updated emission factors from the 2024 Green Calculator Guidebook by Bank Indonesia. Previously reported values were 23,661 Ton CO₂e (2023) and 23,686 Ton CO₂e (2022)."
a28_05e039cd32e3,Endava We Care Sustainability Report 2024_pdf/batch_1/rec_4,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Commitment,Commitment,Positive,needs_review,,"In FY2024, we furthered our environmental ambitions with the approval of our near and long-term science-based emissions reduction targets, and overall science-based net-zero target, by the SBTI. Additionally, we completed our Double Materiality Assessment, the first step in complying with the EU Corporate Sustainability Reporting Directive (CSRD)."
a28_0f571d131948,Endava We Care Sustainability Report 2024_pdf/batch_1/rec_4,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Commitment,Commitment,Positive,needs_review,,"In FY2024, we furthered our environmental ambitions with the approval of our near and long-term science-based emissions reduction targets, and overall science-based net-zero target, by the SBTI. Additionally, we completed our Double Materiality Assessment, the first step in complying with the EU Corporate Sustainability Reporting Directive (CSRD)."
a28_bfb6d0d2db06,Endava We Care Sustainability Report 2024_pdf/batch_1/rec_4,Unknown,Neutral,Social → Welfare; General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Commitment,Commitment,Positive,needs_review,,"In FY2024, we furthered our environmental ambitions with the approval of our near and long-term science-based emissions reduction targets, and overall science-based net-zero target, by the SBTI. Additionally, we completed our Double Materiality Assessment, the first step in complying with the EU Corporate Sustainability Reporting Directive (CSRD)."
a28_7c10771ee991,Endava We Care Sustainability Report 2024_pdf/batch_1/rec_5,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Outcome,Outcome,Neutral,needs_review,,"One project reduced CO2e emissions from AI/ML model training by 37% compared to the original cloud region and time schedule, using carbon-aware pipelines to run on a cleaner grid and optimal time of day."
a28_67988eb5efba,Intiland-Development_Sustainability-Report-2023-ID_pdf/batch_2/rec_4,Unknown,Neutral,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Action,Action,Neutral,needs_review,,Program GLADIS (Global Learning and Development Information System) digunakan untuk pelatihan dan penyegaran karyawan.
a28_41e0093f4f43,Intiland-Development_Sustainability-Report-2023-ID_pdf/batch_2/rec_5,Unknown,Neutral,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Unknown,Unknown,Neutral,needs_review,,Karyawan diwajibkan untuk menandatangani perjanjian integritas dan kerahasiaan.
a28_ad4f2174319c,Intiland-Development_Sustainability-Report-2023-ID_pdf/batch_2/rec_6,Unknown,Neutral,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Unknown,Unknown,Neutral,needs_review,,Intiland memiliki 1.288 karyawan di berbagai kota.
a28_c41bd5ee13e4,Intiland-Development_Sustainability-Report-2023-ID_pdf/batch_1/rec_7,Unknown,Neutral,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Action,Action,Neutral,needs_review,,"Intiland memiliki 1.288 karyawan yang tersebar di berbagai kota, dengan program orientasi dan pelatihan untuk membangun kepercayaan."
a28_f86b36f9f047,Endava We Care Sustainability Report 2024_pdf/batch_4/rec_1,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Commitment,Commitment,Neutral,needs_review,,Science-based emissions reduction targets approved by the Science Based Targets initiative (SBTi)
a28_76fb9ae00c1c,Endava We Care Sustainability Report 2024_pdf/batch_4/rec_1,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Commitment,Commitment,Neutral,needs_review,,Science-based emissions reduction targets approved by the Science Based Targets initiative (SBTi)
a28_c56e1d067aa1,Endava We Care Sustainability Report 2024_pdf/batch_4/rec_3,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Unknown,Unknown,Neutral,needs_review,,Partnership with Climatiq to integrate carbon calculation engine
a28_9a3b64ff5535,Intiland-Development_Sustainability-Report-2023-ID_pdf/batch_2/rec_1,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Unknown,Unknown,Neutral,needs_review,,"Intensitas emisi gas rumah kaca (GRK) dihitung melalui rasio total emisi GRK terhadap total GFA yang ditempati disesuaikan dengan tingkat hunian rata-rata tahunan, diukur dalam ton setara karbon dioksida per meter persegi (tCO2e/m2)."
a28_6a44cb446b3b,Endava We Care Sustainability Report 2024_pdf/batch_4/rec_10,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Unknown,Unknown,Neutral,needs_review,,"We have partnered with Climatiq to use its carbon calculation engine for scope 1, 2 and 3 emissions and to develop net-zero scenario modelling for our clients."
a28_6638f277d828,Endava We Care Sustainability Report 2024_pdf/batch_4/rec_1,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Commitment,Commitment,Neutral,needs_review,,Science-based emissions reduction targets approved by the Science Based Targets initiative (SBTi)
a28_4a35a7ddc11b,Endava We Care Sustainability Report 2024_pdf/batch_4/rec_1,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Commitment,Commitment,Neutral,needs_review,,Science-based emissions reduction targets approved by the Science Based Targets initiative (SBTi)
a28_89ff31a5c569,Endava We Care Sustainability Report 2024_pdf/batch_4/rec_1,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Commitment,Commitment,Neutral,needs_review,,Science-based emissions reduction targets approved by the Science Based Targets initiative (SBTi)
a28_608f7afda93c,Endava We Care Sustainability Report 2024_pdf/batch_4/rec_1,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Commitment,Commitment,Neutral,needs_review,,Science-based emissions reduction targets approved by the Science Based Targets initiative (SBTi)
a28_a49362c566eb,Endava We Care Sustainability Report 2024_pdf/batch_4/rec_1,Unknown,Neutral,Social → Welfare; Governance → Compliance; General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Commitment,Commitment,Neutral,needs_review,,Science-based emissions reduction targets approved by the Science Based Targets initiative (SBTi)
a28_696e104f5f89,Endava We Care Sustainability Report 2024_pdf/batch_4/rec_1,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Commitment,Commitment,Neutral,needs_review,,Science-based emissions reduction targets approved by the Science Based Targets initiative (SBTi)
a28_39e9706a6b94,Endava We Care Sustainability Report 2024_pdf/batch_4/rec_3,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Unknown,Unknown,Neutral,needs_review,,Partnership with Climatiq to integrate carbon calculation engine
a28_ef2c5e557774,Endava We Care Sustainability Report 2024_pdf/batch_4/rec_5,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Unknown,Unknown,Neutral,needs_review,,Total GHG emissions reported
a28_ce591af95174,danamon_2024_pdf/batch_1/rec_10,Unknown,Neutral,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Unknown,Unknown,Neutral,needs_review,,Employee Turnover Rate [IDX S-03]
a28_330e2f098b93,danamon_2024_pdf/batch_1/rec_11,Unknown,Neutral,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Unknown,Unknown,Neutral,needs_review,,Number of Temporary Employees [IDX S-04]
a28_805eb704e251,Endava We Care Sustainability Report 2024_pdf/batch_1/rec_7,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Unknown,Unknown,Neutral,needs_review,,"Additionally, we prototyped a solution for a large retail fashion client to calculate CO2e emissions from their end-user devices and in-home networking, using streamed access logs and IP enrichment services."
a28_eb33623a4b48,Endava We Care Sustainability Report 2024_pdf/batch_1/rec_7,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Unknown,Unknown,Neutral,needs_review,,"Additionally, we prototyped a solution for a large retail fashion client to calculate CO2e emissions from their end-user devices and in-home networking, using streamed access logs and IP enrichment services."
a28_111f80513608,Endava We Care Sustainability Report 2024_pdf/batch_1/rec_8,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Unknown,Unknown,Positive,needs_review,,"As the IT industry meets the rising demand for AI, it is crucial that the next generation of software platforms and services are engineered using sustainable technology. Working with the wider software development community, we can create the emissions models, measurement frameworks and intelligent pipelines needed for build and operate green software."
a28_c42a46481541,Endava We Care Sustainability Report 2024_pdf/batch_1/rec_9,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Unknown,Unknown,Neutral,needs_review,,"In April 2024, our Software Carbon Intensity Accelerator was shortlisted in the Monitoring, Reporting and Verification category of the Innovation Zero awards, the UK's largest net-zero congress for companies that develop, produce, deploy, and fund low-carbon solutions."
a28_11967bc5614a,danamon_2024_pdf/batch_1/rec_3,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Unknown,Unknown,Neutral,needs_review,,"Calculations are based on the updated emission factors from the 2024 Green Calculator Guidebook by Bank Indonesia. Previously reported values were 23,661 Ton CO₂e (2023) and 23,686 Ton CO₂e (2022)."
a28_31244ae54da9,danamon_2024_pdf/batch_1/rec_5,Unknown,Neutral,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Unknown,Unknown,Neutral,needs_review,,Proportion of Female Employees
a28_fe74469fb804,danamon_2024_pdf/batch_1/rec_7,Unknown,Neutral,General → Misc,pattern,0.72,Social -> Workforce and Community,Workforce and Community,Action,Action,Positive,needs_review,,Participants in Sustainable Finance Training and Sharing Sessions
a28_21801b18202b,Endava We Care Sustainability Report 2024_pdf/batch_1/rec_6,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Unknown,Unknown,Neutral,needs_review,,"We collaborated with the Green Software Foundation (GSF) on two initiatives. The first project was Software Carbon Intensity (SCI) scoring for a cloud-based fraud detection service, details of which are here. With the specification now approved as an ISO standard, it paves the way for us to use it with confidence with clients in their software decarbonisation strategies."
a28_c3e213317aee,Endava We Care Sustainability Report 2024_pdf/batch_1/rec_7,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Unknown,Unknown,Neutral,needs_review,,"Additionally, we prototyped a solution for a large retail fashion client to calculate CO2e emissions from their end-user devices and in-home networking, using streamed access logs and IP enrichment services."
a28_6804155729e3,Endava We Care Sustainability Report 2024_pdf/batch_1/rec_7,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Unknown,Unknown,Neutral,needs_review,,"Additionally, we prototyped a solution for a large retail fashion client to calculate CO2e emissions from their end-user devices and in-home networking, using streamed access logs and IP enrichment services."
a28_6db57c30ece1,Endava We Care Sustainability Report 2024_pdf/batch_1/rec_7,Unknown,Neutral,Environmental → Emission Reduction; Governance → Compliance; General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Unknown,Unknown,Neutral,needs_review,,"Additionally, we prototyped a solution for a large retail fashion client to calculate CO2e emissions from their end-user devices and in-home networking, using streamed access logs and IP enrichment services."
a28_c20890d88cab,Endava We Care Sustainability Report 2024_pdf/batch_1/rec_1,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Commitment,Commitment,Neutral,needs_review,,"In FY2024, we made significant progress with our environmental agenda by getting our near and long-term science-based emissions reduction targets, and overall science-based net-zero target, approved by the Science Based Targets initiative (SBTi)."
a28_e1331cd2ce97,Endava We Care Sustainability Report 2024_pdf/batch_1/rec_1,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Commitment,Commitment,Neutral,needs_review,,"In FY2024, we made significant progress with our environmental agenda by getting our near and long-term science-based emissions reduction targets, and overall science-based net-zero target, approved by the Science Based Targets initiative (SBTi)."
a28_8f4cb3c00451,Endava We Care Sustainability Report 2024_pdf/batch_1/rec_9,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Unknown,Unknown,Neutral,needs_review,,"In April 2024, our Software Carbon Intensity Accelerator was shortlisted in the Monitoring, Reporting and Verification category of the Innovation Zero awards, the UK's largest net-zero congress for companies that develop, produce, deploy, and fund low-carbon solutions."
a28_3c59207c8dad,Endava We Care Sustainability Report 2024_pdf/batch_1/rec_9,Unknown,Neutral,General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Unknown,Unknown,Neutral,needs_review,,"In April 2024, our Software Carbon Intensity Accelerator was shortlisted in the Monitoring, Reporting and Verification category of the Innovation Zero awards, the UK's largest net-zero congress for companies that develop, produce, deploy, and fund low-carbon solutions."
a28_a8255f5d273c,Endava We Care Sustainability Report 2024_pdf/batch_1/rec_9,Unknown,Neutral,Social → Welfare; General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Unknown,Unknown,Neutral,needs_review,,"In April 2024, our Software Carbon Intensity Accelerator was shortlisted in the Monitoring, Reporting and Verification category of the Innovation Zero awards, the UK's largest net-zero congress for companies that develop, produce, deploy, and fund low-carbon solutions."
a28_71aac0ace607,Endava We Care Sustainability Report 2024_pdf/batch_1/rec_10,Unknown,Neutral,General → Misc,pattern,0.72,Governance -> Ethics and Compliance,Ethics and Compliance,Commitment,Commitment,Negative,needs_review,,"To ensure the responsible adoption of AI, we've strengthened our ethical governance frameworks, focusing in particular on transparency, accountability, and fairness. By aligning our AI Use Policy with stringent legal and ethical standards, we protect our people and clients from potential AI risks. Our AI Committee's oversight is key in addressing risks to ensure compliance and trust."
a28_044983abcdef,Endava We Care Sustainability Report 2024_pdf/batch_1/rec_4,Unknown,Neutral,Social → Welfare; Governance → Compliance; General → Misc,pattern,0.72,Environmental -> Climate and Emissions,Climate and Emissions,Commitment,Commitment,Positive,needs_review,,"In FY2024, we furthered our environmental ambitions with the approval of our near and long-term science-based emissions reduction targets, and overall science-based net-zero target, by the SBTI. Additionally, we completed our Double Materiality Assessment, the first step in complying with the EU Corporate Sustainability Reporting Directive (CSRD)."
