record_id,run_idx,record_idx,timestamp,model,prompt,target,company,ok,text,text_len_chars,text_len_words,language,aspect,esg,tone_pred,sentiment,sentiment_score,labels,reasoning,suggested_tone,suggestion_source,silver_tone_ground_truth,needs_human_review,schema_drift,has_climate_commitment,has_environmental_claims,has_climate_d
r049_008,49,8,2026-04-08T02:55:09.053205Z,arcee-ai/trinity-large-preview:free,tone_zero_shot_english.md,AR SR GTRA 2024___pdf/batch_6,AR SR GTRA 2024,True,"In the case of sale and leaseback results in a finance lease, this is to be treated as two separate transactions, i.e. sale and lease.",134,26,en,governance,g,none,neutral,0.0,governance,"Text describes accounting policy for sale and leaseback transactions, which is a governance-related disclosure without sentiment.",none,fallback_none,none,False,False,False,False,False
r049_009,49,9,2026-04-08T02:55:09.053205Z,arcee-ai/trinity-large-preview:free,tone_zero_shot_english.md,AR SR GTRA 2024___pdf/batch_6,AR SR GTRA 2024,True,"Provisions are recognized when the Group has a present obligation (legal or constructive) where, as a result of a past event, it is probable that an outflow of resources embodying economic benefits will be required to settle the obligation and a reliable estimate can be made of the amount of the obligation.",308,52,en,governance,g,none,neutral,0.0,governance,"Text describes accounting policy for provisions, which is a governance-related disclosure without sentiment.",commitment,lexical_or_climate_commitment,none,False,False,False,False,False
r049_010,49,10,2026-04-08T02:55:09.053205Z,arcee-ai/trinity-large-preview:free,tone_zero_shot_english.md,AR SR GTRA 2024___pdf/batch_6,AR SR GTRA 2024,True,Provisions are reviewed at each end of reporting period and adjusted to reflect the current best estimate.,106,17,en,governance,g,none,neutral,0.0,governance,"Text describes the review process for provisions, which is a governance-related disclosure without sentiment.",none,fallback_none,none,False,False,False,False,False
r049_011,49,11,2026-04-08T02:55:09.053205Z,arcee-ai/trinity-large-preview:free,tone_zero_shot_english.md,AR SR GTRA 2024___pdf/batch_6,AR SR GTRA 2024,True,"If it is no longer probable that an outflow of resources embodying economic benefits will be required to settle the obligation, the provision is reversed.",154,25,en,governance,g,none,neutral,0.0,governance,"Text describes the reversal process for provisions, which is a governance-related disclosure without sentiment.",commitment,lexical_or_climate_commitment,none,False,False,False,False,False
r049_012,49,12,2026-04-08T02:55:09.053205Z,arcee-ai/trinity-large-preview:free,tone_zero_shot_english.md,AR SR GTRA 2024___pdf/batch_6,AR SR GTRA 2024,True,"The Group disclose information that enable users of the financial statements to evaluate the nature and financial effects of the business activities and use ""management approach"" under which segment information is presented on the same basis as that used for internal reporting purposes.",287,43,en,governance,g,none,neutral,0.0,governance,"Text describes the management approach for segment reporting, which is a governance-related disclosure without sentiment.",none,fallback_none,none,False,False,False,False,False
r049_013,49,13,2026-04-08T02:55:09.053205Z,arcee-ai/trinity-large-preview:free,tone_zero_shot_english.md,AR SR GTRA 2024___pdf/batch_6,AR SR GTRA 2024,True,Operating segment is reported in a manner consistent with the internal reporting provided to the chief operating decision-maker.,128,19,en,governance,g,none,neutral,0.0,governance,"Text describes the reporting of operating segments, which is a governance-related disclosure without sentiment.",none,fallback_none,none,False,False,False,False,False
r049_014,49,14,2026-04-08T02:55:09.053205Z,arcee-ai/trinity-large-preview:free,tone_zero_shot_english.md,AR SR GTRA 2024___pdf/batch_6,AR SR GTRA 2024,True,The chief operating decision-maker has been identified as the Board of Directors that makes strategic decisions.,112,17,en,governance,g,none,neutral,0.0,governance,"Text identifies the Board of Directors as the chief operating decision-maker, which is a governance-related disclosure without sentiment.",none,fallback_none,none,False,False,False,False,False
r049_015,49,15,2026-04-08T02:55:09.053205Z,arcee-ai/trinity-large-preview:free,tone_zero_shot_english.md,AR SR GTRA 2024___pdf/batch_6,AR SR GTRA 2024,True,"The preparation of consolidated financial statements, in conformity with Indonesian Financial Accounting Standards, requires management to make estimations and judgments that affect amounts reported therein.",207,25,en,governance,g,none,neutral,0.0,governance,"Text describes the preparation of financial statements, which is a governance-related disclosure without sentiment.",none,fallback_none,none,False,False,False,False,False
r049_016,49,16,2026-04-08T02:55:09.053205Z,arcee-ai/trinity-large-preview:free,tone_zero_shot_english.md,AR SR GTRA 2024___pdf/batch_6,AR SR GTRA 2024,True,"Due to the inherent uncertainty in making estimates, actual results reported in future periods may differ from those estimates.",127,19,en,governance,g,none,neutral,0.0,governance,"Text describes the uncertainty in making estimates, which is a governance-related disclosure without sentiment.",none,fallback_none,none,False,False,False,False,False
r049_017,49,17,2026-04-08T02:55:09.053205Z,arcee-ai/trinity-large-preview:free,tone_zero_shot_english.md,AR SR GTRA 2024___pdf/batch_6,AR SR GTRA 2024,True,The Group based its estimations and judgments on parameters available when the consolidated financial statements were prepared.,127,17,en,governance,g,none,neutral,0.0,governance,"Text describes the basis for estimations and judgments, which is a governance-related disclosure without sentiment.",none,fallback_none,none,False,False,False,False,False
r049_018,49,18,2026-04-08T02:55:09.053205Z,arcee-ai/trinity-large-preview:free,tone_zero_shot_english.md,AR SR GTRA 2024___pdf/batch_6,AR SR GTRA 2024,True,Existing circumstances about future developments may change due to market changes or circumstances arising beyond the control of the Group.,139,20,en,governance,g,none,neutral,0.0,governance,"Text describes the potential for changes in future developments, which is a governance-related disclosure without sentiment.",none,fallback_none,none,False,False,False,False,False
r049_019,49,19,2026-04-08T02:55:09.053205Z,arcee-ai/trinity-large-preview:free,tone_zero_shot_english.md,AR SR GTRA 2024___pdf/batch_6,AR SR GTRA 2024,True,Such changes are reflected in the judgments as they occur.,58,10,en,governance,g,none,neutral,0.0,governance,"Text describes the reflection of changes in judgments, which is a governance-related disclosure without sentiment.",none,fallback_none,none,False,False,False,False,False
r049_020,49,20,2026-04-08T02:55:09.053205Z,arcee-ai/trinity-large-preview:free,tone_zero_shot_english.md,AR SR GTRA 2024___pdf/batch_6,AR SR GTRA 2024,True,The following estimations and judgments made by management in the process of applying the Group's accounting policies have the most significant effects on the amounts recognized in the consolidated financial statements:,219,32,en,governance,g,none,neutral,0.0,governance,"Text introduces the discussion of significant estimations and judgments, which is a governance-related disclosure without sentiment.",none,fallback_none,none,False,False,False,False,False
r049_021,49,21,2026-04-08T02:55:09.053205Z,arcee-ai/trinity-large-preview:free,tone_zero_shot_english.md,AR SR GTRA 2024___pdf/batch_6,AR SR GTRA 2024,True,Determining functional currency,31,3,unknown,governance,g,none,neutral,0.0,governance,"Text introduces the topic of determining functional currency, which is a governance-related disclosure without sentiment.",none,fallback_none,none,False,False,False,False,False
r049_022,49,22,2026-04-08T02:55:09.053205Z,arcee-ai/trinity-large-preview:free,tone_zero_shot_english.md,AR SR GTRA 2024___pdf/batch_6,AR SR GTRA 2024,True,"The factors considered in determining the functional currency of the Company and Subsidiary include, among others, the currency:",128,18,en,governance,g,none,neutral,0.0,governance,"Text describes the factors considered in determining functional currency, which is a governance-related disclosure without sentiment.",none,fallback_none,none,False,False,False,False,False
r049_023,49,23,2026-04-08T02:55:09.053205Z,arcee-ai/trinity-large-preview:free,tone_zero_shot_english.md,AR SR GTRA 2024___pdf/batch_6,AR SR GTRA 2024,True,that mainly influences sales prices for goods and services;,59,9,en,governance,g,none,neutral,0.0,governance,"Text describes a factor in determining functional currency, which is a governance-related disclosure without sentiment.",none,fallback_none,none,False,False,False,False,False
r049_024,49,24,2026-04-08T02:55:09.053205Z,arcee-ai/trinity-large-preview:free,tone_zero_shot_english.md,AR SR GTRA 2024___pdf/batch_6,AR SR GTRA 2024,True,"that mainly influences labor, material and other costs of providing goods or services; and",90,14,en,governance,g,none,neutral,0.0,governance,"Text describes a factor in determining functional currency, which is a governance-related disclosure without sentiment.",none,fallback_none,none,False,False,False,False,False
r073_000,73,0,2026-04-08T02:57:17.427643Z,arcee-ai/trinity-large-preview:free,tone_chain_of_thought_english.md,icr-sustainability-23-24_pdf/batch_8,icr-sustainability-23-24,True,"The ICR has set an ambitious target of achieving net zero across all three scopes by 2040, and achieving an interim reduction of 42% by 2030.",141,26,en,climate-commitment,e,commitment,neutral,0.0,climate-commitment|netzero-reduction,Future-oriented climate pledge with specific targets.,commitment,lexical_or_climate_commitment,commitment,False,False,True,False,False
r073_001,73,1,2026-04-08T02:57:17.427643Z,arcee-ai/trinity-large-preview:free,tone_chain_of_thought_english.md,icr-sustainability-23-24_pdf/batch_8,icr-sustainability-23-24,True,"Thanks to activities such as a new energy management system and research led energy saving behaviours, the ICR's emissions from direct sources (Scope 1) and indirect sources (Scope 2) have decreased by 16% since 2018/19.",220,37,en,climate-detection,e,outcome,positive,1.0,climate-detection|metrics|climate-sentiment,Measurable reduction in emissions with specific percentage achieved.,none,fallback_none,outcome,False,False,False,False,False
r073_002,73,2,2026-04-08T02:57:17.427643Z,arcee-ai/trinity-large-preview:free,tone_chain_of_thought_english.md,icr-sustainability-23-24_pdf/batch_8,icr-sustainability-23-24,True,"Business travel has seen a further bounce back this year, with increased travel to conferences the ICR has implemented a new policy of no domestic UK flights where a better sustainable alternative is available.",210,34,en,climate-commitment,e,commitment,neutral,0.0,climate-commitment|strategy,Future-oriented policy commitment to reduce travel emissions.,commitment,lexical_or_climate_commitment,commitment,False,False,True,False,False
r073_003,73,3,2026-04-08T02:57:17.427643Z,arcee-ai/trinity-large-preview:free,tone_chain_of_thought_english.md,icr-sustainability-23-24_pdf/batch_8,icr-sustainability-23-24,True,"There has been small decrease in waste emissions compared to the baseline year of 2018/29, with fluctuations in waste volumes in the intervening years due to the pandemic and large construction projects.",203,33,en,climate-detection,e,outcome,neutral,0.0,climate-detection|metrics,Measurable waste emission change with contextual explanation.,none,fallback_none,outcome,False,False,False,False,False
r073_004,73,4,2026-04-08T02:57:17.427643Z,arcee-ai/trinity-large-preview:free,tone_chain_of_thought_english.md,icr-sustainability-23-24_pdf/batch_8,icr-sustainability-23-24,True,Carbon emissions from purchased goods and services have decreased by 6% compared to the baseline year of 2018/19.,113,19,en,climate-detection,e,outcome,positive,1.0,climate-detection|metrics,Measurable reduction in emissions from purchased goods and services.,none,fallback_none,outcome,False,False,False,False,False
r073_005,73,5,2026-04-08T02:57:17.427643Z,arcee-ai/trinity-large-preview:free,tone_chain_of_thought_english.md,icr-sustainability-23-24_pdf/batch_8,icr-sustainability-23-24,True,"The ICR has successfully retained certification to ISO14001, an international standard that sets out the requirements for an environmental management system, since 2013 as part of our integrated management system.",213,30,en,governance,g,outcome,positive,1.0,governance|environmental-claims,Successful retention of environmental management certification.,outcome,lexical_outcome,outcome,False,False,False,True,False
r073_006,73,6,2026-04-08T02:57:17.427643Z,arcee-ai/trinity-large-preview:free,tone_chain_of_thought_english.md,icr-sustainability-23-24_pdf/batch_8,icr-sustainability-23-24,True,"The new Concordat for the Environmental Sustainability of Research and Innovation Practice primary aims are to promote environmentally responsible practices in research and innovation, reducing negative environmental impacts and emissions associated with these activities.",272,34,en,governance,g,commitment,neutral,0.0,governance|environmental-claims,Commitment to environmental sustainability in research practices.,none,fallback_none,commitment,False,False,False,True,False
r073_007,73,7,2026-04-08T02:57:17.427643Z,arcee-ai/trinity-large-preview:free,tone_chain_of_thought_english.md,icr-sustainability-23-24_pdf/batch_8,icr-sustainability-23-24,True,The ICR is proud to be a signatory to this Concordat.,53,11,en,governance,g,commitment,neutral,0.0,governance|environmental-claims,Public commitment to environmental sustainability concordat.,none,fallback_none,commitment,False,False,False,True,False
r073_008,73,8,2026-04-08T02:57:17.427643Z,arcee-ai/trinity-large-preview:free,tone_chain_of_thought_english.md,icr-sustainability-23-24_pdf/batch_8,icr-sustainability-23-24,True,The climate crisis stands as one of today's most fundamental global challenges.,79,13,en,climate-detection,e,none,negative,-1.0,climate-detection|risk,Framing climate crisis as a fundamental global challenge.,none,fallback_none,none,False,False,False,False,False
r073_009,73,9,2026-04-08T02:57:17.427643Z,arcee-ai/trinity-large-preview:free,tone_chain_of_thought_english.md,icr-sustainability-23-24_pdf/batch_8,icr-sustainability-23-24,True,The Climate Change Act 2008 mandates that greenhouse gas emissions must reach net zero by 2050.,95,16,en,climate-detection,e,none,neutral,0.0,climate-detection|climate-f,Reference to legal mandate for net zero emissions.,none,fallback_none,none,False,False,False,False,False
r073_010,73,10,2026-04-08T02:57:17.427643Z,arcee-ai/trinity-large-preview:free,tone_chain_of_thought_english.md,icr-sustainability-23-24_pdf/batch_8,icr-sustainability-23-24,True,"In a determined effort to lead by example, the ICR has set an ambitious goal to achieve net zero emissions by 2040, requiring a reduction of emissions by a minimum of 90% by that deadline.",188,35,en,climate-commitment,e,commitment,neutral,0.0,climate-commitment|netzero-reduction,Future-oriented commitment to net zero emissions with specific target.,outcome,lexical_outcome,commitment,False,False,True,False,False
r073_011,73,11,2026-04-08T02:57:17.427643Z,arcee-ai/trinity-large-preview:free,tone_chain_of_thought_english.md,icr-sustainability-23-24_pdf/batch_8,icr-sustainability-23-24,True,"We have established an interim target based on the methodology from the Science Based Targets Initiative, aiming for a 42% reduction in our carbon footprint across scopes 1, 2, and 3 by 2029/30.",194,34,en,climate-commitment,e,commitment,neutral,0.0,climate-commitment|netzero-reduction,Future-oriented interim target for carbon reduction.,commitment,lexical_or_climate_commitment,commitment,False,False,True,False,False
r073_012,73,12,2026-04-08T02:57:17.427643Z,arcee-ai/trinity-large-preview:free,tone_chain_of_thought_english.md,icr-sustainability-23-24_pdf/batch_8,icr-sustainability-23-24,True,"Water consumption has continued to reduce since the opening of our new research building in 2020/21, the Centre for Cancer Drug Discovery (CCDD) when water consumption peaked.",175,28,en,climate-detection,e,outcome,positive,1.0,climate-detection|metrics,Measurable reduction in water consumption from peak levels.,outcome,lexical_outcome,outcome,False,False,False,False,False
r073_013,73,13,2026-04-08T02:57:17.427643Z,arcee-ai/trinity-large-preview:free,tone_chain_of_thought_english.md,icr-sustainability-23-24_pdf/batch_8,icr-sustainability-23-24,True,"In 2023/24 our water consumption dropped by 2.5% against our baseline water consumption in 2019/20, and this is a drop of 26.5% against our peak consumption in 2020/21.",168,33,en,climate-detection,e,outcome,positive,1.0,climate-detection|metrics,Specific measurable reduction in water consumption.,none,fallback_none,outcome,False,False,False,False,False
r073_014,73,14,2026-04-08T02:57:17.427643Z,arcee-ai/trinity-large-preview:free,tone_chain_of_thought_english.md,icr-sustainability-23-24_pdf/batch_8,icr-sustainability-23-24,True,"The ICR's new Energy Management System also monitors water usage across all ICR buildings and provides alerts if the anticipated consumption changes, allowing our Building and Maintenance team to identify and investigate leaks and increased usage.",247,37,en,strategy,e,action,neutral,0.0,strategy|metrics,Implementation of monitoring system for water usage.,none,fallback_none,action,False,False,False,False,False
r073_015,73,15,2026-04-08T02:57:17.427643Z,arcee-ai/trinity-large-preview:free,tone_chain_of_thought_english.md,icr-sustainability-23-24_pdf/batch_8,icr-sustainability-23-24,True,The carbon emissions from commuter travel for 2024 were calculated to be 568 tonnes of CO₂e. This has increased from the previous report of 539.,144,25,en,climate-detection,e,outcome,negative,-1.0,climate-detection|metrics,Increase in carbon emissions from commuter travel.,none,fallback_none,outcome,False,False,False,False,False
r073_016,73,16,2026-04-08T02:57:17.427643Z,arcee-ai/trinity-large-preview:free,tone_chain_of_thought_english.md,icr-sustainability-23-24_pdf/batch_8,icr-sustainability-23-24,True,The majority of personnel use Petrol vehicles and the take up of electric vehicles using the site EV points is only 46 cars.,124,23,en,climate-detection,e,outcome,negative,-1.0,climate-detection|metrics,Low adoption of electric vehicles among personnel.,none,fallback_none,outcome,False,False,False,False,False
r073_017,73,17,2026-04-08T02:57:17.427643Z,arcee-ai/trinity-large-preview:free,tone_chain_of_thought_english.md,icr-sustainability-23-24_pdf/batch_8,icr-sustainability-23-24,True,ICR recently launched a new electric vehicle scheme in partnership with Octopus EV to provide salary sacrifice EV options to staff.,131,21,en,climate-commitment,e,commitment,neutral,0.0,climate-commitment|strategy,Future-oriented commitment to increase EV adoption through new scheme.,commitment,lexical_or_climate_commitment,commitment,False,False,True,False,False
r079_000,79,0,2026-04-08T02:57:57.544080Z,arcee-ai/trinity-large-preview:free,tone_few_shot_indonesian.md,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_6,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,True,PTBA berkomitmen mendukung target Pemerintah mencapai nol emisi.,64,8,unknown,komitmen net zero emission,e,commitment,neutral,0.0,climate-commitment|netzero-reduction,Pernyataan komitmen masa depan terkait target net zero emission.,outcome,lexical_outcome,commitment,False,False,True,False,False
r079_001,79,1,2026-04-08T02:57:57.544080Z,arcee-ai/trinity-large-preview:free,tone_few_shot_indonesian.md,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_6,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,True,"PTBA juga berkomitmen untuk menjalankan bisnis berkelanjutan dengan menerapkan keselarasan antara aspek Environmental, Social, and Governance (ESG).",148,17,mixed,komitmen bisnis berkelanjutan,e,commitment,neutral,0.0,climate-commitment|governance,Pernyataan komitmen masa depan terkait penerapan ESG.,commitment,lexical_or_climate_commitment,commitment,False,False,True,False,False
r079_002,79,2,2026-04-08T02:57:57.544080Z,arcee-ai/trinity-large-preview:free,tone_few_shot_indonesian.md,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_6,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,True,"Langkah nyata yang diambil antara lain menerapkan eco, mechanized mining yaitu mengganti peralatan pertambangan yang menggunakan bahan bakar fosil menjadi elektrik, e-mining reporting system yaitu, system pelaporan produksi secara real time dan daring dan berbagai program manajemen karbon di area operasional penambangan.",322,43,id,implementasi eco-mechanized mining,e,action,neutral,0.0,action|environmental-claims,Tindakan nyata tanpa hasil terukur yang disebutkan.,commitment,lexical_or_climate_commitment,action,False,False,False,True,False
r079_003,79,3,2026-04-08T02:57:57.544080Z,arcee-ai/trinity-large-preview:free,tone_few_shot_indonesian.md,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_6,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,True,"Perseroan juga menciptakan sinergi dan kerja sama dengan berbagai mitra strategis dalam mewujudkan energi bersih seperti pengembangan PLTS, PLTB, tanaman Kaliandra untuk mengurangi emisi karbon dan menjadi simpanan biomassa untuk diolah menjadi wood pellet sebagai bahan campuran co-firing di PLTU serta Carbon Capture, Utilization (CCU) atau penangkapan karbon dioksida dan dikonversi menjadi methanol.",403,54,id,sinergi pengembangan energi bersih,e,action,neutral,0.0,action|environmental-claims,Tindakan nyata tanpa hasil terukur yang disebutkan.,commitment,lexical_or_climate_commitment,action,False,False,False,True,False
r079_004,79,4,2026-04-08T02:57:57.544080Z,arcee-ai/trinity-large-preview:free,tone_few_shot_indonesian.md,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_6,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,True,PTBA berkomitmen mendukung target Pemerintah mencapai Emisi Nol Bersih atau Net Zero Emission pada 2060.,104,15,unknown,komitmen net zero emission 2060,e,commitment,neutral,0.0,climate-commitment|netzero-reduction,Pernyataan komitmen masa depan terkait target net zero emission 2060.,outcome,lexical_outcome,commitment,False,False,True,False,False
r079_005,79,5,2026-04-08T02:57:57.544080Z,arcee-ai/trinity-large-preview:free,tone_few_shot_indonesian.md,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_6,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,True,"Dengan visi menjadi perusahaan energi kelas dunia, PTBA telah memiliki roadmap manajemen karbon hingga 2050, baik bersifat pengurangan emisi (reducing emission sources/ maupun peningkatan penyerapan emisi (increase carbon sinks).",229,29,id,roadmap manajemen karbon 2050,e,commitment,neutral,0.0,climate-commitment|strategy,Pernyataan komitmen masa depan terkait roadmap manajemen karbon.,outcome,lexical_outcome,commitment,False,False,True,False,False
r079_006,79,6,2026-04-08T02:57:57.544080Z,arcee-ai/trinity-large-preview:free,tone_few_shot_indonesian.md,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_6,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,True,"Berdasarkan manajemen karbon hingga 2050, terdapat 3 (tiga) pendekatan yang dilakukan PTBA, yaitu dekarbonisasi operasi, reklamasi, dan studi CCU (carbon capture, utilization, and utilization).",193,24,mixed,pendekatan manajemen karbon,e,commitment,neutral,0.0,climate-commitment|strategy,Pernyataan komitmen masa depan terkait pendekatan manajemen karbon.,commitment,lexical_or_climate_commitment,commitment,False,False,True,False,False
r079_007,79,7,2026-04-08T02:57:57.544080Z,arcee-ai/trinity-large-preview:free,tone_few_shot_indonesian.md,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_6,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,True,Upaya lain yang dilakukan PTBA untuk mengukuhkan sikap antikorupsi adalah secara berkesinambungan melakukan sosialisasi kebijakan dan prosedur antikorupsi di lingkungan Perusahaan.,180,21,id,sosialisasi kebijakan antikorupsi,g,action,neutral,0.0,governance,Tindakan nyata tanpa hasil terukur yang disebutkan.,commitment,lexical_or_climate_commitment,action,False,False,False,False,False
r079_008,79,8,2026-04-08T02:57:57.544080Z,arcee-ai/trinity-large-preview:free,tone_few_shot_indonesian.md,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_6,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,True,"Merujuk sosialisasi yang sudah terselenggara, per 31 Desember 2024, anggota Dewan Komisaris dan Direksi yang telah mendapatkan sosialisasi dan prosedur antikorupsi tercatat sebanyak 11 orang, atau 100% dari total Dewan Komisaris dan Direksi.",241,33,id,sosialisasi antikorupsi untuk komisaris dan direksi,g,outcome,positive,1.0,metrics|governance,Hasil terukur yang positif (100% coverage).,outcome,lexical_outcome,outcome,False,False,False,False,False
r079_009,79,9,2026-04-08T02:57:57.544080Z,arcee-ai/trinity-large-preview:free,tone_few_shot_indonesian.md,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_6,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,True,Adapun karyawan yang telah mendapatkan sosialisasi kebijakan dan prosedur antikorupsi sebanyak 1.679 orang atau 100% dari total karyawan.,137,19,id,sosialisasi antikorupsi untuk karyawan,g,outcome,positive,1.0,metrics|governance,Hasil terukur yang positif (100% coverage).,outcome,lexical_outcome,outcome,False,False,False,False,False
r079_010,79,10,2026-04-08T02:57:57.544080Z,arcee-ai/trinity-large-preview:free,tone_few_shot_indonesian.md,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_6,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,True,Sedangkan mitra atau vendor yang telah mendapatkan sosialisasi kebijakan dan prosedur antikorupsi adalah seluruh vendor ditandai dengan penandatanganan pakta integritas.,169,20,id,sosialisasi antikorupsi untuk vendor,g,outcome,positive,1.0,governance,Hasil terukur yang positif (seluruh vendor).,outcome,lexical_outcome,outcome,False,False,False,False,False
r079_011,79,11,2026-04-08T02:57:57.544080Z,arcee-ai/trinity-large-preview:free,tone_few_shot_indonesian.md,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_6,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,True,"Selain sosialisasi kebijakan dan prosedur antikorupsi, PTBA juga memberi kesempatan kepada Dewan Komisaris, Direksi dan karyawan untuk mengikuti pelatihan tentang antikorupsi.",175,21,id,pelatihan antikorupsi,g,action,neutral,0.0,governance,Tindakan nyata tanpa hasil terukur yang disebutkan.,commitment,lexical_or_climate_commitment,action,False,False,False,False,False
r079_012,79,12,2026-04-08T02:57:57.544080Z,arcee-ai/trinity-large-preview:free,tone_few_shot_indonesian.md,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_6,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,True,"Hingga akhir tahun 2024, jumlah anggota Dewan Komisaris dan Direksi yang telah mengikuti pelatihan antikorupsi tercatat sebanyak 11 orang, atau 100% dari total Dewan Komisaris dan Direksi.",188,27,id,pelatihan antikorupsi untuk komisaris dan direksi,g,outcome,positive,1.0,metrics|governance,Hasil terukur yang positif (100% coverage).,outcome,lexical_outcome,outcome,False,False,False,False,False
r079_013,79,13,2026-04-08T02:57:57.544080Z,arcee-ai/trinity-large-preview:free,tone_few_shot_indonesian.md,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_6,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825,True,Sedangkan karyawan yang telah mengikuti pelatihan antikorupsi sebanyak 372 orang atau 22% dari total karyawan.,110,15,id,pelatihan antikorupsi untuk karyawan,g,outcome,neutral,0.0,metrics|governance,Hasil terukur dengan coverage 22% yang masih rendah.,outcome,lexical_outcome,outcome,False,False,False,False,False
r080_000,80,0,2026-04-08T02:57:58.925003Z,arcee-ai/trinity-large-preview:free,tone_chain_of_thought_english.md,vktr_ar_sr_2024_pdf/batch_21,vktr_ar_sr_2024,True,"Throughout 2024, VKTR reinforced its strategic role in shaping a new landscape for sustainable transportation in Indonesia. No longer merely a pioneer, VKTR has emerged as a principal architect, designing and implementing adaptive and comprehensive green transport solutions. Through the development of commercial electric vehicles across various sectors, from trucks and buses to logistics and urban transport solutions, VKTR is introducing a new model of mobility that emphasizes both efficiency and a low-emission future.",524,75,en,climate-detection,e,outcome,positive,0.8,climate-d|climate-commitment|strategy|opportunity,"The text describes VKTR's strategic role in sustainable transportation, emphasizing green transport solutions and low-emission future, indicating a positive outcome in climate-related initiatives.",commitment,lexical_or_climate_commitment,outcome,False,False,True,False,True
r080_001,80,1,2026-04-08T02:57:58.925003Z,arcee-ai/trinity-large-preview:free,tone_chain_of_thought_english.md,vktr_ar_sr_2024_pdf/batch_21,vktr_ar_sr_2024,True,"The successful completion of VKTR's commercial electric vehicle assembly facility in Magelang marked a milestone in advancing national green industrialization. By prioritizing local standards and empowering domestic supply chains, VKTR has broadened the scope of its transformative impact, from technological advancement to the creation of economic and social value.",366,50,en,climate-detection,e,outcome,positive,0.8,climate-d|climate-commitment|strategy|opportunity,"The text highlights the successful completion of an electric vehicle assembly facility, marking a milestone in green industrialization, indicating a positive outcome in climate-related initiatives.",commitment,lexical_or_climate_commitment,outcome,False,False,True,False,True
r080_002,80,2,2026-04-08T02:57:58.925003Z,arcee-ai/trinity-large-preview:free,tone_chain_of_thought_english.md,vktr_ar_sr_2024_pdf/batch_21,vktr_ar_sr_2024,True,This commitment is further reinforced through the development of diverse prototypes and cross-industry collaborations that accelerate adoption and enable vehicle customization tailored to the needs of strategic sectors.,219,29,en,climate-detection,e,commitment,neutral,0.5,climate-d|climate-commitment|strategy|opportunity,"The text describes VKTR's commitment to developing prototypes and collaborations, which is a future-oriented plan, indicating a neutral sentiment.",commitment,lexical_or_climate_commitment,commitment,False,False,True,False,True
r080_003,80,3,2026-04-08T02:57:58.925003Z,arcee-ai/trinity-large-preview:free,tone_chain_of_thought_english.md,vktr_ar_sr_2024_pdf/batch_21,vktr_ar_sr_2024,True,"VKTR continues to serve a vital role in the national effort toward a low-carbon transportation future. This journey goes beyond delivering products, it is about building a system, an ecosystem that responds to the demands of the times with technology, environmental responsibility, and a collective determination to shape a greener and more resilient Indonesia.",361,55,en,climate-detection,e,commitment,neutral,0.5,climate-d|climate-commitment|strategy|opportunity,"The text emphasizes VKTR's ongoing commitment to a low-carbon future and building an ecosystem, indicating a neutral sentiment as it is a future-oriented plan.",commitment,lexical_or_climate_commitment,commitment,False,False,True,False,True
