aspect,records,mapped_to_ontology,suggested_path
"through debt restructuring, strengthening financial and operational foundations and creating sustainable added value",1,True,"GRI 201 Economic Performance -> through debt restructuring, strengthening financial and operational foundations and creating sustainable added value"
"to realize sustainability, encouraging solidarity as a principle for the company and employees",1,True,"GRI 2 General Disclosures / GRI 3 Material Topics -> to realize sustainability, encouraging solidarity as a principle for the company and employees"
solidarity is key to developing operations and businesses aware of environmental and social impacts,1,False,
"through solidarity, hoping to realize strong commitment to gradually implement sustainability in operations and business",1,True,"GRI 2 General Disclosures / GRI 3 Material Topics -> through solidarity, hoping to realize strong commitment to gradually implement sustainability in operations and business"
"in 2022, successfully overcame challenges with positive achievements and implemented commitment to national infrastructure development",1,False,
"to support business continuity, compiled 8 streams of financial restructuring",1,True,"GRI 201 Economic Performance -> to support business continuity, compiled 8 streams of financial restructuring"
"this is the company's effort to achieve sustainable performance, implemented through business transformation",1,False,
"through financial restructuring, hopes to optimize and increase cost efficiency, leading to improved competitiveness and excellence",1,True,"GRI 201 Economic Performance -> through financial restructuring, hopes to optimize and increase cost efficiency, leading to improved competitiveness and excellence"
"with these achievements, can maintain cultural and environmental synergies",1,False,
"during 2021, continued to achieve sustainability performance covering economic, environmental, and social aspects as a contribution to the nation and state",1,True,"GRI 2 General Disclosures / GRI 3 Material Topics -> during 2021, continued to achieve sustainability performance covering economic, environmental, and social aspects as a contribution to the nation and state"
"waskita's 2021 sustainability performance focused on economic value distribution, reducing negative environmental impacts, and community empowerment through csr",1,True,"GRI 2 General Disclosures / GRI 3 Material Topics -> waskita's 2021 sustainability performance focused on economic value distribution, reducing negative environmental impacts, and community empowerment through csr"
"for past achievements, future business growth will be stronger, towards maximum and sustainable long-term contribution",1,False,
"company established, committed to providing best quality infrastructure through superior construction products and services",1,False,
"in 2025, positive performance with 131.15% increase in new contract value compared to 2024",1,False,
"as of 2025, the company has worked on various projects with advanced technology, including soekarno-hatta airport, siwabessy multipurpose reactor, and muara karang thermal power plant",1,True,"GRI 306 Waste / GRI 303 Water -> as of 2025, the company has worked on various projects with advanced technology, including soekarno-hatta airport, siwabessy multipurpose reactor, and muara karang thermal power plant"
completed various high-rise buildings with good reputation,1,False,
"not only in jakarta, waskita has projects in other cities in the country",1,False,
"additionally, waskita's projects are in uae, saudi arabia, timor leste, and malaysia",1,False,
becoming a leading company in building a sustainable ecosystem,1,False,
"explanation of vision: leading means impacting profit, people, planet, life; sustainable means creating balance with profit, people, planet, life",1,True,"GRI 201 Economic Performance -> explanation of vision: leading means impacting profit, people, planet, life; sustainable means creating balance with profit, people, planet, life"
biodiversity management,1,True,GRI 304 Biodiversity -> biodiversity management
biodiversity policy and procedures,1,True,GRI 304 Biodiversity -> biodiversity policy and procedures
biodiversity management framework,1,True,GRI 304 Biodiversity -> biodiversity management framework
biodiversity impact prevention,1,True,GRI 304 Biodiversity -> biodiversity impact prevention
water efficiency in mining,1,True,GRI 306 Waste / GRI 303 Water -> water efficiency in mining
water recycling and contamination control,1,True,GRI 306 Waste / GRI 303 Water -> water recycling and contamination control
rainwater harvesting and monitoring,1,True,GRI 306 Waste / GRI 303 Water -> rainwater harvesting and monitoring
integrated water management,1,True,GRI 306 Waste / GRI 303 Water -> integrated water management
water quality monitoring and zero discharge,1,True,GRI 306 Waste / GRI 303 Water -> water quality monitoring and zero discharge
overburden and acid-generating material management,1,False,
drainage system and water quality monitoring,1,True,GRI 306 Waste / GRI 303 Water -> drainage system and water quality monitoring
lime treatment and zero discharge policy,1,False,
grievance redress mechanism,1,False,
tax contribution,1,False,
royalty payments,1,False,
local supplier engagement,1,True,GRI 308/414 Supplier Assessment -> local supplier engagement
employee training investment,1,True,GRI 401-404 Employment and Training -> employee training investment
employee training hours,1,True,GRI 401-404 Employment and Training -> employee training hours
total workforce,1,False,
new employee recruitment,1,True,GRI 401-404 Employment and Training -> new employee recruitment
company vision and values,1,False,
sustainability report theme,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> sustainability report theme
klasifikasi bank dan permodalan,1,False,
strategi integrasi esg,1,False,
nilai perusahaan tentang keberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> nilai perusahaan tentang keberlanjutan
komitmen implementasi esg,1,False,
operasional hijau dan tata kelola risiko iklim,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> operasional hijau dan tata kelola risiko iklim
keamanan data dan lingkungan kerja,1,True,GRI 306 Waste / GRI 303 Water -> keamanan data dan lingkungan kerja
inklusi keuangan untuk underbanked dan umkm,1,True,GRI 201 Economic Performance -> inklusi keuangan untuk underbanked dan umkm
kesetaraan gender dan pemberdayaan perempuan,1,True,GRI 413 Local Communities -> kesetaraan gender dan pemberdayaan perempuan
komposisi gender di kepemimpinan,1,False,
komposisi gender karyawan,1,True,GRI 401-404 Employment and Training -> komposisi gender karyawan
investasi pelatihan karyawan,1,True,GRI 401-404 Employment and Training -> investasi pelatihan karyawan
anggaran pelatihan,1,True,GRI 401-404 Employment and Training -> anggaran pelatihan
pertumbuhan tenaga kerja,1,True,GRI 401-404 Employment and Training -> pertumbuhan tenaga kerja
anggaran csr,1,True,GRI 413 Local Communities -> anggaran csr
literasi keuangan,1,True,GRI 201 Economic Performance -> literasi keuangan
partisipasi literasi keuangan,1,True,GRI 201 Economic Performance -> partisipasi literasi keuangan
konsumsi energi listrik,1,True,GRI 305 Emissions / TCFD Climate -> konsumsi energi listrik
emisi langsung (scope 1),1,True,GRI 305 Emissions / TCFD Climate -> emisi langsung (scope 1)
emisi tidak langsung (scope 2),1,True,GRI 305 Emissions / TCFD Climate -> emisi tidak langsung (scope 2)
limbah,1,True,GRI 306 Waste / GRI 303 Water -> limbah
kegiatan relawan dan literasi keuangan,1,True,GRI 201 Economic Performance -> kegiatan relawan dan literasi keuangan
kegiatan relawan dan penanaman pohon,1,False,
kontribusi sosial untuk kanker,1,True,GRI 413 Local Communities -> kontribusi sosial untuk kanker
bantuan bencana,1,False,
strategi inovasi produk berkelanjutan,1,False,
keamanan produk dan layanan,1,False,
adopsi produk,1,False,
manajemen risiko kredit,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> manajemen risiko kredit
kepatuhan produk,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> kepatuhan produk
decrease in scope 1 & 2 emissions,1,True,GRI 305 Emissions / TCFD Climate -> decrease in scope 1 & 2 emissions
human rights integration in social performance,1,True,GRI 401-404 Employment and Training -> human rights integration in social performance
commitment to occupational health and safety culture,1,False,
regular evaluation of k3 management system,1,True,GRI 401-404 Employment and Training -> regular evaluation of k3 management system
monitoring and auditing of k3 management,1,True,GRI 401-404 Employment and Training -> monitoring and auditing of k3 management
integrated control for k3 risk mitigation in business relationships,1,True,GRI 401-404 Employment and Training -> integrated control for k3 risk mitigation in business relationships
application of smkp in accordance with national regulations and international standards,1,False,
commitment to diversity and inclusion,1,False,
anti-discrimination and protection of vulnerable groups,1,False,
esg committee oversight on policies and implementation,1,False,
"governance, strategy",1,True,"GRI 205 Anti-corruption / GRI 2 Governance -> governance, strategy"
"strategy, risk, opportunity",1,False,
"social, environmental",1,False,
"environmental, governance",1,True,"GRI 205 Anti-corruption / GRI 2 Governance -> environmental, governance"
"economic, environmental, social",1,True,"GRI 201 Economic Performance -> economic, environmental, social"
"governance, environment",1,True,"GRI 205 Anti-corruption / GRI 2 Governance -> governance, environment"
langkah strategis untuk keberlanjutan jangka panjang,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> langkah strategis untuk keberlanjutan jangka panjang
"ketergantungan pada inovasi, efisiensi, dan kolaborasi pemangku kepentingan",1,True,"GRI 401-404 Employment and Training -> ketergantungan pada inovasi, efisiensi, dan kolaborasi pemangku kepentingan"
solidaritas untuk operasi sadar dampak lingkungan dan sosial,1,True,GRI 306 Waste / GRI 303 Water -> solidaritas untuk operasi sadar dampak lingkungan dan sosial
mewujudkan komitmen keberlanjutan melalui solidaritas,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> mewujudkan komitmen keberlanjutan melalui solidaritas
optimasi biaya dan peningkatan daya saing,1,False,
penjagaan sinergi lingkungan,1,True,GRI 306 Waste / GRI 303 Water -> penjagaan sinergi lingkungan
kinerja keberlanjutan di aspek sosial,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> kinerja keberlanjutan di aspek sosial
fokus pada pengurangan dampak lingkungan dan pemberdayaan masyarakat,1,True,GRI 306 Waste / GRI 303 Water -> fokus pada pengurangan dampak lingkungan dan pemberdayaan masyarakat
pembentukan komite esg,1,False,
persentase wanita di dewan komisaris,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> persentase wanita di dewan komisaris
pembayaran pajak,1,False,
pembayaran royalti,1,False,
pengawasan smkp,1,False,
cakupan smk3,1,True,GRI 401-404 Employment and Training -> cakupan smk3
kebijakan keselamatan kontraktor,1,True,GRI 401-404 Employment and Training -> kebijakan keselamatan kontraktor
tim tanggap darurat,1,False,
identifikasi bahaya dan risiko,1,False,
biodiversity management and resource conservation,1,True,GRI 304 Biodiversity -> biodiversity management and resource conservation
baseline assessment for biodiversity,1,True,GRI 304 Biodiversity -> baseline assessment for biodiversity
biodiversity impacts,1,True,GRI 304 Biodiversity -> biodiversity impacts
impact classification for mitigation,1,False,
social mapping for biodiversity links,1,True,GRI 304 Biodiversity -> social mapping for biodiversity links
identification of ecologically sensitive areas,1,False,
operational management with ecological and social consideration,1,False,
mitigation implementation,1,False,
mitigation hierarchy,1,False,
impact avoidance actions,1,False,
impact minimization actions,1,False,
restoration and rehabilitation actions,1,False,
monitoring and evaluation,1,False,
long-term conservation goals,1,False,
komitmen terhadap transformasi bisnis berkelanjutan,1,False,
restrukturisasi untuk keberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> restrukturisasi untuk keberlanjutan
solidaritas untuk keberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> solidaritas untuk keberlanjutan
kinerja keberlanjutan 2022,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> kinerja keberlanjutan 2022
kebijakan nominasi dewan komisaris,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> kebijakan nominasi dewan komisaris
ekosistem berkelanjutan,1,False,
transformasi bisnis,1,False,
solidaritas,1,False,
sinergi lingkungan,1,True,GRI 306 Waste / GRI 303 Water -> sinergi lingkungan
sosial dan lingkungan,1,True,GRI 306 Waste / GRI 303 Water -> sosial dan lingkungan
komitmen transformasi bisnis,1,False,
pembenahan operasional,1,False,
tujuan transformasi,1,False,
pendekatan keberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> pendekatan keberlanjutan
prinsip solidaritas,1,False,
kesadaran dampak,1,False,
kinerja 2022,1,False,
perencanaan keuangan,1,True,GRI 201 Economic Performance -> perencanaan keuangan
tujuan optimasi,1,False,
fokus kinerja 2021,1,False,
proyeksi pertumbuhan,1,False,
komitmen kualitas,1,False,
segmen bisnis,1,False,
struktur anak usaha,1,False,
kinerja 2025,1,False,
kelanjutan kinerja,1,False,
governance dewan komisaris,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> governance dewan komisaris
mecanisme jabatan,1,False,
pembaruan jabatan,1,False,
proses governance direksi,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> proses governance direksi
jangka waktu jabatan direksi,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> jangka waktu jabatan direksi
hak pemberhentian,1,False,
penetapan masa jabatan,1,False,
pertimbangan keberagaman,1,False,
manfaat keberagaman,1,False,
dampak keberagaman,1,False,
governance and sustainability,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> governance and sustainability
restructuring and stakeholder collaboration,1,True,GRI 401-404 Employment and Training -> restructuring and stakeholder collaboration
solidarity and sustainability awareness,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> solidarity and sustainability awareness
performance and sustainability transformation,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> performance and sustainability transformation
esg targets and initiatives,1,False,
sustainability competency development,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> sustainability competency development
biodiversity impact risk,1,True,GRI 304 Biodiversity -> biodiversity impact risk
biodiversity management action,1,True,GRI 304 Biodiversity -> biodiversity management action
operational location assessment,1,False,
precautionary principle application,1,False,
impact management actions,1,False,
mangrove planting program,1,False,
program goals,1,False,
use of monitoring information,1,False,
gender diversity on board,1,False,
kewajiban pelaporan bahaya,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> kewajiban pelaporan bahaya
inspeksi lokasi insiden,1,False,
investigasi insiden,1,False,
rekomendasi tindakan perbaikan,1,False,
implementasi rekomendasi perbaikan,1,False,
pelaksanaan p5m dan hse talk,1,False,
memastikan nilai tambah berkelanjutan,1,False,
hasil restrukturisasi untuk nilai berkelanjutan,1,False,
harapan mewujudkan komitmen keberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> harapan mewujudkan komitmen keberlanjutan
pencapaian positif dan komitmen infrastruktur,1,False,
harapan optimasi dan efisiensi biaya,1,False,
menjaga sinergi lingkungan,1,True,GRI 306 Waste / GRI 303 Water -> menjaga sinergi lingkungan
melanjutkan kinerja keberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> melanjutkan kinerja keberlanjutan
fokus pengurangan dampak lingkungan,1,True,GRI 306 Waste / GRI 303 Water -> fokus pengurangan dampak lingkungan
governance and risk management,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> governance and risk management
sustainable value and stakeholder benefits,1,True,GRI 413 Local Communities -> sustainable value and stakeholder benefits
debt restructuring and financial foundation,1,True,GRI 201 Economic Performance -> debt restructuring and financial foundation
cultural and environmental synergies,1,False,
"sustainability performance focus on economic value distribution, environmental impact reduction, and community empowerment",1,True,"GRI 2 General Disclosures / GRI 3 Material Topics -> sustainability performance focus on economic value distribution, environmental impact reduction, and community empowerment"
training hours per employee,1,True,GRI 401-404 Employment and Training -> training hours per employee
new employees hired,1,True,GRI 401-404 Employment and Training -> new employees hired
women on board,1,False,
land rehabilitation and environmental monitoring,1,True,GRI 304 Biodiversity -> land rehabilitation and environmental monitoring
biodiversity in mining areas,1,True,GRI 304 Biodiversity -> biodiversity in mining areas
waste management,1,True,GRI 306 Waste / GRI 303 Water -> waste management
hazardous waste recycling rate,1,True,GRI 306 Waste / GRI 303 Water -> hazardous waste recycling rate
board gender diversity percentage,1,False,
ohs risk management through hierarchy of control,1,False,
ohs training topics,1,True,GRI 401-404 Employment and Training -> ohs training topics
training coverage for all workers,1,True,GRI 401-404 Employment and Training -> training coverage for all workers
continuous training and ohs performance evaluation,1,True,GRI 401-404 Employment and Training -> continuous training and ohs performance evaluation
training effectiveness measurement approach,1,True,GRI 401-404 Employment and Training -> training effectiveness measurement approach
level 1 evaluation results,1,False,
training volume,1,True,GRI 401-404 Employment and Training -> training volume
level 2 evaluation results,1,False,
level 3 evaluation results,1,False,
critical safety training topics,1,True,GRI 401-404 Employment and Training -> critical safety training topics
emisi scope 1 & 2,1,True,GRI 305 Emissions / TCFD Climate -> emisi scope 1 & 2
layanan kesehatan kerja,1,False,
kasus penyakit akibat kerja,1,False,
identifikasi bahaya dan pengendalian risiko k3,1,True,GRI 401-404 Employment and Training -> identifikasi bahaya dan pengendalian risiko k3
sustainable goals,1,False,
sustainability and stakeholder collaboration,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> sustainability and stakeholder collaboration
sustainability and solidarity,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> sustainability and solidarity
cultural and environmental synergy,1,False,
sustainable business growth,1,False,
restructuring and transformation for sustainability,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> restructuring and transformation for sustainability
solidarity and commitment to sustainability,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> solidarity and commitment to sustainability
esg and compliance training programs,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> esg and compliance training programs
governance and risk management in sustainability,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> governance and risk management in sustainability
company profile,1,False,
scope 1 & 2 emission reduction,1,True,GRI 305 Emissions / TCFD Climate -> scope 1 & 2 emission reduction
waste reduction initiatives,1,True,GRI 306 Waste / GRI 303 Water -> waste reduction initiatives
oil filtration system implementation,1,False,
used oil waste reduction,1,True,GRI 306 Waste / GRI 303 Water -> used oil waste reduction
used diesel reutilization,1,False,
non-hazardous waste recycling partnership,1,True,GRI 306 Waste / GRI 303 Water -> non-hazardous waste recycling partnership
progress in sustainability capacity building,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> progress in sustainability capacity building
esg performance based on materiality assessment,1,False,
definition of terms,1,False,
supergrow aspiration as sustainability compass,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> supergrow aspiration as sustainability compass
belief in sustainability through innovation and social care,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> belief in sustainability through innovation and social care
commitment to implement supergrow,1,False,
internalization of esg principles,1,False,
sustainability as standard behavior,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> sustainability as standard behavior
reporting period and strategic initiatives,1,False,
regulatory compliance for sustainable finance,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> regulatory compliance for sustainable finance
adoption of international esg standards,1,False,
esg contact information,1,False,
third-party funds growth,1,False,
gross loans growth,1,False,
net interest income growth,1,False,
pre-tax profit,1,True,GRI 201 Economic Performance -> pre-tax profit
inclusive financing growth,1,False,
macroprudential inclusive financing ratio,1,False,
digital customers growth,1,True,Governance / Data and Technology -> digital customers growth
women in leadership positions,1,False,
female employee percentage,1,True,GRI 401-404 Employment and Training -> female employee percentage
employee headcount growth,1,True,GRI 401-404 Employment and Training -> employee headcount growth
tjsl funding realization,1,False,
financial literacy activities count,1,True,GRI 201 Economic Performance -> financial literacy activities count
financial literacy participants count,1,True,GRI 201 Economic Performance -> financial literacy participants count
electricity consumption,1,False,
scope 2 emissions,1,True,GRI 305 Emissions / TCFD Climate -> scope 2 emissions
total waste disposed,1,True,GRI 306 Waste / GRI 303 Water -> total waste disposed
commitment to equal service for consumers,1,False,
restrukturisasi utang untuk nilai berkelanjutan,1,False,
pencapaian target dan komitmen infrastruktur,1,False,
penyusunan stream keuangan,1,True,GRI 201 Economic Performance -> penyusunan stream keuangan
upaya kinerja keberlanjutan melalui transformasi,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> upaya kinerja keberlanjutan melalui transformasi
optimasi biaya untuk daya saing,1,False,
"kinerja keberlanjutan aspek ekonomi, lingkungan, dan sosial",1,True,"GRI 2 General Disclosures / GRI 3 Material Topics -> kinerja keberlanjutan aspek ekonomi, lingkungan, dan sosial"
fokus kinerja keberlanjutan 2021,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> fokus kinerja keberlanjutan 2021
kinerja positif dan peningkatan kontrak,1,False,
keberagaman gender di dewan komisaris,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> keberagaman gender di dewan komisaris
pakta integritas karyawan,1,True,GRI 401-404 Employment and Training -> pakta integritas karyawan
keselamatan kerja di ketinggian,1,True,GRI 401-404 Employment and Training -> keselamatan kerja di ketinggian
keselamatan kerja di dekat air,1,True,GRI 306 Waste / GRI 303 Water -> keselamatan kerja di dekat air
keselamatan kerja di dekat tebing,1,True,GRI 401-404 Employment and Training -> keselamatan kerja di dekat tebing
keselamatan kerja di dekat area disposal,1,True,GRI 401-404 Employment and Training -> keselamatan kerja di dekat area disposal
keselamatan kerja di ruang terbatas,1,True,GRI 401-404 Employment and Training -> keselamatan kerja di ruang terbatas
keselamatan kerja pemeliharaan,1,True,GRI 401-404 Employment and Training -> keselamatan kerja pemeliharaan
keselamatan peledakan,1,True,GRI 401-404 Employment and Training -> keselamatan peledakan
keselamatan penebangan,1,True,GRI 401-404 Employment and Training -> keselamatan penebangan
ipo dan transformasi menjadi perusahaan terbuka,1,False,
implementasi supergrow,1,False,
pengentasan kemiskinan melalui literasi keuangan,1,True,GRI 201 Economic Performance -> pengentasan kemiskinan melalui literasi keuangan
kesetaraan gender dalam kepemimpinan,1,False,
komitmen transformasi bisnis dan ekosistem berkelanjutan,1,False,
pembenahan menyeluruh termasuk tata kelola dan manajemen risiko,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> pembenahan menyeluruh termasuk tata kelola dan manajemen risiko
restrukturisasi utang untuk penguatan fondasi dan nilai berkelanjutan,1,False,
promosi solidaritas sebagai prinsip keberlanjutan,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> promosi solidaritas sebagai prinsip keberlanjutan
kesadaran dampak lingkungan dan sosial melalui solidaritas,1,True,GRI 306 Waste / GRI 303 Water -> kesadaran dampak lingkungan dan sosial melalui solidaritas
pencapaian positif dan komitmen infrastruktur nasional,1,False,
optimasi biaya dan sinergi lingkungan melalui restrukturisasi keuangan,1,True,GRI 306 Waste / GRI 303 Water -> optimasi biaya dan sinergi lingkungan melalui restrukturisasi keuangan
"pencapaian kinerja keberlanjutan di aspek ekonomi, lingkungan, dan sosial",1,True,"GRI 2 General Disclosures / GRI 3 Material Topics -> pencapaian kinerja keberlanjutan di aspek ekonomi, lingkungan, dan sosial"
"fokus kinerja keberlanjutan pada distribusi ekonomi, pengurangan dampak lingkungan, dan pemberdayaan masyarakat",1,True,"GRI 2 General Disclosures / GRI 3 Material Topics -> fokus kinerja keberlanjutan pada distribusi ekonomi, pengurangan dampak lingkungan, dan pemberdayaan masyarakat"
keahlian dewan dalam ekonomi dan manajemen risiko,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> keahlian dewan dalam ekonomi dan manajemen risiko
"keahlian dewan dalam manajemen risiko, keuangan, dan ekonomi",1,True,"GRI 205 Anti-corruption / GRI 2 Governance -> keahlian dewan dalam manajemen risiko, keuangan, dan ekonomi"
keahlian dewan dalam operasional dan manajemen risiko,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> keahlian dewan dalam operasional dan manajemen risiko
total emissions (scope 1 & 2) in 2025,1,True,GRI 305 Emissions / TCFD Climate -> total emissions (scope 1 & 2) in 2025
energy intensity within organization,1,True,GRI 305 Emissions / TCFD Climate -> energy intensity within organization
percentage of women in board of commissioners,1,False,
grievance resolution rate in 2025,1,False,
net sales,1,False,
occupational health and safety culture,1,False,
k3 management and performance evaluation,1,True,GRI 401-404 Employment and Training -> k3 management and performance evaluation
periodic evaluation of k3 management system,1,True,GRI 401-404 Employment and Training -> periodic evaluation of k3 management system
monitoring and audits for iso 45001,1,False,
occupational health and safety performance follow-up,1,False,
mining safety committee oversight,1,False,
contractor safety management system requirement,1,False,
worker right to stop unsafe work,1,False,
emergency response team support,1,False,
"hazard identification, risk assessment, and incident investigation",1,False,
kepatuhan etik karyawan,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> kepatuhan etik karyawan
penggunaan pemasok lokal,1,True,GRI 308/414 Supplier Assessment -> penggunaan pemasok lokal
evaluasi dan pemantauan k3,1,True,GRI 401-404 Employment and Training -> evaluasi dan pemantauan k3
jumlah fatality,1,False,
tingkat lti,1,False,
penghargaan isea untuk ck,1,False,
penghargaan zero accident untuk ssb,1,False,
penghargaan zero accident hours untuk atr,1,False,
peran komite esg,1,False,
pengurangan dampak lingkungan operasi,1,True,GRI 306 Waste / GRI 303 Water -> pengurangan dampak lingkungan operasi
keahlian direksi di bidang keuangan dan manajemen risiko,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> keahlian direksi di bidang keuangan dan manajemen risiko
economic,1,True,GRI 201 Economic Performance -> economic
ohs management procedures,1,False,
incident investigation team formation,1,False,
p2k3 committee composition,1,True,GRI 401-404 Employment and Training -> p2k3 committee composition
komitmen k3,1,True,GRI 401-404 Employment and Training -> komitmen k3
insiden k3 dan tindakan perbaikan,1,True,GRI 401-404 Employment and Training -> insiden k3 dan tindakan perbaikan
komitmen keberagaman dan inklusi,1,False,
keberagaman dewan komisaris dan direksi,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> keberagaman dewan komisaris dan direksi
penghargaan k3,1,True,GRI 401-404 Employment and Training -> penghargaan k3
business transformation and sustainability foundation,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> business transformation and sustainability foundation
ensuring transformation steps create sustainable added value and benefit stakeholders,1,True,GRI 413 Local Communities -> ensuring transformation steps create sustainable added value and benefit stakeholders
successful debt and loan restructuring strengthening financial and operational foundations and creating opportunities for sustainable added value,1,True,GRI 201 Economic Performance -> successful debt and loan restructuring strengthening financial and operational foundations and creating opportunities for sustainable added value
promoting solidarity as a principle for sustainability,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> promoting solidarity as a principle for sustainability
solidarity as key to developing environmentally and socially aware operations,1,False,
hoping to realize a strong commitment to gradually implement sustainability through solidarity,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> hoping to realize a strong commitment to gradually implement sustainability through solidarity
successfully overcoming challenges and fulfilling commitment to national infrastructure development,1,False,
preparing 8 streams of financial recovery to support business continuity,1,True,GRI 201 Economic Performance -> preparing 8 streams of financial recovery to support business continuity
effort to achieve sustainability performance through business transformation,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> effort to achieve sustainability performance through business transformation
hoping to optimize and improve cost efficiency through financial recovery to increase competitiveness,1,True,GRI 201 Economic Performance -> hoping to optimize and improve cost efficiency through financial recovery to increase competitiveness
maintaining cultural and environmental synergies through achievements,1,False,
listing of board of commissioners,1,False,
"recovery, performance improvement, sustainable value creation, business resilience, stakeholder benefits",1,True,"GRI 413 Local Communities -> recovery, performance improvement, sustainable value creation, business resilience, stakeholder benefits"
"restructuring, transformation, sustainability, stakeholder collaboration, debt restructuring, financial and operational strengthening, sustainable value creation",1,True,"GRI 2 General Disclosures / GRI 3 Material Topics -> restructuring, transformation, sustainability, stakeholder collaboration, debt restructuring, financial and operational strengthening, sustainable value creation"
"sustainability, solidarity, awareness of environmental and social impacts, commitment to implement sustainability",1,True,"GRI 2 General Disclosures / GRI 3 Material Topics -> sustainability, solidarity, awareness of environmental and social impacts, commitment to implement sustainability"
"overcoming challenges, positive achievements, commitment to infrastructure development, financial restructuring, sustainable performance, business transformation, cost optimization, competitiveness, cultural and environmental synergy",1,True,"GRI 201 Economic Performance -> overcoming challenges, positive achievements, commitment to infrastructure development, financial restructuring, sustainable performance, business transformation, cost optimization, competitiveness, cultural and environmental synergy"
"sustainability performance covering economic, environmental, and social aspects, contribution to nation and state, focus on economic value distribution, reduction of negative environmental impacts, community empowerment through csr, future business growth",1,True,"GRI 2 General Disclosures / GRI 3 Material Topics -> sustainability performance covering economic, environmental, and social aspects, contribution to nation and state, focus on economic value distribution, reduction of negative environmental impacts, community empowerment through csr, future business growth"
digitalisasi operasional,1,True,Governance / Data and Technology -> digitalisasi operasional
kebijakan go green,1,False,
digitalisasi proses administratif,1,True,Governance / Data and Technology -> digitalisasi proses administratif
penciptaan kawasan industri hijau,1,False,
penetapan preseden industri bertanggung jawab,1,False,
komitmen inovasi esg,1,False,
pengurangan penggunaan listrik,1,False,
pengurangan konsumsi bahan bakar,1,False,
pengurangan penggunaan air,1,True,GRI 306 Waste / GRI 303 Water -> pengurangan penggunaan air
pengurangan emisi co₂,1,True,GRI 305 Emissions / TCFD Climate -> pengurangan emisi co₂
inisiatif keberlanjutan industri,1,True,GRI 2 General Disclosures / GRI 3 Material Topics -> inisiatif keberlanjutan industri
daur ulang limbah,1,True,GRI 306 Waste / GRI 303 Water -> daur ulang limbah
sumber energi terbarukan,1,True,GRI 305 Emissions / TCFD Climate -> sumber energi terbarukan
kepatuhan etika karyawan,1,True,GRI 205 Anti-corruption / GRI 2 Governance -> kepatuhan etika karyawan
minimasi dampak lingkungan dan model ekonomi berkelanjutan,1,True,GRI 306 Waste / GRI 303 Water -> minimasi dampak lingkungan dan model ekonomi berkelanjutan
