:ID,:LABEL,name,text,timestamp,target,mapped_to_ontology,records
record:r048_011,ESGRecord,r048_011,"Ketegasan terhadap antikorupsi diimplementasikan Perusahaan antara lain dengan tidak memberi dan menerima hadiah serta gratifikasi yang diperkirakan akan memengaruhi independensi dalam proses pengambilan keputusan, serta bertentangan dengan etika bisnis yang sehat dan/atau bertentangan dengan hukum yang berlaku.",2026-04-08T02:53:38.374726Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,,
record:r048_012,ESGRecord,r048_012,Komitmen antikorupsi tersebut dikukuhkan dengan beberapa kebijakan di PTBA di antaranya Keputusan Bersama Dewan Komisaris dan Direksi PTBA Nomor:10/SK/PTBA-DEKOM/IX/2020 dan Nomor:400/0100/2020 tentang Penerapan Prinsip dan Praktik Good Corporate Governance Untuk Kebijakan Anti Gratifikasi di PT Bukit Asam Tbk dan Pedoman Pengendalian Gratifikasi BAAGM:03 Nomor Revisi 1 tahun 2024.,2026-04-08T02:53:38.374726Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,,
record:r048_013,ESGRecord,r048_013,"Selaras dengan itu, sejak tahun 2020, PTBA telah mengadopsi sertifikasi Sistem Manajemen Anti Penyuapan (SMAP) ISO 37001:2016.",2026-04-08T02:53:38.374726Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,,
record:r048_014,ESGRecord,r048_014,"Lebih lanjut, untuk memperkecil, bahkan menutup peluang terjadinya korupsi, PTBA telah melakukan pemetaan dan pengkajian risiko dalam mata rantai dan operasional usaha yang berpotensi besar terjadi korupsi.",2026-04-08T02:53:38.374726Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,,
record:r048_015,ESGRecord,r048_015,"Berdasarkan pemetaan tersebut, diidentifikasi 82% dari operasi memiliki risiko terkait korupsi.",2026-04-08T02:53:38.374726Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,,
record:r048_016,ESGRecord,r048_016,"Untuk mencegah terjadinya korupsi di bagian tersebut, Perseroan telah melakukan mitigasi berupa penerapan prinsip dan",2026-04-08T02:53:38.374726Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_5,,
record:r049_000,ESGRecord,r049_000,"Global dynamics in 2024 remained complex and uncertain, driven by rising geopolitical tensions and disruptions in commodity supply chains.",2026-04-08T02:55:09.053205Z,AR SR GTRA 2024___pdf/batch_6,,
record:r049_001,ESGRecord,r049_001,"Conflicts in Eastern Europe and the Middle East triggered supply chain instability and price surges across key commodities, prompting central banks around the world to raise benchmark interest rates in an effort to control inflation.",2026-04-08T02:55:09.053205Z,AR SR GTRA 2024___pdf/batch_6,,
record:r049_002,ESGRecord,r049_002,"Indonesia, however, demonstrated consistent economic resilience, posting 5.03% GDP growth in 2024.",2026-04-08T02:55:09.053205Z,AR SR GTRA 2024___pdf/batch_6,,
record:r049_003,ESGRecord,r049_003,"Within this environment, the transport and warehousing sector stood out with 8.69% growth, driven by increased activity in manufacturing and trade.",2026-04-08T02:55:09.053205Z,AR SR GTRA 2024___pdf/batch_6,,
record:r049_004,ESGRecord,r049_004,"Against this backdrop, Grahatrans pursued a clear and deliberate strategy: Achieving Growth Through Improvement.",2026-04-08T02:55:09.053205Z,AR SR GTRA 2024___pdf/batch_6,,
record:r049_005,ESGRecord,r049_005,The Company proactively responded to global and domestic uncertainties by diversifying its client base and focusing on sectors less reliant on import-export activities.,2026-04-08T02:55:09.053205Z,AR SR GTRA 2024___pdf/batch_6,,
record:r049_006,ESGRecord,r049_006,"This strategic shift not only strengthened Grahatrans's operational resilience, but also allowed it to align with broader national growth trends.",2026-04-08T02:55:09.053205Z,AR SR GTRA 2024___pdf/batch_6,,
record:r049_007,ESGRecord,r049_007,"By enhancing internal capabilities and improving service efficiencies, Grahatrans is better positioned to meet rising demand, manage external risks, and build a foundation for sustainable expansion in the years ahead.",2026-04-08T02:55:09.053205Z,AR SR GTRA 2024___pdf/batch_6,,
record:r049_008,ESGRecord,r049_008,"In the case of sale and leaseback results in a finance lease, this is to be treated as two separate transactions, i.e. sale and lease.",2026-04-08T02:55:09.053205Z,AR SR GTRA 2024___pdf/batch_6,,
record:r049_009,ESGRecord,r049_009,"Provisions are recognized when the Group has a present obligation (legal or constructive) where, as a result of a past event, it is probable that an outflow of resources embodying economic benefits will be required to settle the obligation and a reliable estimate can be made of the amount of the obligation.",2026-04-08T02:55:09.053205Z,AR SR GTRA 2024___pdf/batch_6,,
record:r049_010,ESGRecord,r049_010,Provisions are reviewed at each end of reporting period and adjusted to reflect the current best estimate.,2026-04-08T02:55:09.053205Z,AR SR GTRA 2024___pdf/batch_6,,
record:r049_011,ESGRecord,r049_011,"If it is no longer probable that an outflow of resources embodying economic benefits will be required to settle the obligation, the provision is reversed.",2026-04-08T02:55:09.053205Z,AR SR GTRA 2024___pdf/batch_6,,
record:r049_012,ESGRecord,r049_012,"The Group disclose information that enable users of the financial statements to evaluate the nature and financial effects of the business activities and use ""management approach"" under which segment information is presented on the same basis as that used for internal reporting purposes.",2026-04-08T02:55:09.053205Z,AR SR GTRA 2024___pdf/batch_6,,
record:r049_013,ESGRecord,r049_013,Operating segment is reported in a manner consistent with the internal reporting provided to the chief operating decision-maker.,2026-04-08T02:55:09.053205Z,AR SR GTRA 2024___pdf/batch_6,,
record:r049_014,ESGRecord,r049_014,The chief operating decision-maker has been identified as the Board of Directors that makes strategic decisions.,2026-04-08T02:55:09.053205Z,AR SR GTRA 2024___pdf/batch_6,,
record:r049_015,ESGRecord,r049_015,"The preparation of consolidated financial statements, in conformity with Indonesian Financial Accounting Standards, requires management to make estimations and judgments that affect amounts reported therein.",2026-04-08T02:55:09.053205Z,AR SR GTRA 2024___pdf/batch_6,,
record:r049_016,ESGRecord,r049_016,"Due to the inherent uncertainty in making estimates, actual results reported in future periods may differ from those estimates.",2026-04-08T02:55:09.053205Z,AR SR GTRA 2024___pdf/batch_6,,
record:r049_017,ESGRecord,r049_017,The Group based its estimations and judgments on parameters available when the consolidated financial statements were prepared.,2026-04-08T02:55:09.053205Z,AR SR GTRA 2024___pdf/batch_6,,
record:r049_018,ESGRecord,r049_018,Existing circumstances about future developments may change due to market changes or circumstances arising beyond the control of the Group.,2026-04-08T02:55:09.053205Z,AR SR GTRA 2024___pdf/batch_6,,
record:r049_019,ESGRecord,r049_019,Such changes are reflected in the judgments as they occur.,2026-04-08T02:55:09.053205Z,AR SR GTRA 2024___pdf/batch_6,,
record:r049_020,ESGRecord,r049_020,The following estimations and judgments made by management in the process of applying the Group's accounting policies have the most significant effects on the amounts recognized in the consolidated financial statements:,2026-04-08T02:55:09.053205Z,AR SR GTRA 2024___pdf/batch_6,,
record:r049_021,ESGRecord,r049_021,Determining functional currency,2026-04-08T02:55:09.053205Z,AR SR GTRA 2024___pdf/batch_6,,
record:r049_022,ESGRecord,r049_022,"The factors considered in determining the functional currency of the Company and Subsidiary include, among others, the currency:",2026-04-08T02:55:09.053205Z,AR SR GTRA 2024___pdf/batch_6,,
record:r049_023,ESGRecord,r049_023,that mainly influences sales prices for goods and services;,2026-04-08T02:55:09.053205Z,AR SR GTRA 2024___pdf/batch_6,,
record:r049_024,ESGRecord,r049_024,"that mainly influences labor, material and other costs of providing goods or services; and",2026-04-08T02:55:09.053205Z,AR SR GTRA 2024___pdf/batch_6,,
record:r073_000,ESGRecord,r073_000,"The ICR has set an ambitious target of achieving net zero across all three scopes by 2040, and achieving an interim reduction of 42% by 2030.",2026-04-08T02:57:17.427643Z,icr-sustainability-23-24_pdf/batch_8,,
record:r073_001,ESGRecord,r073_001,"Thanks to activities such as a new energy management system and research led energy saving behaviours, the ICR's emissions from direct sources (Scope 1) and indirect sources (Scope 2) have decreased by 16% since 2018/19.",2026-04-08T02:57:17.427643Z,icr-sustainability-23-24_pdf/batch_8,,
record:r073_002,ESGRecord,r073_002,"Business travel has seen a further bounce back this year, with increased travel to conferences the ICR has implemented a new policy of no domestic UK flights where a better sustainable alternative is available.",2026-04-08T02:57:17.427643Z,icr-sustainability-23-24_pdf/batch_8,,
record:r073_003,ESGRecord,r073_003,"There has been small decrease in waste emissions compared to the baseline year of 2018/29, with fluctuations in waste volumes in the intervening years due to the pandemic and large construction projects.",2026-04-08T02:57:17.427643Z,icr-sustainability-23-24_pdf/batch_8,,
record:r073_004,ESGRecord,r073_004,Carbon emissions from purchased goods and services have decreased by 6% compared to the baseline year of 2018/19.,2026-04-08T02:57:17.427643Z,icr-sustainability-23-24_pdf/batch_8,,
record:r073_005,ESGRecord,r073_005,"The ICR has successfully retained certification to ISO14001, an international standard that sets out the requirements for an environmental management system, since 2013 as part of our integrated management system.",2026-04-08T02:57:17.427643Z,icr-sustainability-23-24_pdf/batch_8,,
record:r073_006,ESGRecord,r073_006,"The new Concordat for the Environmental Sustainability of Research and Innovation Practice primary aims are to promote environmentally responsible practices in research and innovation, reducing negative environmental impacts and emissions associated with these activities.",2026-04-08T02:57:17.427643Z,icr-sustainability-23-24_pdf/batch_8,,
record:r073_007,ESGRecord,r073_007,The ICR is proud to be a signatory to this Concordat.,2026-04-08T02:57:17.427643Z,icr-sustainability-23-24_pdf/batch_8,,
record:r073_008,ESGRecord,r073_008,The climate crisis stands as one of today's most fundamental global challenges.,2026-04-08T02:57:17.427643Z,icr-sustainability-23-24_pdf/batch_8,,
climatelabel:risk,ClimateLabel,risk,,,,,
record:r073_009,ESGRecord,r073_009,The Climate Change Act 2008 mandates that greenhouse gas emissions must reach net zero by 2050.,2026-04-08T02:57:17.427643Z,icr-sustainability-23-24_pdf/batch_8,,
record:r073_010,ESGRecord,r073_010,"In a determined effort to lead by example, the ICR has set an ambitious goal to achieve net zero emissions by 2040, requiring a reduction of emissions by a minimum of 90% by that deadline.",2026-04-08T02:57:17.427643Z,icr-sustainability-23-24_pdf/batch_8,,
record:r073_011,ESGRecord,r073_011,"We have established an interim target based on the methodology from the Science Based Targets Initiative, aiming for a 42% reduction in our carbon footprint across scopes 1, 2, and 3 by 2029/30.",2026-04-08T02:57:17.427643Z,icr-sustainability-23-24_pdf/batch_8,,
record:r073_012,ESGRecord,r073_012,"Water consumption has continued to reduce since the opening of our new research building in 2020/21, the Centre for Cancer Drug Discovery (CCDD) when water consumption peaked.",2026-04-08T02:57:17.427643Z,icr-sustainability-23-24_pdf/batch_8,,
record:r073_013,ESGRecord,r073_013,"In 2023/24 our water consumption dropped by 2.5% against our baseline water consumption in 2019/20, and this is a drop of 26.5% against our peak consumption in 2020/21.",2026-04-08T02:57:17.427643Z,icr-sustainability-23-24_pdf/batch_8,,
record:r073_014,ESGRecord,r073_014,"The ICR's new Energy Management System also monitors water usage across all ICR buildings and provides alerts if the anticipated consumption changes, allowing our Building and Maintenance team to identify and investigate leaks and increased usage.",2026-04-08T02:57:17.427643Z,icr-sustainability-23-24_pdf/batch_8,,
aspect:strategy,Aspect,strategy,,,,,
record:r073_015,ESGRecord,r073_015,The carbon emissions from commuter travel for 2024 were calculated to be 568 tonnes of CO₂e. This has increased from the previous report of 539.,2026-04-08T02:57:17.427643Z,icr-sustainability-23-24_pdf/batch_8,,
record:r073_016,ESGRecord,r073_016,The majority of personnel use Petrol vehicles and the take up of electric vehicles using the site EV points is only 46 cars.,2026-04-08T02:57:17.427643Z,icr-sustainability-23-24_pdf/batch_8,,
record:r073_017,ESGRecord,r073_017,ICR recently launched a new electric vehicle scheme in partnership with Octopus EV to provide salary sacrifice EV options to staff.,2026-04-08T02:57:17.427643Z,icr-sustainability-23-24_pdf/batch_8,,
record:r079_000,ESGRecord,r079_000,PTBA berkomitmen mendukung target Pemerintah mencapai nol emisi.,2026-04-08T02:57:57.544080Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_6,,
prompt:tone_few_shot_indonesian_md,Prompt,tone_few_shot_indonesian.md,,,,,
aspect:komitmen_net_zero_emission,Aspect,komitmen net zero emission,,,,,
record:r079_001,ESGRecord,r079_001,"PTBA juga berkomitmen untuk menjalankan bisnis berkelanjutan dengan menerapkan keselarasan antara aspek Environmental, Social, and Governance (ESG).",2026-04-08T02:57:57.544080Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_6,,
aspect:komitmen_bisnis_berkelanjutan,Aspect,komitmen bisnis berkelanjutan,,,,,
record:r079_002,ESGRecord,r079_002,"Langkah nyata yang diambil antara lain menerapkan eco, mechanized mining yaitu mengganti peralatan pertambangan yang menggunakan bahan bakar fosil menjadi elektrik, e-mining reporting system yaitu, system pelaporan produksi secara real time dan daring dan berbagai program manajemen karbon di area operasional penambangan.",2026-04-08T02:57:57.544080Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_6,,
aspect:implementasi_eco_mechanized_mining,Aspect,implementasi eco-mechanized mining,,,,,
climatelabel:action,ClimateLabel,action,,,,,
record:r079_003,ESGRecord,r079_003,"Perseroan juga menciptakan sinergi dan kerja sama dengan berbagai mitra strategis dalam mewujudkan energi bersih seperti pengembangan PLTS, PLTB, tanaman Kaliandra untuk mengurangi emisi karbon dan menjadi simpanan biomassa untuk diolah menjadi wood pellet sebagai bahan campuran co-firing di PLTU serta Carbon Capture, Utilization (CCU) atau penangkapan karbon dioksida dan dikonversi menjadi methanol.",2026-04-08T02:57:57.544080Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_6,,
aspect:sinergi_pengembangan_energi_bersih,Aspect,sinergi pengembangan energi bersih,,,,,
record:r079_004,ESGRecord,r079_004,PTBA berkomitmen mendukung target Pemerintah mencapai Emisi Nol Bersih atau Net Zero Emission pada 2060.,2026-04-08T02:57:57.544080Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_6,,
aspect:komitmen_net_zero_emission_2060,Aspect,komitmen net zero emission 2060,,,,,
record:r079_005,ESGRecord,r079_005,"Dengan visi menjadi perusahaan energi kelas dunia, PTBA telah memiliki roadmap manajemen karbon hingga 2050, baik bersifat pengurangan emisi (reducing emission sources/ maupun peningkatan penyerapan emisi (increase carbon sinks).",2026-04-08T02:57:57.544080Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_6,,
aspect:roadmap_manajemen_karbon_2050,Aspect,roadmap manajemen karbon 2050,,,,,
record:r079_006,ESGRecord,r079_006,"Berdasarkan manajemen karbon hingga 2050, terdapat 3 (tiga) pendekatan yang dilakukan PTBA, yaitu dekarbonisasi operasi, reklamasi, dan studi CCU (carbon capture, utilization, and utilization).",2026-04-08T02:57:57.544080Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_6,,
aspect:pendekatan_manajemen_karbon,Aspect,pendekatan manajemen karbon,,,,,
record:r079_007,ESGRecord,r079_007,Upaya lain yang dilakukan PTBA untuk mengukuhkan sikap antikorupsi adalah secara berkesinambungan melakukan sosialisasi kebijakan dan prosedur antikorupsi di lingkungan Perusahaan.,2026-04-08T02:57:57.544080Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_6,,
aspect:sosialisasi_kebijakan_antikorupsi,Aspect,sosialisasi kebijakan antikorupsi,,,,,
record:r079_008,ESGRecord,r079_008,"Merujuk sosialisasi yang sudah terselenggara, per 31 Desember 2024, anggota Dewan Komisaris dan Direksi yang telah mendapatkan sosialisasi dan prosedur antikorupsi tercatat sebanyak 11 orang, atau 100% dari total Dewan Komisaris dan Direksi.",2026-04-08T02:57:57.544080Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_6,,
aspect:sosialisasi_antikorupsi_untuk_komisaris_dan_direksi,Aspect,sosialisasi antikorupsi untuk komisaris dan direksi,,,,,
record:r079_009,ESGRecord,r079_009,Adapun karyawan yang telah mendapatkan sosialisasi kebijakan dan prosedur antikorupsi sebanyak 1.679 orang atau 100% dari total karyawan.,2026-04-08T02:57:57.544080Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_6,,
aspect:sosialisasi_antikorupsi_untuk_karyawan,Aspect,sosialisasi antikorupsi untuk karyawan,,,,,
record:r079_010,ESGRecord,r079_010,Sedangkan mitra atau vendor yang telah mendapatkan sosialisasi kebijakan dan prosedur antikorupsi adalah seluruh vendor ditandai dengan penandatanganan pakta integritas.,2026-04-08T02:57:57.544080Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_6,,
aspect:sosialisasi_antikorupsi_untuk_vendor,Aspect,sosialisasi antikorupsi untuk vendor,,,,,
record:r079_011,ESGRecord,r079_011,"Selain sosialisasi kebijakan dan prosedur antikorupsi, PTBA juga memberi kesempatan kepada Dewan Komisaris, Direksi dan karyawan untuk mengikuti pelatihan tentang antikorupsi.",2026-04-08T02:57:57.544080Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_6,,
aspect:pelatihan_antikorupsi,Aspect,pelatihan antikorupsi,,,,,
record:r079_012,ESGRecord,r079_012,"Hingga akhir tahun 2024, jumlah anggota Dewan Komisaris dan Direksi yang telah mengikuti pelatihan antikorupsi tercatat sebanyak 11 orang, atau 100% dari total Dewan Komisaris dan Direksi.",2026-04-08T02:57:57.544080Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_6,,
aspect:pelatihan_antikorupsi_untuk_komisaris_dan_direksi,Aspect,pelatihan antikorupsi untuk komisaris dan direksi,,,,,
record:r079_013,ESGRecord,r079_013,Sedangkan karyawan yang telah mengikuti pelatihan antikorupsi sebanyak 372 orang atau 22% dari total karyawan.,2026-04-08T02:57:57.544080Z,20250526113828-2025-05-26ptba_laporan_berkelanjutan113825_pdf/batch_6,,
aspect:pelatihan_antikorupsi_untuk_karyawan,Aspect,pelatihan antikorupsi untuk karyawan,,,,,
record:r080_000,ESGRecord,r080_000,"Throughout 2024, VKTR reinforced its strategic role in shaping a new landscape for sustainable transportation in Indonesia. No longer merely a pioneer, VKTR has emerged as a principal architect, designing and implementing adaptive and comprehensive green transport solutions. Through the development of commercial electric vehicles across various sectors, from trucks and buses to logistics and urban transport solutions, VKTR is introducing a new model of mobility that emphasizes both efficiency and a low-emission future.",2026-04-08T02:57:58.925003Z,vktr_ar_sr_2024_pdf/batch_21,,
record:r080_001,ESGRecord,r080_001,"The successful completion of VKTR's commercial electric vehicle assembly facility in Magelang marked a milestone in advancing national green industrialization. By prioritizing local standards and empowering domestic supply chains, VKTR has broadened the scope of its transformative impact, from technological advancement to the creation of economic and social value.",2026-04-08T02:57:58.925003Z,vktr_ar_sr_2024_pdf/batch_21,,
record:r080_002,ESGRecord,r080_002,This commitment is further reinforced through the development of diverse prototypes and cross-industry collaborations that accelerate adoption and enable vehicle customization tailored to the needs of strategic sectors.,2026-04-08T02:57:58.925003Z,vktr_ar_sr_2024_pdf/batch_21,,
record:r080_003,ESGRecord,r080_003,"VKTR continues to serve a vital role in the national effort toward a low-carbon transportation future. This journey goes beyond delivering products, it is about building a system, an ecosystem that responds to the demands of the times with technology, environmental responsibility, and a collective determination to shape a greener and more resilient Indonesia.",2026-04-08T02:57:58.925003Z,vktr_ar_sr_2024_pdf/batch_21,,
record:r080_004,ESGRecord,r080_004,"On August 2022, the Company and PMC entered into a Confidentiality Agreement to analyse the data provided by the other party as deemed necessary in connection with the implementation of the project of retrofit/repowering chasis of fuel motorized buses to battery-based electric motorized bus (the ""Project"").",2026-04-08T02:57:58.925003Z,vktr_ar_sr_2024_pdf/batch_21,,
record:r080_005,ESGRecord,r080_005,"On February 16, 2023, the Company signed a Cooperation Agreement with GZXT to produce two wheel electric vehicles and the retrofit is carried out under the Joint Operation and conversion of non-electrical vehicles into battery-based electric motor vehicles whose components will be supplied by the Parties.",2026-04-08T02:57:58.925003Z,vktr_ar_sr_2024_pdf/batch_21,,
record:r080_006,ESGRecord,r080_006,"On January 23, 2024, the Company and TIFA entered into a Cooperation Agreement to assist the Company customers who require financing facilities in obtaining goods sold by the Company. This Cooperation Agreement is valid for an indefinite period of time, unless terminated with the consent of the Parties.",2026-04-08T02:57:58.925003Z,vktr_ar_sr_2024_pdf/batch_21,,
record:r080_007,ESGRecord,r080_007,"On January 26, 2024, PT Sarana Ekomobilitas Indonesia (""SEI""), a Subsidiary, and Bank DKI entered into a Non-Disclosure Agreement regarding the plan to provide credit facilities. This agreement will be in effect continuously from the date of delivery or disclosure of Confidential Information relating to the Project, unless terminated with the consent of the Parties.",2026-04-08T02:57:58.925003Z,vktr_ar_sr_2024_pdf/batch_21,,
record:r080_008,ESGRecord,r080_008,"On January 30, 2024, VSI, a Subsidiary, and GEI entered into a Non-Disclosure Agreement regarding business opportunities for project of Preparation of Environmental Impact Assessment (AMDAL) and Administration of Online Single Submission. The term of this agreement is three (3) years after the date of the execution of this Agreement.",2026-04-08T02:57:58.925003Z,vktr_ar_sr_2024_pdf/batch_21,,
record:r081_000,ESGRecord,r081_000,"Global dynamics in 2024 remained complex and uncertain, driven by rising geopolitical tensions and disruptions in commodity supply chains. Conflicts in Eastern Europe and the Middle East triggered supply chain instability and price surges across key commodities, prompting central banks around the world to raise benchmark interest rates in an effort to control inflation. Amid these pressures, many developing nations faced a tightening of financial conditions, making cost-efficiency and strategic adaptation essential for business continuity.",2026-04-08T02:58:28.918823Z,AR SR GTRA 2024___pdf/batch_10,,
record:r081_001,ESGRecord,r081_001,"Indonesia, however, demonstrated consistent economic resilience, posting 5.03% GDP growth in 2024. This marked the third consecutive year of growth above 5%, supported by robust domestic consumption and a low inflation rate of 1.57%. With a 2025 national growth target of 5.2%, the government is focused on maintaining economic stability while enhancing industrial productivity.",2026-04-08T02:58:28.918823Z,AR SR GTRA 2024___pdf/batch_10,,
aspect:economic_resilience,Aspect,economic resilience,,,,,
esgpillar:s,ESGPillar,s,,,,,
record:r081_002,ESGRecord,r081_002,"Within this environment, the transport and warehousing sector stood out with 8.69% growth, driven by increased activity in manufacturing and trade. As a result, logistics and transportation services continued to gain relevance as essential pillars of the national economy.",2026-04-08T02:58:28.918823Z,AR SR GTRA 2024___pdf/batch_10,,
aspect:economic_growth,Aspect,economic growth,,,,,
record:r081_003,ESGRecord,r081_003,"Against this backdrop, Grahatrans pursued a clear and deliberate strategy: Achieving Growth Through Improvement. The Company proactively responded to global and domestic uncertainties by diversifying its client base and focusing on sectors less reliant on import-export activities. This strategic shift not only strengthened Grahatrans's operational resilience, but also allowed it to align with broader national growth trends.",2026-04-08T02:58:28.918823Z,AR SR GTRA 2024___pdf/batch_10,,
aspect:strategic_adaptation,Aspect,strategic adaptation,,,,,
record:r081_004,ESGRecord,r081_004,"By enhancing internal capabilities and improving service efficiencies, Grahatrans is better positioned to meet rising demand, manage external risks, and build a foundation for sustainable expansion in the years ahead.",2026-04-08T02:58:28.918823Z,AR SR GTRA 2024___pdf/batch_10,,
aspect:sustainable_expansion,Aspect,sustainable expansion,,,,,
record:r084_000,ESGRecord,r084_000,"As a pioneer among industrial estate developers in Indonesia, BeFa is at the forefront of creating a green and eco-friendly industrial zone. This transformative initiative aims to minimize environmental impact while promoting a sustainable economic model. It includes prioritizing renewable energy sources, implementing waste management systems, and ensuring efficient resource utilization.",2026-04-08T02:59:48.386540Z,BEST-SR_2024_pdf/batch_11,,
record:r084_001,ESGRecord,r084_001,"The Company is dedicated to continuous innovation and excellence within the realm of ESG, striving to create spaces that harmoniously blend industry with ecological sustainability.",2026-04-08T02:59:48.386540Z,BEST-SR_2024_pdf/batch_11,,
record:r084_002,ESGRecord,r084_002,"In its pursuit of this vision, BeFa is evolving into a Smart Eco-Industrial Park. This initiative focuses on promoting sustainable development through the incorporation of advanced technologies, smart infrastructure, and environmentally friendly practices that benefit both the community and the ecosystem.",2026-04-08T02:59:48.386540Z,BEST-SR_2024_pdf/batch_11,,
record:r084_003,ESGRecord,r084_003,"BeFa is dedicated to a comprehensive Corporate Social Responsibility (CSR) strategy aimed at creating a balanced synergy between economic performance, social well-being, and environmental sustainability.",2026-04-08T02:59:48.386540Z,BEST-SR_2024_pdf/batch_11,,
record:r084_004,ESGRecord,r084_004,"As an integral part of BeFa's corporate strategy, CSR initiatives span multiple focus areas, including: Environmental conservation through wastewater treatment and pollution control.",2026-04-08T02:59:48.386540Z,BEST-SR_2024_pdf/batch_11,,
record:r084_005,ESGRecord,r084_005,Education and workforce training programs aimed at enhancing skills and employability.,2026-04-08T02:59:48.386540Z,BEST-SR_2024_pdf/batch_11,,
record:r084_006,ESGRecord,r084_006,Development and enhancement of public infrastructure to support community growth.,2026-04-08T02:59:48.386540Z,BEST-SR_2024_pdf/batch_11,,
record:r084_007,ESGRecord,r084_007,Aid and assistance for communities affected by natural disasters.,2026-04-08T02:59:48.386540Z,BEST-SR_2024_pdf/batch_11,,
record:r084_008,ESGRecord,r084_008,Health programs designed to improve public access to essential medical services.,2026-04-08T02:59:48.386540Z,BEST-SR_2024_pdf/batch_11,,
record:r084_009,ESGRecord,r084_009,"BeFa's approach to Strategic Social Responsibility (SR) is anchored in its commitment to sustainable economic, social, and environmental development.",2026-04-08T02:59:48.386540Z,BEST-SR_2024_pdf/batch_11,,
record:r084_010,ESGRecord,r084_010,"Guided by the ISO 26000 standards on Social Responsibility and Law No. 40 of 2007 on Limited Liability Companies, BeFa aims to enhance both corporate and societal well-being by fostering long-term positive impacts.",2026-04-08T02:59:48.386540Z,BEST-SR_2024_pdf/batch_11,,
record:r084_011,ESGRecord,r084_011,The Company's SR policy is built on two fundamental principles: Ensuring continuous economic growth by integrating responsible and sustainable business practices.,2026-04-08T02:59:48.386540Z,BEST-SR_2024_pdf/batch_11,,
record:r084_012,ESGRecord,r084_012,"Strengthening community welfare through initiatives focused on environmental preservation, education, health, and spiritual development.",2026-04-08T02:59:48.386540Z,BEST-SR_2024_pdf/batch_11,,
record:r084_013,ESGRecord,r084_013,"As a company engaged in the management and development of industrial estates, BeFa remains committed to upholding environmental sustainability.",2026-04-08T02:59:48.386540Z,BEST-SR_2024_pdf/batch_11,,
record:r084_014,ESGRecord,r084_014,"This is achieved through initiatives such as pollution prevention, responsible resource utilization, and strict adherence to environmental protection measures in all operational activities.",2026-04-08T02:59:48.386540Z,BEST-SR_2024_pdf/batch_11,,
record:r084_015,ESGRecord,r084_015,BeFa prioritizes the well-being of its workforce by implementing a robust Occupational Health and Safety (OHS) framework.,2026-04-08T02:59:48.386540Z,BEST-SR_2024_pdf/batch_11,,
record:r084_016,ESGRecord,r084_016,"This includes risk mitigation strategies, the provision of personal protective equipment, regular workplace safety assessments, and structured OHS training programs.",2026-04-08T02:59:48.386540Z,BEST-SR_2024_pdf/batch_11,,
record:r084_017,ESGRecord,r084_017,"These efforts are designed to prevent workplace accidents, promote a safety-first culture, and ensure compliance with industry best practices.",2026-04-08T02:59:48.386540Z,BEST-SR_2024_pdf/batch_11,,
record:r084_018,ESGRecord,r084_018,"In alignment with national labor laws and corporate policies outlined in the Letter of Agreement (LOA), BeFa upholds the principles of fairness, inclusivity, and non-discrimination.",2026-04-08T02:59:48.386540Z,BEST-SR_2024_pdf/batch_11,,
record:r084_019,ESGRecord,r084_019,"The Company ensures equal employment opportunities, fosters a positive work environment, and promotes diversity across all levels of the organization.",2026-04-08T02:59:48.386540Z,BEST-SR_2024_pdf/batch_11,,
record:r084_020,ESGRecord,r084_020,BeFa's commitment to social welfare is reflected in its active contributions to local communities.,2026-04-08T02:59:48.386540Z,BEST-SR_2024_pdf/batch_11,,
record:r084_021,ESGRecord,r084_021,"This includes initiatives such as hiring local workers, supporting religious and cultural programs, and engaging in various social development activities that foster stronger community relationships.",2026-04-08T02:59:48.386540Z,BEST-SR_2024_pdf/batch_11,,
