text,filename,page_number,counter,number
[],sustainability-report-2023.pdf,0,sustainability-report-2023.pdf | Page 0,1
"[
    {
        ""sentence"": ""Dewan Komisaris wajib membentuk Komite Audit dan komite lainnya, apabila diperlukan."",
        ""aspect"": ""komite struktur"",
        ""aspect_category"": ""G"",
        ""ontology_uri"": ""GRI303"",
        ""sentiment"": ""positive"",
        ""tone"": ""Commitment"",
        ""confidence"": 0.85
    },
    {
        ""sentence"": ""Dewan Komisaris mengevaluasi kinerja tiap komite yang dibentuk."",
        ""aspect"": ""evaluasi kinerja komite"",
        ""aspect_category"": ""G"",
        ""ontology_uri"": ""GRI303"",
        ""sentiment"": ""positive"",
        ""tone"": ""Action"",
        ""confidence"": 0.9
    },
    {
        ""sentence"": ""Komite Audit, Komite Nominasi dan Remunerasi, dan Komite Manajemen Pemantauan Risiko telah melakukan tugasnya sepanjang tahun 2022."",
        ""aspect"": ""kontribusi komite"",
        ""aspect_category"": ""G"",
        ""ontology_uri"": ""GRI303"",
        ""sentiment"": ""positive"",
        ""tone"": ""Outcome"",
        ""confidence"": 0.88
    },
    {
        ""sentence"": ""GMS pada tanggal 27 April 2012 menyetujui pelimpahan wewenang."",
        ""aspect"": ""prosedur remunerasi"",
        ""aspect_category"": ""G"",
        ""ontology_uri"": ""GRI305"",
        ""sentiment"": ""neutral"",
        ""tone"": ""Action"",
        ""confidence"": 0.7
    }
]",annual-report-and-sustainability-report-2022.pdf,105,annual-report-and-sustainability-report-2022.pdf | Page 105,2543
"[
  {
    ""sentence"": ""Remunerasi bagi Dewan Komisaris ditetapkan dengan mempertimbangkan kemampuan Perseroan dan juga praktik yang berlaku di pasar."",
    ""aspect"": ""Remuneration criteria"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI308"",
    ""sentiment"": ""neutral"",
    ""tone"": ""Action"",
    ""confidence"": 0.9
  },
  {
    ""sentence"": ""Program-orientasi bagi Komisaris Baru Anggota Dewan Komisaris... Pelaksanaan prinsip-prinsip GCG oleh Perseroan."",
    ""aspect"": ""GCG principles implementation"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI305"",
    ""sentiment"": ""positive"",
    ""tone"": ""Commitment"",
    ""confidence"": 0.85
  },
  {
    ""sentence"": ""Keseluruhan remunerasi dan tunjangan yang dibayarkan kepada Dewan Komisaris... Rp.3,5 miliar."",
    ""aspect"": ""Executive compensation"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI308"",
    ""sentiment"": ""neutral"",
    ""tone"": ""Outcome"",
    ""confidence"": 0.8
  }
]",annual-report-and-sustainability-report-2022.pdf,106,annual-report-and-sustainability-report-2022.pdf | Page 106,2544
"[
  {
    ""sentence"": ""Keterangan berkaitan dengan audit internal dan eksternal, sistem dan kebijakan pengendalian internal, termasuk Komite Audit."",
    ""aspect"": ""internal audit and internal control systems"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI401"",
    ""sentiment"": ""positive"",
    ""tone"": ""Commitment"",
    ""confidence"": 0.95
  },
  {
    ""sentence"": ""Dewan Komisaris aktif berpartisipasi dalam berbagai program pelatihan seperti Anti-Suap dan Korupsi, Data Privacy."",
    ""aspect"": ""anti-bribery, corruption, data privacy training"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""SDG16"",
    ""sentiment"": ""positive"",
    ""tone"": ""Action"",
    ""confidence"": 0.93
  }
]",annual-report-and-sustainability-report-2022.pdf,107,annual-report-and-sustainability-report-2022.pdf | Page 107,2545
"[
  {
    ""sentence"": ""Direksi merupakan organ Perseroan yang bertugas untuk menjalankan pengurusan Perseroan untuk kepentingan Perseroan sesuai dengan maksud dan tujuan Perseroan yang ditetapkan dalam Anggaran Dasar."",
    ""aspect"": ""corporate governance"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI303"",
    ""sentiment"": ""positive"",
    ""tone"": ""Action"",
    ""confidence"": 0.95
  },
  {
    ""sentence"": ""Direksi wajib mematuhi seluruh ketentuan peraturan perundang-undangan yang berlaku dan prinsip-prinsip tata kelola perusahaan yang baik dalam menjalankan tugasnya."",
    ""aspect"": ""corporate governance"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI303"",
    ""sentiment"": ""positive"",
    ""tone"": ""Commitment"",
    ""confidence"": 0.95
  },
  {
    ""sentence"": ""Setiap anggota Direksi harus bermoral baik, memiliki integritas, pengalaman dan kecakapan yang diperlukan untuk menjalankan tugasnya serta memenuhi kualifikasi lain yang ditetapkan dalam Anggaran Dasar Perseroan dan peraturan perundangundangan yang berlaku."",
    ""aspect"": ""corporate governance"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI303"",
    ""sentiment"": ""positive"",
    ""tone"": ""Commitment"",
    ""confidence"": 0.95
  },
  {
    ""sentence"": ""Setiap anggota Direksi wajib melaksanakan tugas dan tanggung jawabnya dengan itikad baik dan mengutamakan prinsip kehati-hatian."",
    ""aspect"": ""corporate governance"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI303"",
    ""sentiment"": ""positive"",
    ""tone"": ""Commitment"",
    ""confidence"": 0.95
  },
  {
    ""sentence"": ""Meningkatkan kompetensi dan pengetahuannya secara berkesinambungan untuk menjalankan fungsi sebagai Direksi secara profesional."",
    ""aspect"": ""corporate governance"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI303"",
    ""sentiment"": ""positive"",
    ""tone"": ""Action"",
    ""confidence"": 0.95
  },
  {
    ""sentence"": ""mempersiapkan, meneliti dan menandatangani laporan tahunan serta memastikan bahwa Laporan Tahunan Perseroan telah memuat informasi yang diperlukan sebagaimana disyaratkan dalam peraturan perundang-undangan yang berlaku."",
    ""aspect"": ""corporate governance"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI303"",
    ""sentiment"": ""positive"",
    ""tone"": ""Action"",
    ""confidence"": 0.95
  }
]",annual-report-and-sustainability-report-2022.pdf,108,annual-report-and-sustainability-report-2022.pdf | Page 108,2546
"[
    {
        ""sentence"": ""The Board of Directors is authorized to represent the company inside and outside the court on any affairs and bind the company with other parties."",
        ""aspect"": ""governance_governance"",
        ""aspect_category"": ""G"",
        ""ontology_uri"": ""GRI305"",
        ""sentiment"": ""neutral"",
        ""tone"": ""Action"",
        ""confidence"": 0.95
    },
    {
        ""sentence"": ""The Board of Directors must obtain approval from the Board of Commissioners for borrowing/lending money exceeding threshold limits."",
        ""aspect"": ""governance_governance"",
        ""aspect_category"": ""G"",
        ""ontology_uri"": ""GRI305"",
        ""sentiment"": ""neutral"",
        ""tone"": ""Action"",
        ""confidence"": 0.88
    },
    {
        ""sentence"": ""The President Director is responsible for ensuring the implementation of compliance functions."",
        ""aspect"": ""governance_governance"",
        ""aspect_category"": ""G"",
        ""ontology_uri"": ""GRI305"",
        ""sentiment"": ""neutral"",
        ""tone"": ""Action"",
        ""confidence"": 0.92
    },
    {
        ""sentence"": ""The Director is responsible for financial planning, internal control, and business development."",
        ""aspect"": ""governance_governance"",
        ""aspect_category"": ""G"",
        ""ontology_uri"": ""GRI301"",
        ""sentiment"": ""neutral"",
        ""tone"": ""Action"",
        ""confidence"": 0.98
    }
]",annual-report-and-sustainability-report-2022.pdf,109,annual-report-and-sustainability-report-2022.pdf | Page 109,2547
"[
    {
        ""sentence"": ""Bertanggung jawab atas fungsi operasional, termasuk lingkungan-keselamatan-kesehatan dan keamanan."",
        ""aspect"": ""environmental health and safety"",
        ""aspect_category"": ""E"",
        ""ontology_uri"": ""GRI305"",
        ""sentiment"": ""positive"",
        ""tone"": ""Commitment"",
        ""confidence"": 0.85
    },
    {
        ""sentence"": ""Diperlukan suatu piagam (charter) sebagai pedoman bagi Direksi dalam melaksanakan tugas, tanggung jawab dan keberlanjutan Perseroan."",
        ""aspect"": ""Governance and Sustainability"",
        ""aspect_category"": ""G"",
        ""ontology_uri"": ""GRI408.01.01"",
        ""sentiment"": ""positive"",
        ""tone"": ""Commitment"",
        ""confidence"": 0.9
    }
]",annual-report-and-sustainability-report-2022.pdf,110,annual-report-and-sustainability-report-2022.pdf | Page 110,2548
"[
    {
        ""sentence"": ""Board of Directors' Charter is prepared in accordance with the prevailing laws and regulations"",
        ""aspect"": ""governance"",
        ""aspect_category"": ""G"",
        ""ontology_uri"": ""GRI102"",
        ""sentiment"": ""neutral"",
        ""tone"": ""Commitment"",
        ""confidence"": 0.95
    },
    {
        ""sentence"": ""composition of the Board of Directors determined... independent decision making"",
        ""aspect"": ""governance structure"",
        ""aspect_category"": ""G"",
        ""ontology_uri"": ""GRI302"",
        ""sentiment"": ""neutral"",
        ""tone"": ""Commitment"",
        ""confidence"": 0.90
    },
    {
        ""sentence"": ""diversity of skills, knowledge and experience needed to manage the Company"",
        ""aspect"": ""board diversity"",
        ""aspect_category"": ""G"",
        ""ontology_uri"": ""GRI305"",
        ""sentiment"": ""neutral"",
        ""tone"": ""Outcome"",
        ""confidence"": 0.85
    }
]",annual-report-and-sustainability-report-2022.pdf,111,annual-report-and-sustainability-report-2022.pdf | Page 111,2549
"[{
    ""sentence"": ""The Board of Directors meetings shall be convened periodically at least once a month and may also be convened at any time as deemed necessary by one or more members of the Board of Commissioners or upon a written request made by one or more shareholders..."",
    ""aspect"": ""board meetings"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI304"",
    ""sentiment"": ""neutral"",
    ""tone"": ""Action"",
    ""confidence"": 0.9
}, {
    ""sentence"": ""Throughout 2022, the Board of Directors held 12 meetings, which respectively convened on January 17, February 15, March 11, April 14, May 17, June 30, July 21, August 15, September 15, October 13, November 17 and December 14."",
    ""aspect"": ""board meetings"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI304"",
    ""sentiment"": ""neutral"",
    ""tone"": ""Outcome"",
    ""confidence"": 0.85
}]",annual-report-and-sustainability-report-2022.pdf,112,annual-report-and-sustainability-report-2022.pdf | Page 112,2550
"[{""sentence"":""Direksi wajib mengadakan rapat bersama Dewan Komisaris secara berkala paling sedikit satu kali dalam empat bulan"",""aspect"":""board meetings"",""aspect_category"":""G"",""ontology_uri"":""GRI20200"",""sentiment"":""neutral"",""tone"":""Action"",""confidence"":0.8},{""sentence"":""Direksi telah menjadwalkan rapat untuk tahun berikutnya sebelum berakhirnya tahun buku"",""aspect"":""meeting scheduling"",""aspect_category"":""G"",""ontology_uri"":""GRI20200"",""sentiment"":""neutral"",""tone"":""Action"",""confidence"":0.85},{""sentence"":""Dalam 2022, Dewan Komisaris dan Direksi mengadakan tiga kali rapat"",""aspect"":""meeting frequency"",""aspect_category"":""G"",""ontology_uri"":""GRI20200"",""sentiment"":""neutral"",""tone"":""Outcome"",""confidence"":0.9},{""sentence"":""Direksi melakukan penilaian terhadap kinerjanya melalui self-assessment"",""aspect"":""performance evaluation"",""aspect_category"":""G"",""ontology_uri"":""GRI305"",""sentiment"":""neutral"",""tone"":""Action"",""confidence"":0.85},{""sentence"":""Penilaian berdasarkan tugas dan tanggung jawab masing-masing Direktur"",""aspect"":""duties fulfillment"",""aspect_category"":""G"",""ontology_uri"":""GRI305"",""sentiment"":""neutral"",""tone"":""Action"",""confidence"":0.75},{""sentence"":""Penilaian berdasarkan pencapaian target Perseroan"",""aspect"":""target achievement"",""aspect_category"":""G"",""ontology_uri"":""GRI305"",""sentiment"":""neutral"",""tone"":""Outcome"",""confidence"":0.8},{""sentence"":""Nomination and Remuneration Committee menyampaikan rekomendasi kepada Dewan Komisaris"",""aspect"":""remuneration policy"",""aspect_category"":""G"",""ontology_uri"":""GRI405"",""sentiment"":""neutral"",""tone"":""Action"",""confidence"":0.7},{""sentence"":""Perubahan Presiden Direktur pada June 2022"",""aspect"":""leadership transition"",""aspect_category"":""G"",""ontology_uri"":""GRI20200"",""sentiment"":""neutral"",""tone"":""Outcome"",""confidence"":0.9}]",annual-report-and-sustainability-report-2022.pdf,113,annual-report-and-sustainability-report-2022.pdf | Page 113,2551
"[
  {
    ""sentence"": ""penentuan remunerasi bagi Direksi ditentukan berdasarkan tugas, tanggung jawab dan wewenang serta pengalaman dari anggota Direksi"",
    ""aspect"": ""remuneration criteria"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""SDG8"",
    ""sentiment"": ""positive"",
    ""tone"": ""Commitment"",
    ""confidence"": 0.85
  },
  {
    ""sentence"": ""Struktur remunerasi Direksi ditentukan dengan mempertimbangkan hal-hal sebagai berikut: 1. Remunerasi yang kompetitif dan berdasarkan tugas, tanggung jawab dan wewenang serta pengalaman dari masing-masing anggota Direksi; dan 2. Target maupun kinerja dari masing-masing anggota Direksi"",
    ""aspect"": ""executive compensation"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""SDG8"",
    ""sentiment"": ""positive"",
    ""tone"": ""Commitment"",
    ""confidence"": 0.82
  },
  {
    ""sentence"": ""proposals of remuneration for the Board of Directors"",
    ""aspect"": ""board remuneration"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""SDG8"",
    ""sentiment"": ""positive"",
    ""tone"": ""Action"",
    ""confidence"": 0.78
  },
  {
    ""sentence"": ""Jumlah Remunerasi Direksi Keseluruhan remunerasi dari tunjangan yang dibayarkan kepada Direksi Perseroan untuk tahun yang berakhir 31 Desember 2022 adalah sebesar Rp111,3 miliar"",
    ""aspect"": ""remuneration amount"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""SDG8"",
    ""sentiment"": ""neutral"",
    ""tone"": ""Outcome"",
    ""confidence"": 0.90
  }
]",annual-report-and-sustainability-report-2022.pdf,114,annual-report-and-sustainability-report-2022.pdf | Page 114,2552
"[ {
    ""sentence"": ""Program pengenalan meliputi: 4. Pelaksanaan prinsip GCG oleh Perseroan."",
    ""aspect"": ""governance"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI201"",
    ""sentiment"": ""neutral"",
    ""tone"": ""Commitment"",
    ""confidence"": 0.95
}, {
    ""sentence"": ""Training for the Board of Directors: 3. Conflict of Interest"",
    ""aspect"": ""conflict of interest"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI205"",
    ""sentiment"": ""neutral"",
    ""tone"": ""Commitment"",
    ""confidence"": 0.92
}, {
    ""sentence"": ""Training for the Board of Directors: 2. Information Security"",
    ""aspect"": ""information security"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI205"",
    ""sentiment"": ""neutral"",
    ""tone"": ""Commitment"",
    ""confidence"": 0.89
} ]",annual-report-and-sustainability-report-2022.pdf,115,annual-report-and-sustainability-report-2022.pdf | Page 115,2553
"[
  {
    ""sentence"": ""Data Privacy Training and Awareness"",
    ""aspect"": ""data privacy"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI205"",
    ""sentiment"": ""positive"",
    ""tone"": ""Action"",
    ""confidence"": 0.95
  },
  {
    ""sentence"": ""Conflict of Interest"",
    ""aspect"": ""conflict of interest"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI205"",
    ""sentiment"": ""positive"",
    ""tone"": ""Action"",
    ""confidence"": 0.95
  },
  {
    ""sentence"": ""Anti-Britbery and Anti-Corruption"",
    ""aspect"": ""anti-corruption"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI205"",
    ""sentiment"": ""positive"",
    ""tone"": ""Action"",
    ""confidence"": 0.95
  },
  {
    ""sentence"": ""Anti-Money Laundering"",
    ""aspect"": ""anti-money laundering"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI205"",
    ""sentiment"": ""positive"",
    ""tone"": ""Action"",
    ""confidence"": 0.95
  },
  {
    ""sentence"": ""Insider Trading"",
    ""aspect"": ""insider trading"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI205"",
    ""sentiment"": ""positive"",
    ""tone"": ""Action"",
    ""confidence"": 0.95
  },
  {
    ""sentence"": ""ASEAN Corporate Governance Scorecard Coaching"",
    ""aspect"": ""corporate governance"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""SDG16"",
    ""sentiment"": ""positive"",
    ""tone"": ""Action"",
    ""confidence"": 0.93
  },
  {
    ""sentence"": ""IDX - Sustainalytics Capacity Building ESG"",
    ""aspect"": ""ESG implementation"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""SDG17"",
    ""sentiment"": ""positive"",
    ""tone"": ""Action"",
    ""confidence"": 0.92
  },
  {
    ""sentence"": ""Sustainability - Integrated Report"",
    ""aspect"": ""sustainability reporting"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI302"",
    ""sentiment"": ""positive"",
    ""tone"": ""Action"",
    ""confidence"": 0.94
  },
  {
    ""sentence"": ""Risk Management Program"",
    ""aspect"": ""risk management"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI303"",
    ""sentiment"": ""positive"",
    ""tone"": ""Action"",
    ""confidence"": 0.88
  },
  {
    ""sentence"": ""Data Loss Prevention"",
    ""aspect"": ""data security"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI305"",
    ""sentiment"": ""positive"",
    ""tone"": ""Action"",
    ""confidence"": 0.90
  },
  {
    ""sentence"": ""Intellectual Property Rights"",
    ""aspect"": ""intellectual property rights"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI201"",
    ""sentiment"": ""positive"",
    ""tone"": ""Action"",
    ""confidence"": 0.90
  },
  {
    ""sentence"": ""ICSA: Understanding and encouraging ESG Implementation in the Company"",
    ""aspect"": ""ESG implementation"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""SDG12"",
    ""sentiment"": ""positive"",
    ""tone"": ""Action"",
    ""confidence"": 0.90
  },
  {
    ""sentence"": ""Competition Law"",
    ""aspect"": ""competition law compliance"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI205"",
    ""sentiment"": ""positive"",
    ""tone"": ""Action"",
    ""confidence"": 0.95
  }
]",annual-report-and-sustainability-report-2022.pdf,116,annual-report-and-sustainability-report-2022.pdf | Page 116,2554
"[
  {
    ""sentence"": ""The Audit Committee independently supervises the quality of the consolidated financial statements."",
    ""aspect"": ""financial statements"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI303"",
    ""sentiment"": ""neutral"",
    ""tone"": ""Action"",
    ""confidence"": 0.9
  },
  {
    ""sentence"": ""The Audit Committee supervises the adequacy and effectiveness of risk management."",
    ""aspect"": ""risk management"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI303"",
    ""sentiment"": ""neutral"",
    ""tone"": ""Action"",
    ""confidence"": 0.9
  },
  {
    ""sentence"": ""The Audit Committee supervises the effectiveness of internal and external audit functions."",
    ""aspect"": ""audit functions"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI303"",
    ""sentiment"": ""neutral"",
    ""tone"": ""Action"",
    ""confidence"": 0.9
  },
  {
    ""sentence"": ""The Audit Committee provides recommendations on the appointment and dismissal of the external auditor."",
    ""aspect"": ""external auditor management"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI303"",
    ""sentiment"": ""neutral"",
    ""tone"": ""Action"",
    ""confidence"": 0.9
  },
  {
    ""sentence"": ""The Audit Committee ensures compliance with the prevailing laws and regulations."",
    ""aspect"": ""compliance"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI303"",
    ""sentiment"": ""neutral"",
    ""tone"": ""Action"",
    ""confidence"": 0.9
  },
  {
    ""sentence"": ""Sampoerna established the Audit Committee Charter to govern the structure and membership of the Audit Committee."",
    ""aspect"": ""governance structure"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI303"",
    ""sentiment"": ""neutral"",
    ""tone"": ""Commitment"",
    ""confidence"": 0.95
  },
  {
    ""sentence"": ""The Audit Committee Charter is periodically monitored to ensure compliance with existing regulations."",
    ""aspect"": ""audit committees monitoring"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI303"",
    ""sentiment"": ""neutral"",
    ""tone"": ""Action"",
    ""confidence"": 0.85
  },
  {
    ""sentence"": ""Sampoerna's Audit Committee consists of three members with a defined term of office."",
    ""aspect"": ""board committee structure"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI303"",
    ""sentiment"": ""neutral"",
    ""tone"": ""Commitment"",
    ""confidence"": 0.9
  },
  {
    ""sentence"": ""The appointment of Audit Committee members is limited to a maximum of two terms."",
    ""aspect"": ""term limits"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI303"",
    ""sentiment"": ""neutral"",
    ""tone"": ""Commitment"",
    ""confidence"": 0.9
  },
  {
    ""sentence"": ""Each member of the Audit Committee must be competent and independent."",
    ""aspect"": ""member independence"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI303"",
    ""sentiment"": ""neutral"",
    ""tone"": ""Commitment"",
    ""confidence"": 0.85
  }
]",annual-report-and-sustainability-report-2022.pdf,117,annual-report-and-sustainability-report-2022.pdf | Page 117,2555
"[{""sentence"": ""The Audit Committee was chaired by an Independent Commissioner of the Company."", ""aspect"": ""audit committee independence"", ""aspect_category"": ""G"", ""ontology_uri"": ""GRI403"", ""sentiment"": ""positive"", ""tone"": ""Outcome"", ""confidence"": 0.92},{""sentence"": ""All members of the Audit Committee are not employees of the Company."", ""aspect"": ""audit committee independence"", ""aspect_category"": ""G"", ""ontology_uri"": ""GRI403"", ""sentiment"": ""positive"", ""tone"": ""Outcome"", ""confidence"": 0.89},{""sentence"": ""The Audit Committee held five meetings during the 2022 financial year."", ""aspect"": ""audit committee meeting frequency"", ""aspect_category"": ""G"", ""ontology_uri"": ""GRI402"", ""sentiment"": ""positive"", ""tone"": ""Action"", ""confidence"": 0.87}]",annual-report-and-sustainability-report-2022.pdf,118,annual-report-and-sustainability-report-2022.pdf | Page 118,2556
"[{
    ""sentence"": ""The Audit Committee reviewed and discussed with the Head of Financial Planning, Tax and Legal concerning matters related to financial information reliability, including related party transactions and continuous compliance with prevailing laws and regulations."",
    ""aspect"": ""legal compliance"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI3030-GRI30510"",
    ""sentiment"": ""positive"",
    ""tone"": ""Outcome"",
    ""confidence"": 0.92
}, {
    ""sentence"": ""The Audit Committee conducted the 2022 annual performance assessment based on pre-defined performance indicators and concluded 2022 performance as satisfying."",
    ""aspect"": ""committee performance"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI30510"",
    ""sentiment"": ""positive"",
    ""tone"": ""Outcome"",
    ""confidence"": 0.95
}, {
    ""sentence"": ""The Audit Committee met with the Head of Internal Audit to review the internal audit work plan, findings, and implementation of management action plans related to internal controls and Sarbanes-Oxley Act effectiveness."",
    ""aspect"": ""internal controls"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI30510-GRI3030"",
    ""sentiment"": ""positive"",
    ""tone"": ""Action"",
    ""confidence"": 0.91
}, {
    ""sentence"": ""The Audit Committee discussed the appropriateness of significant accounting policies used in financial statements in accordance with Indonesian Financial Accounting Standards."",
    ""aspect"": ""accounting policies"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI30510"",
    ""sentiment"": ""neutral"",
    ""tone"": ""Action"",
    ""confidence"": 0.88
}, {
    ""sentence"": ""The Audit Committee was satisfied with the quality of financial statements and effectiveness of internal/external audit functions."",
    ""aspect"": ""audit effectiveness"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI30501-GRI3030"",
    ""sentiment"": ""positive"",
    ""tone"": ""Outcome"",
    ""confidence"": 0.93
}, {
    ""sentence"": ""The Audit Committee presented activity reports and recommendations to the Board of Commissioners and Board of Directors regularly."",
    ""aspect"": ""stakeholder communication"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI30501-SDG17"",
    ""sentiment"": ""positive"",
    ""tone"": ""Action"",
    ""confidence"": 0.90
}, {
    ""sentence"": ""The Audit Committee extended appreciation for management explanations and responses during discussions and reviews."",
    ""aspect"": ""stakeholder engagement"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI2601"",
    ""sentiment"": ""positive"",
    ""tone"": ""Action"",
    ""confidence"": 0.89
}]",annual-report-and-sustainability-report-2022.pdf,119,annual-report-and-sustainability-report-2022.pdf | Page 119,2557
"```json
[
  {
    ""sentence"": ""Komite Nominasi dan Remunerasi (KNR) harus senantiasa bertindak secara independen dan bertanggung jawab kepada Dewan Komisaris."",
    ""aspect"": ""Governance structure"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI4401"",
    ""sentiment"": ""positive"",
    ""tone"": ""Commitment"",
    ""confidence"": 0.95
  },
  {
    ""sentence"": ""KNR membantu Dewan Komisaris dalam evaluasi kinerja Direksi berdasarkan tolok ukur dan kesesuaian dengan remunerasi yang diterima."",
    ""aspect"": ""Performance evaluation linked to remuneration"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI40101"",
    ""sentiment"": ""positive"",
    ""tone"": ""Outcome"",
    ""confidence"": 0.85
  },
  {
    ""sentence"": ""KNR memberikan rekomendasi tentang struktur dan jumlah remunerasi untuk anggota Dewan Komisaris berdasarkan kinerja mereka."",
    ""aspect"": ""Remuneration structure"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI4401"",
    ""sentiment"": ""positive"",
    ""tone"": ""Action"",
    ""confidence"": 0.90
  },
  {
    ""sentence"": ""KNR memberikan rekomendasi tentang komposisi Dewan Komisaris dan kriteria nominasi."",
    ""aspect"": ""Board composition criteria"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI303"",
    ""sentiment"": ""positive"",
    ""tone"": ""Action"",
    ""confidence"": 0.88
  },
  {
    ""sentence"": ""KNR memberikan rekomendasi program pengembangan kemampuan untuk Direksi dan Dewan Komisaris."",
    ""aspect"": ""Capacity building programs"",
    ""aspect_category"": ""G"",
    ""ontology_uri"": ""GRI404"",
    ""sentiment"": ""positive"",
    ""tone"": ""Action"",
    ""confidence"": 0.82
  }
]
```",annual-report-and-sustainability-report-2022.pdf,120,annual-report-and-sustainability-report-2022.pdf | Page 120,2558
